index,count,mean,std,min,25%,50%,75%,max,lookback_window
flow_persistence_5,1286.0,0.0,0.769306837740759,-1.0,-1.0,0.0,1.0,1.0,5
flow_persistence_10,1286.0,0.0,0.8185173892859717,-1.0,-1.0,0.0,1.0,1.0,10
flow_persistence_20,1286.0,0.0,0.6270628649347852,-1.0,-0.42857142857142855,0.0,0.42857142857142855,1.0,20
flow_persistence_50,1286.0,0.0,0.4592702972154721,-1.0,-0.34572188562139794,0.0,0.34572188562139794,1.0,50
flow_persistence_100,1286.0,0.0,0.4667826345052355,-1.0,-0.25888324873096447,0.0,0.25888324873096447,1.0,100
flow_persistence_200,1286.0,0.0,0.5277212714164623,-0.9597615499254843,-0.19463087248322147,0.0,0.19463087248322147,0.9597615499254843,200
flow_persistence_500,1286.0,0.0,0.6828104095712901,-0.8225435425566875,-0.774264938349668,0.0,0.774264938349668,0.8225435425566875,500
