initial_imbalance,fill_probability,average_post_fill_drift,average_adverse_drift,average_net_execution_value,bad_fill_ratio,number_of_fills
-0.8,1.0,-0.1612130099061865,0.1612130099061865,-0.1512130099061814,1.0,3000
-0.6000000000000001,1.0,-0.12067741247593831,0.12067741247593831,-0.1106774124759332,0.9996666666666667,3000
-0.4,1.0,-0.0805812149198628,0.0806860388663427,-0.07058121491985768,0.9806666666666667,3000
-0.19999999999999996,1.0,-0.040527771692769166,0.04281555634609969,-0.030527771692764053,0.8063333333333333,3000
0.0,1.0,-9.553873322469523e-05,0.014270332754614026,0.00990446126678042,0.4013333333333333,3000
0.19999999999999996,0.9993333333333333,0.04052715433610541,0.0022361027352758886,0.05052715433611052,0.07471647765176785,2998
0.40000000000000013,0.9963333333333333,0.08092527289331695,0.0001739682466145335,0.09092527289332207,0.006356641017062563,2989
0.6000000000000001,0.983,0.12044871897597292,0.0,0.13044871897597804,0.0,2949
0.8,0.948,0.15991959875296258,0.0,0.16991959875296767,0.0,2844
