split,side,proxy,formation_window,horizon,low_pressure_mean_markout_bps,high_pressure_mean_markout_bps,high_minus_low_markout_bps,rank_correlation,low_count,high_count
test,sell,P2_market_cancel,1,5,-0.30690580077458796,0.49721750805797915,0.8041233088325671,0.13038558590117671,37270,30209
validation,sell,P2_market_cancel,1,10,-0.40491924840059224,0.49809880437749254,0.9030180527780848,0.125638640281697,42860,55438
test,sell,P2_market_cancel,1,10,-0.42591276542751244,0.7212513749842038,1.147164140411716,0.12752423667574156,37260,30200
validation,sell,P2_market_cancel,1,30,-0.5523024323067629,0.6633853964392796,1.2156878287460424,0.07902948063016367,42804,55334
test,sell,P2_market_cancel,1,30,-0.6445604603056352,1.0316849929077798,1.676245453213415,0.08172063025291601,37213,30166
validation,sell,P2_market_cancel,1,60,-0.5980598799351251,0.8574694091434939,1.4555292890786191,0.05951965521026316,42723,55206
test,sell,P2_market_cancel,1,60,-0.8264474879654374,1.3657575462012093,2.192205034166647,0.058256092873191334,37123,30119
validation,sell,P2_market_cancel,1,300,-0.04004652284067437,1.132964216694766,1.1730107395354403,0.027618176090146447,41966,54275
test,sell,P2_market_cancel,1,300,-0.5688951462267872,2.8910409520679745,3.4599360982947616,0.021998288307118714,36474,29610
validation,sell,P3_full_depth_norm,1,1,0.12041009732113538,-0.057617877167282956,-0.17802797448841834,-0.07104594424885471,64300,44377
test,sell,P3_full_depth_norm,1,1,0.10705754466280276,-0.05159949753651768,-0.15865704219932045,-0.05455715227801878,66042,22506
validation,sell,P3_full_depth_norm,1,5,0.2044011178889088,-0.07415429250376375,-0.27855541039267256,-0.04512796703947988,64277,44368
test,sell,P3_full_depth_norm,1,5,0.19023690232389714,-0.013887157101180499,-0.20412405942507764,-0.02765965924793362,66002,22504
validation,sell,P3_full_depth_norm,1,10,0.24119240894353658,-0.08392900051771533,-0.3251214094612519,-0.03786444545860156,64261,44359
test,sell,P3_full_depth_norm,1,10,0.26624114864377735,0.010479156054476156,-0.2557619925893012,-0.021927217507898486,65974,22498
validation,sell,P3_full_depth_norm,1,30,0.286647465207135,-0.11427637774591606,-0.40092384295305106,-0.021488103198182836,64174,44318
test,sell,P3_full_depth_norm,1,30,0.3316773245109209,0.051986172317635665,-0.2796911521932852,-0.003230811919394255,65835,22479
validation,sell,P3_full_depth_norm,1,60,0.30220108929389183,-0.06297695309032254,-0.36517804238421436,-0.01336543957693356,64026,44257
test,sell,P3_full_depth_norm,1,60,0.4080142754324729,0.14856065348643815,-0.2594536219460347,0.004348950390008632,65654,22442
validation,sell,P3_full_depth_norm,1,300,0.5551261926830225,0.4424891730922877,-0.11263701959073485,-0.002812791690928435,63030,43430
test,sell,P3_full_depth_norm,1,300,1.4666878058627855,1.9690408859331519,0.5023530800703664,0.021688242966202254,64416,22111
validation,sell,P1_market,2,1,-0.009567207493630287,-0.008049520772672746,0.001517686720957541,0.0034189504217275054,45700,40124
test,sell,P1_market,2,1,-0.0239160244137029,0.0017142928611827053,0.025630317274885604,0.017544201116276522,40415,31810
validation,sell,P1_market,2,5,-0.012546719703541903,-0.021419989049027276,-0.008873269345485373,0.0021266580233110627,45696,40105
test,sell,P1_market,2,5,-0.02723554890874895,-0.015205463909137044,0.012030084999611905,0.009433272965927447,40405,31801
validation,sell,P1_market,2,10,0.0006444591776580529,-0.04173505362010804,-0.0423795127977661,0.0012070823566528567,45683,40089
test,sell,P1_market,2,10,-0.031852414679327985,-0.054286553030427655,-0.02243413835109967,0.004709718967411922,40388,31789
validation,sell,P1_market,2,30,0.0312495205427387,-0.04804681657326367,-0.07929633711600237,-0.0022936816544955147,45622,40003
test,sell,P1_market,2,30,-0.03986646041845647,0.06794264729234453,0.107809107710801,-0.004418005730390244,40326,31746
validation,sell,P1_market,2,60,0.09701763795324188,0.08184933332048401,-0.015168304632757867,-0.0026818473195228103,45546,39884
test,sell,P1_market,2,60,-0.06415884756499725,0.4073503910032164,0.47150923856821364,-0.007401086372311612,40242,31673
validation,sell,P1_market,2,300,0.921671244903372,0.4924247351609391,-0.42924650974243295,-0.012699212715547971,44813,39083
test,sell,P1_market,2,300,0.7646841140031723,2.181560966548839,1.4168768525456668,-0.012041979152357465,39450,31102
validation,sell,P2_market_cancel,2,1,-0.10924640890548806,0.11859095326986618,0.22783736217535425,0.0984359516232761,44774,55668
test,sell,P2_market_cancel,2,1,-0.1162107374588227,0.1600442669408601,0.2762550043996828,0.09865085332839515,38486,29062
validation,sell,P2_market_cancel,2,5,-0.3082418891720211,0.3310342303895887,0.6392761195616098,0.13039150211045983,44758,55654
test,sell,P2_market_cancel,2,5,-0.32084353234839275,0.48920930419698305,0.8100528365453759,0.13142674683825695,38482,29053
validation,sell,P2_market_cancel,2,10,-0.4109047390091466,0.46810474090399,0.8790094799131366,0.12412098234971539,44745,55630
test,sell,P2_market_cancel,2,10,-0.4574497135819021,0.7259617878337838,1.1834115014156859,0.13016182627510603,38473,29047
validation,sell,P2_market_cancel,2,30,-0.5240733027071535,0.6314369870754495,1.1555102897826028,0.07935948955527818,44692,55534
test,sell,P2_market_cancel,2,30,-0.7222121467156538,1.0353613588011081,1.757573505516762,0.08366731548677532,38423,29012
validation,sell,P2_market_cancel,2,60,-0.6080893283506938,0.8542074926188159,1.4622968209695097,0.060179740999306834,44607,55400
test,sell,P2_market_cancel,2,60,-0.8464071405037047,1.3185863260026824,2.1649934665063872,0.05919122971153684,38331,28964
validation,sell,P2_market_cancel,2,300,-0.1356151120376717,1.1089560560425267,1.2445711680801983,0.028760063184196927,43839,54488
test,sell,P2_market_cancel,2,300,-0.4953301129339151,2.879101834909838,3.374431947843753,0.020758742255538996,37679,28489
validation,sell,P3_full_depth_norm,2,1,0.09802640013220132,-0.05240496653745415,-0.15043136666965545,-0.06208956286085262,65234,42245
test,sell,P3_full_depth_norm,2,1,0.0868200858259898,-0.046363995872047654,-0.13318408169803744,-0.04617882665428505,69086,21170
validation,sell,P3_full_depth_norm,2,5,0.1677788548534669,-0.07694813858399598,-0.2447269934374629,-0.042816399340086235,65215,42239
test,sell,P3_full_depth_norm,2,5,0.1584529017485822,-0.006092215902802573,-0.16454511765138477,-0.025016068821474367,69048,21166
validation,sell,P3_full_depth_norm,2,10,0.19715152266295077,-0.0892644145760586,-0.2864159372390094,-0.038029297941318534,65199,42233
test,sell,P3_full_depth_norm,2,10,0.2417953335635921,0.004066589332527639,-0.23772874423106446,-0.021627872645301572,69015,21162
validation,sell,P3_full_depth_norm,2,30,0.2473064243314529,-0.1385990206756848,-0.3859054450071377,-0.021505718462043567,65123,42192
test,sell,P3_full_depth_norm,2,30,0.32516821329645,0.09739172572274561,-0.2277764875737044,-0.0024942472934219376,68875,21140
validation,sell,P3_full_depth_norm,2,60,0.24732222617641272,-0.08517482050488837,-0.3324970466813011,-0.013240238375654322,64986,42141
test,sell,P3_full_depth_norm,2,60,0.38275017392947586,0.23778610928715793,-0.14496406464231792,0.004738120549993811,68681,21104
validation,sell,P3_full_depth_norm,2,300,0.5452613040579167,0.3001050784930019,-0.24515622556491484,-0.003216277904934809,63964,41348
test,sell,P3_full_depth_norm,2,300,1.3535383583864171,2.1355606469569155,0.7820222885704984,0.02332303272720943,67402,20779
validation,sell,P1_market,5,1,0.0023969742312057465,0.000969391889432118,-0.0014275823417736284,0.0010618748072034282,26103,79947
test,sell,P1_market,5,1,-0.012003146749693348,0.0013601400562673776,0.013363286805960726,0.009263080467932634,24802,64070
validation,sell,P1_market,5,5,0.0011761288761834353,-0.003580539602533774,-0.0047566684787172095,-0.00017132033414872768,26103,79917
test,sell,P1_market,5,5,-0.011763174168527648,-0.006333722175946797,0.005429451992580851,0.005402226684291227,24794,64050
validation,sell,P1_market,5,10,0.03527637225487751,-0.019522940019685037,-0.05479931227456254,-0.0028255488711412475,26096,79897
test,sell,P1_market,5,10,-0.016754748869249908,-0.011464138020272428,0.00529061084897748,0.0010696444404568852,24782,64029
validation,sell,P1_market,5,30,0.054839749516129285,0.008644384543183926,-0.04619536497294536,-0.0036028786904411473,26059,79758
test,sell,P1_market,5,30,-0.07775947579495883,0.11271280990799605,0.19047228570295488,-0.006917112773378216,24743,63927
validation,sell,P1_market,5,60,0.13155653112544713,0.09929855516734544,-0.03225797595810169,-0.004717615692785267,26021,79558
test,sell,P1_market,5,60,-0.13509669254277512,0.21942614909405578,0.3545228416368309,-0.010827448901053617,24695,63795
validation,sell,P1_market,5,300,1.2405189516972779,0.28719409091207465,-0.9533248607852032,-0.012730180326497288,25607,78102
test,sell,P1_market,5,300,0.3890648124652271,1.70977161260592,1.3207068001406927,-0.011770877736094688,24181,62755
validation,sell,P2_market_cancel,5,1,-0.09981271783260469,0.09457424058021811,0.1943869584128228,0.08280041034018545,43878,56283
test,sell,P2_market_cancel,5,1,-0.1031504600337462,0.1363142344487173,0.2394646944824635,0.08805578458329454,39545,27157
validation,sell,P2_market_cancel,5,5,-0.3066593450540757,0.2946352579496414,0.6012946030037172,0.12069641726171418,43869,56267
test,sell,P2_market_cancel,5,5,-0.30684812575762577,0.46484223699147253,0.7716903627490983,0.1284456182456926,39541,27151
validation,sell,P2_market_cancel,5,10,-0.4176885243549714,0.41883778129766275,0.8365263056526342,0.1142896219691165,43856,56239
test,sell,P2_market_cancel,5,10,-0.42678763480378973,0.7000944057269657,1.1268820405307554,0.12590674145712177,39532,27144
validation,sell,P2_market_cancel,5,30,-0.532967796875914,0.5895942536234479,1.1225620504993619,0.0753462487094224,43807,56138
test,sell,P2_market_cancel,5,30,-0.6685774065967064,1.0439018918033802,1.7124792984000865,0.0821272444844591,39480,27118
validation,sell,P2_market_cancel,5,60,-0.6295191918982458,0.8495498852518899,1.4790690771501356,0.05796294813841492,43730,55991
test,sell,P2_market_cancel,5,60,-0.6558516375622792,1.3124956587264924,1.9683472962887716,0.05817465339622978,39375,27077
validation,sell,P2_market_cancel,5,300,-0.23831100927750204,1.0392627878723166,1.2775737971498187,0.028221365062792207,43067,55102
test,sell,P2_market_cancel,5,300,0.2583052081839697,3.175456869721527,2.9171516615375572,0.017388613123984088,38799,26642
validation,sell,P3_full_depth_norm,5,1,0.06615546898778059,-0.04921731525786972,-0.11537278424565031,-0.04303727004161366,67702,38641
test,sell,P3_full_depth_norm,5,1,0.04875465173938773,-0.03283495578480902,-0.08158960752419675,-0.02804013204300137,75366,19093
validation,sell,P3_full_depth_norm,5,5,0.10985799743539587,-0.10695138323865637,-0.21680938067405225,-0.0367887500060463,67683,38640
test,sell,P3_full_depth_norm,5,5,0.10398130786718002,-0.026337209881528757,-0.13031851774870878,-0.0196332874847424,75333,19092
validation,sell,P3_full_depth_norm,5,10,0.14000592570460108,-0.14829913024088834,-0.2883050559454894,-0.03325360142525106,67661,38637
test,sell,P3_full_depth_norm,5,10,0.16775076967207078,-0.0035130470270556104,-0.17126381669912638,-0.0173777927654781,75292,19089
validation,sell,P3_full_depth_norm,5,30,0.17293749322605062,-0.20214687169985437,-0.375084364925905,-0.019724806448494836,67580,38602
test,sell,P3_full_depth_norm,5,30,0.22926473382855364,0.04689762702940211,-0.18236710679915152,0.0018374426768890144,75135,19067
validation,sell,P3_full_depth_norm,5,60,0.15714473076949506,-0.17860720200255334,-0.3357519327720484,-0.011494219597523688,67445,38579
test,sell,P3_full_depth_norm,5,60,0.32800186175836554,0.1836616605510787,-0.14434020120728686,0.008228804214757643,74926,19023
validation,sell,P3_full_depth_norm,5,300,0.35270464708580723,0.12014936880508939,-0.23255527828071784,-0.0031694155109775143,66359,37826
test,sell,P3_full_depth_norm,5,300,1.4011826857281349,2.1063724826284584,0.7051897969003236,0.028916530167225105,73529,18759
validation,sell,P1_market,10,1,-0.0008787001102302727,-0.0025848332674197876,-0.001706133157189515,-0.0021928259547182617,22208,83998
test,sell,P1_market,10,1,-0.00924005286534416,-0.005813759641109257,0.0034262932242349027,0.004260926151746092,22352,64852
validation,sell,P1_market,10,5,0.044656722202044516,-0.010785504347562539,-0.05544222654960705,-0.003577778903644113,22208,83966
test,sell,P1_market,10,5,-0.01780932910290513,-0.018235974306438623,-0.00042664520353349195,0.002449466824754737,22345,64834
validation,sell,P1_market,10,10,0.10076500574676125,-0.029579667770106618,-0.13034467351686788,-0.0048553685099700095,22200,83933
test,sell,P1_market,10,10,-0.0361034268151545,-0.0007902627516837628,0.03531316406347074,-0.0013069363978863698,22338,64816
validation,sell,P1_market,10,30,0.169442742125897,-0.026577519717789485,-0.19602026184368648,-0.005634766123226146,22172,83798
test,sell,P1_market,10,30,-0.14857163923183306,0.11596351210507307,0.26453515133690614,-0.008394462876652282,22309,64713
validation,sell,P1_market,10,60,0.2964247863728348,0.0638790435331142,-0.23254574283972063,-0.007626619841230087,22135,83578
test,sell,P1_market,10,60,-0.1429050797313393,0.25911505890747694,0.40202013863881625,-0.01129434104108154,22272,64584
validation,sell,P1_market,10,300,1.4877156263745175,0.23461927915295733,-1.2530963472215602,-0.013631033089988753,21787,82000
test,sell,P1_market,10,300,0.454755920620476,1.954076689737104,1.4993207691166281,-0.010084983882528273,21813,63498
validation,sell,P2_market_cancel,10,1,-0.09137452653637607,0.06777917847883715,0.1591537050152132,0.06952213475656302,43092,55934
test,sell,P2_market_cancel,10,1,-0.0898149545993172,0.11396368904789411,0.20377864364721132,0.07784964653347783,44686,25597
validation,sell,P2_market_cancel,10,5,-0.2903051548913502,0.2369693221098988,0.527274477001249,0.10130781499959322,43088,55911
test,sell,P2_market_cancel,10,5,-0.25178625875121724,0.3998924928582277,0.6516787516094449,0.11672734748625382,44679,25590
validation,sell,P2_market_cancel,10,10,-0.4091564596279901,0.3314186120852911,0.7405750717132812,0.09379243167473676,43074,55875
test,sell,P2_market_cancel,10,10,-0.3638688923084628,0.6100912132647738,0.9739601055732365,0.11317203575968837,44673,25582
validation,sell,P2_market_cancel,10,30,-0.6139756917561047,0.5928719806926835,1.2068476724487882,0.06518457931515269,43022,55795
test,sell,P2_market_cancel,10,30,-0.5419303944573401,0.9376864026867938,1.4796167971441339,0.0731102281051733,44607,25572
validation,sell,P2_market_cancel,10,60,-0.6123746672693594,0.8233343877434043,1.4357090550127638,0.05051363837578485,42931,55632
test,sell,P2_market_cancel,10,60,-0.4886964433817858,1.271104858756291,1.7598013021380767,0.05212291684556772,44478,25542
validation,sell,P2_market_cancel,10,300,-0.4252068508977548,0.9557239367951704,1.3809307876929253,0.02513660201233389,42315,54723
test,sell,P2_market_cancel,10,300,1.1884916291707832,3.4975306451077732,2.30903901593699,0.012522716305566582,43840,25109
validation,sell,P3_full_depth_norm,10,1,0.03946235672896064,-0.046865130567104535,-0.08632748729606518,-0.03091390586826066,69792,36154
test,sell,P3_full_depth_norm,10,1,0.03319521842289843,-0.04120283616848417,-0.0743980545913826,-0.0207644232365863,80882,17272
validation,sell,P3_full_depth_norm,10,5,0.06485538368822927,-0.12432636324604737,-0.18918174693427664,-0.028771123076077893,69773,36151
test,sell,P3_full_depth_norm,10,5,0.07044588861733604,-0.039740145965552906,-0.11018603458288895,-0.016075249699156326,80847,17269
validation,sell,P3_full_depth_norm,10,10,0.09163157255505436,-0.16487442321789147,-0.25650599577294586,-0.026460565773825964,69743,36145
test,sell,P3_full_depth_norm,10,10,0.08845761528178245,-0.009201438954505342,-0.09765905423628779,-0.010517976783287664,80800,17269
validation,sell,P3_full_depth_norm,10,30,0.12035469686483993,-0.21974680734494026,-0.3401015042097802,-0.01562540225926751,69665,36114
test,sell,P3_full_depth_norm,10,30,0.126294327475999,-0.003569944491107489,-0.12986427196710648,0.007610280371598774,80645,17242
validation,sell,P3_full_depth_norm,10,60,0.08992060372624736,-0.24845719705722288,-0.33837780078347024,-0.007631216277637328,69539,36096
test,sell,P3_full_depth_norm,10,60,0.24030262760633148,0.11751223341371451,-0.12279039419261696,0.011532874270368228,80413,17207
validation,sell,P3_full_depth_norm,10,300,0.37514460150844686,-0.0657633070115343,-0.4409079085199812,-0.002128388311939861,68432,35391
test,sell,P3_full_depth_norm,10,300,1.3211171743373824,2.417970416428732,1.0968532420913495,0.03405836835555515,78873,16975
validation,sell,P1_market,30,1,-0.0003127746871293818,-0.0022821528893030986,-0.001969378202173717,-0.006004044158411651,17856,89973
test,sell,P1_market,30,1,-0.006867644535467074,0.003018826555988983,0.009886471091456057,0.0006270575801734889,20996,65798
validation,sell,P1_market,30,5,0.03321354897628437,-0.014505201009781402,-0.04771874998606577,-0.0055770295102393,17851,89944
test,sell,P1_market,30,5,-0.04696446609913057,0.01715967957137962,0.0641241456705102,-0.003756946997300479,20985,65784
validation,sell,P1_market,30,10,0.08365184629435544,-0.0236488957428685,-0.10730074203722395,-0.003914531108879883,17842,89909
test,sell,P1_market,30,10,-0.10817228663301874,0.04498407246497694,0.1531563590979957,-0.005744538552393388,20970,65764
validation,sell,P1_market,30,30,0.1537453232492385,0.02625684415712554,-0.12748847909211297,-0.011635900242548576,17818,89767
test,sell,P1_market,30,30,-0.1397411911821711,0.2006771887943477,0.3404183799765188,-0.01029793950502457,20936,65657
validation,sell,P1_market,30,60,0.3076044976012693,0.0739903200650558,-0.2336141775362135,-0.011108366699442151,17774,89540
test,sell,P1_market,30,60,0.04788796816523057,0.4355908542350874,0.38770288606985687,-0.011718053620577684,20877,65524
validation,sell,P1_market,30,300,1.343137324392042,0.36618920739631455,-0.9769481169957274,-0.013887069633962894,17381,87790
test,sell,P1_market,30,300,0.6990127143866569,1.9370437165498913,1.2380310021632344,-0.00902244163930187,20462,64408
validation,sell,P2_market_cancel,30,1,-0.05115842962160801,0.0405570568243594,0.09171548644596741,0.043076810607207854,40804,56498
test,sell,P2_market_cancel,30,1,-0.03948781780057064,0.0720655447253598,0.11155336252593043,0.051029178558757875,53637,22760
validation,sell,P2_market_cancel,30,5,-0.1602638584004338,0.13697524927087007,0.2972391076713039,0.06326077682174604,40799,56470
test,sell,P2_market_cancel,30,5,-0.12284235265099532,0.27823929949249404,0.40108165214348934,0.07819682047379807,53627,22756
validation,sell,P2_market_cancel,30,10,-0.23408221616481253,0.22121616578826145,0.455298381953074,0.061353561042727364,40789,56443
test,sell,P2_market_cancel,30,10,-0.17195871984863909,0.4437365184186437,0.6156952382672828,0.07433910029223306,53617,22754
validation,sell,P2_market_cancel,30,30,-0.3424537918905411,0.4793980454365173,0.8218518373270585,0.04827038866968315,40739,56354
test,sell,P2_market_cancel,30,30,-0.13356415462064927,0.822659940228784,0.9562240948494333,0.04900610840813096,53499,22751
validation,sell,P2_market_cancel,30,60,-0.381387930840772,0.683938342015303,1.065326272856075,0.03718342030732352,40662,56198
test,sell,P2_market_cancel,30,60,-0.028337799402785333,1.0672954176347165,1.0956332170375018,0.03244825391148052,53352,22724
validation,sell,P2_market_cancel,30,300,-0.2976410619098415,0.8021638146330141,1.0998048765428556,0.020975048396347097,40138,55290
test,sell,P2_market_cancel,30,300,1.983065422751106,4.533527742690922,2.5504623199398164,0.0033197770720796056,52614,22324
validation,sell,P3_full_depth_norm,30,1,0.015083804014537178,-0.023814934159077098,-0.03889873817361428,-0.012412584880116803,74073,31830
test,sell,P3_full_depth_norm,30,1,0.009213690165578435,-0.006436146755548242,-0.015649836921126675,-0.005110670879849387,91264,13816
validation,sell,P3_full_depth_norm,30,5,0.023382216728819575,-0.07047166275364367,-0.09385387948246324,-0.01201374507267715,74051,31826
test,sell,P3_full_depth_norm,30,5,0.008296713405803645,0.006699071518813202,-0.0015976418869904432,0.0010567553705535732,91224,13812
validation,sell,P3_full_depth_norm,30,10,0.03902996824685894,-0.10987473241699632,-0.14890470066385525,-0.011696094019029648,74027,31821
test,sell,P3_full_depth_norm,30,10,0.0029706473957095284,0.014862747424917788,0.01189210002920826,0.005115513159732626,91176,13804
validation,sell,P3_full_depth_norm,30,30,-0.0003473024009361527,-0.15169446464202935,-0.1513471622410932,-0.006438228621784828,73957,31806
test,sell,P3_full_depth_norm,30,30,-0.011602126672669064,0.042573003503854484,0.05417513017652355,0.017969267552194985,91007,13775
validation,sell,P3_full_depth_norm,30,60,-0.0018002058177485835,-0.2547076461567976,-0.252907440339049,-0.0011963621795725529,73833,31794
test,sell,P3_full_depth_norm,30,60,0.07673265823748227,0.25600382971922436,0.1792711714817421,0.01827255549345857,90753,13761
validation,sell,P3_full_depth_norm,30,300,0.45528306005090186,0.3761290405417207,-0.07915401950918116,0.00034356803625960273,72727,31166
test,sell,P3_full_depth_norm,30,300,1.1415758522337742,3.288896970228571,2.147321117994797,0.043918270048772357,89131,13588
validation,sell,P1_market,60,1,0.015425110942959347,-0.001956864587330025,-0.017381975530289372,-0.0082861053157692,16020,97166
test,sell,P1_market,60,1,0.006656085648016035,0.004910177651896323,-0.0017459079961197116,-0.0003935585732954393,20904,68470
validation,sell,P1_market,60,5,0.06102441989745809,-0.01049419769181062,-0.07151861758926871,-0.008216044564404704,16014,97146
test,sell,P1_market,60,5,0.011621183537280094,0.03582016321383081,0.024198979676550714,-0.002702360939257675,20892,68452
validation,sell,P1_market,60,10,0.10158472742993124,-0.013203721914835207,-0.11478844934476645,-0.006179073812614796,16005,97110
test,sell,P1_market,60,10,-0.0056508913895640675,0.07809447395951613,0.0837453653490802,-0.003483185705956289,20877,68429
validation,sell,P1_market,60,30,0.18734311760947076,0.014604036705499276,-0.17273908090397147,-0.01160687508704136,15965,96956
test,sell,P1_market,60,30,0.07542213149648078,0.222696386074702,0.14727425457822121,-0.007898401903020257,20817,68343
validation,sell,P1_market,60,60,0.4088548269631506,0.08852622214734564,-0.320328604815805,-0.011894998975582754,15886,96677
test,sell,P1_market,60,60,0.2256805342529876,0.5379056115824902,0.31222507732950255,-0.010458083365674102,20745,68188
validation,sell,P1_market,60,300,1.3350758120447992,0.43190468094691875,-0.9031711310978805,-0.010041282974862854,15567,94943
test,sell,P1_market,60,300,1.5781621912439525,1.9720649011949454,0.39390270995099286,-0.005529532221118135,20227,66940
validation,sell,P2_market_cancel,60,1,-0.025898644009923033,0.028691264575446913,0.054589908585369946,0.030739572678329635,39610,55369
test,sell,P2_market_cancel,60,1,-0.012803837027098863,0.057707382591677264,0.07051121961877613,0.03550019436728063,59631,20379
validation,sell,P2_market_cancel,60,5,-0.08521868271734548,0.103900727605863,0.18911941032320848,0.046385284516796924,39602,55344
test,sell,P2_market_cancel,60,5,-0.02752853257885321,0.2166649107211762,0.2441934433000294,0.05472727421133911,59617,20379
validation,sell,P2_market_cancel,60,10,-0.1293508684640167,0.1791720020768476,0.3085228705408643,0.045667906674854736,39592,55314
test,sell,P2_market_cancel,60,10,-0.03184666531897482,0.32704598115221956,0.3588926464711944,0.050627305475405296,59597,20379
validation,sell,P2_market_cancel,60,30,-0.2127176784945153,0.42764142306324066,0.640359101557756,0.034878387839187966,39533,55212
test,sell,P2_market_cancel,60,30,0.02079956340280644,0.534768958690538,0.5139693952877316,0.031138352578107233,59504,20370
validation,sell,P2_market_cancel,60,60,-0.2861022735245887,0.6380734714272147,0.9241757449518034,0.02831306667071326,39452,55065
test,sell,P2_market_cancel,60,60,0.21241446314643375,0.5573463696508166,0.3449319065043829,0.012441140117123682,59439,20370
validation,sell,P2_market_cancel,60,300,-0.38870512914906624,0.8315974576102803,1.2203025867593464,0.01571715820941136,38986,54163
test,sell,P2_market_cancel,60,300,2.2241737005218765,5.557280453612599,3.333106753090722,0.0007345728445449272,58612,20016
validation,sell,P3_full_depth_norm,60,1,0.006748995424536608,-0.0164139259331868,-0.02316292135772341,-0.003954741389299064,77568,29599
test,sell,P3_full_depth_norm,60,1,0.0024418713709958412,-0.00919036819882883,-0.011632239569824671,-0.001849565902461229,99112,11953
validation,sell,P3_full_depth_norm,60,5,0.006253078670418284,-0.05205040448829483,-0.058303483158713115,-0.0032259567596362674,77540,29595
test,sell,P3_full_depth_norm,60,5,-0.011993883994182664,0.0014380550259324191,0.013431939020115084,0.00509370121063365,99068,11953
validation,sell,P3_full_depth_norm,60,10,0.005496952327494775,-0.09079860818560825,-0.09629556051310303,-0.004079785539192313,77506,29590
test,sell,P3_full_depth_norm,60,10,-0.03414895175722694,-0.00617340939566056,0.027975542361566377,0.008188381549747178,99014,11948
validation,sell,P3_full_depth_norm,60,30,-0.034169572130126426,-0.1631749194858329,-0.12900534735570648,-0.0020492197037572505,77411,29581
test,sell,P3_full_depth_norm,60,30,-0.02775647956661583,-0.11908045943156798,-0.09132397986495214,0.014641630537885137,98819,11925
validation,sell,P3_full_depth_norm,60,60,-0.15277159980162017,-0.28199555884729943,-0.12922395904567927,0.003941613290147605,77249,29573
test,sell,P3_full_depth_norm,60,60,0.10276389949420062,-0.2914168800282932,-0.3941807795224938,0.017624232586796164,98607,11921
validation,sell,P3_full_depth_norm,60,300,0.591394757503692,0.4208009301769642,-0.1705938273267278,0.0019772341882434855,76057,28914
test,sell,P3_full_depth_norm,60,300,0.9792249600550682,4.592328331134437,3.613103371079369,0.04885853250907191,96912,11742
