split,side,formation_window,horizon,model,r2,mae,rank_correlation,directional_accuracy,coefficient_last_feature,last_feature,train_count,eval_count,m0_r2,incremental_r2_vs_m0
test,buy,5,5,M3_market_cancel_replenish,0.02201554986618781,1.9821355766853983,0.23196140360089895,0.4615004343589965,0.016616934007368567,replenishment_5s,562927,208353,0.019856264571594506,0.002159285294593305
validation,buy,5,5,M4_full_proxy,0.04368277576032931,1.430519593638861,0.2656860151502604,0.4661775149756067,-0.030822125328365056,p3_depth_norm_5s,562927,259088,0.04306839842148136,0.000614377338847949
test,buy,5,5,M4_full_proxy,0.020446707778966733,1.9822505907549763,0.23027989292982956,0.46160602439129744,-0.030822125328365056,p3_depth_norm_5s,562927,208353,0.019856264571594506,0.0005904432073722266
validation,buy,5,10,M0_controls,0.035416836472104585,2.2514654682122175,0.23486204574352826,0.528772422953073,0.05485422173268643,recent_volatility_5s,562732,258998,0.035416836472104585,0.0
test,buy,5,10,M0_controls,0.016769297313222853,3.124296740173843,0.2108972847551595,0.5230173133984386,0.05485422173268643,recent_volatility_5s,562732,208278,0.016769297313222853,0.0
validation,buy,5,10,M1_market,0.03660006927391568,2.2504592440782454,0.23565413450566014,0.5286604529764709,-0.06075789848253178,market_pressure_5s,562732,258998,0.035416836472104585,0.001183232801811096
test,buy,5,10,M1_market,0.018458492890020217,3.12294724281537,0.2119896069995026,0.5231997618567491,-0.06075789848253178,market_pressure_5s,562732,208278,0.016769297313222853,0.0016891955767973643
validation,buy,5,10,M2_market_cancel,0.03651951924964436,2.250034870805066,0.23628139306686993,0.5292203028594815,0.07181088595019411,cancellation_5s,562732,258998,0.035416836472104585,0.0011026827775397763
test,buy,5,10,M2_market_cancel,0.01872443853664063,3.1224202377600982,0.21445543193501876,0.5233245950124353,0.07181088595019411,cancellation_5s,562732,208278,0.016769297313222853,0.001955141223417778
validation,buy,5,10,M3_market_cancel_replenish,0.03653280081846155,2.250011284602934,0.2363080609515163,0.5292280249268334,0.0029135482864473634,replenishment_5s,562732,258998,0.035416836472104585,0.001115964346356968
test,buy,5,10,M3_market_cancel_replenish,0.01873918423195331,3.1223930990526623,0.2145103172587375,0.523281383535467,0.0029135482864473634,replenishment_5s,562732,208278,0.016769297313222853,0.001969886918730457
validation,buy,5,10,M4_full_proxy,0.036027914340589384,2.2507412034263106,0.23652743864077552,0.530150811975382,-0.04035645189173625,p3_depth_norm_5s,562732,258998,0.035416836472104585,0.0006110778684847995
test,buy,5,10,M4_full_proxy,0.01728299255071175,3.1234468963569038,0.2127672133167271,0.5232909860859044,-0.04035645189173625,p3_depth_norm_5s,562732,208278,0.016769297313222853,0.0005136952374888981
validation,buy,5,30,M0_controls,0.014675348109007169,4.39732847013452,0.13768873076903085,0.543651744909874,0.057899807758352226,recent_volatility_5s,561952,258638,0.014675348109007169,0.0
test,buy,5,30,M0_controls,0.008115083252161814,6.243451068335023,0.13177280278628611,0.5419178951619883,0.057899807758352226,recent_volatility_5s,561952,207978,0.008115083252161814,0.0
validation,buy,5,30,M1_market,0.01558450527226829,4.396770570477876,0.1383007218810776,0.5437020082122503,-0.0739499159325309,market_pressure_5s,561952,258638,0.014675348109007169,0.0009091571632611206
test,buy,5,30,M1_market,0.010734836812295923,6.24153036861428,0.13347669277731528,0.5423602496417891,-0.0739499159325309,market_pressure_5s,561952,207978,0.008115083252161814,0.002619753560134108
validation,buy,5,30,M2_market_cancel,0.014928922265605826,4.397090906197215,0.13643477609641136,0.5437484051067515,0.1637688696390337,cancellation_5s,561952,258638,0.014675348109007169,0.0002535741565986571
test,buy,5,30,M2_market_cancel,0.011455889862529656,6.241503353454296,0.13487262937059377,0.542768946715518,0.1637688696390337,cancellation_5s,561952,207978,0.008115083252161814,0.0033408066103678413
validation,buy,5,30,M3_market_cancel_replenish,0.014801984934224577,4.397533095431524,0.1360140383418621,0.5435048214106203,-0.05285973531424139,replenishment_5s,561952,258638,0.014675348109007169,0.0001266368252174077
test,buy,5,30,M3_market_cancel_replenish,0.01125363783485167,6.241707510688162,0.13446436628991695,0.5426391252920982,-0.05285973531424139,replenishment_5s,561952,207978,0.008115083252161814,0.0031385545826898564
validation,buy,5,30,M4_full_proxy,0.0149736024640994,4.396603250166014,0.13882475450235834,0.5441737099730125,-0.03486540814940524,p3_depth_norm_5s,561952,258638,0.014675348109007169,0.0002982543550922312
test,buy,5,30,M4_full_proxy,0.008472781021841569,6.242989746523201,0.13289767033957628,0.5418986623585187,-0.03486540814940524,p3_depth_norm_5s,561952,207978,0.008115083252161814,0.00035769776967975453
validation,buy,5,60,M0_controls,0.008245099352303109,6.483525845413364,0.09847024900582901,0.5328131174980046,0.08674878092186201,recent_volatility_5s,560782,258098,0.008245099352303109,0.0
test,buy,5,60,M0_controls,0.0025120440227603957,9.381587856446066,0.08932638971582621,0.5301115993986354,0.08674878092186201,recent_volatility_5s,560782,207528,0.0025120440227603957,0.0
validation,buy,5,60,M1_market,0.008249763390815734,6.483455212016795,0.09849214963740384,0.5328402389789925,-0.014626091959291569,market_pressure_5s,560782,258098,0.008245099352303109,4.6640385126250905e-06
test,buy,5,60,M1_market,0.0028767749527375264,9.381193359349242,0.08982765892315105,0.5303139817277669,-0.014626091959291569,market_pressure_5s,560782,207528,0.0025120440227603957,0.00036473092997713064
validation,buy,5,60,M2_market_cancel,0.00743812228178109,6.485564585693224,0.09477524647972344,0.5325109067098543,0.2274940430433076,cancellation_5s,560782,258098,0.008245099352303109,-0.0008069770705220192
test,buy,5,60,M2_market_cancel,0.003496752327933561,9.381184944749949,0.09031301200132298,0.5307332022666821,0.2274940430433076,cancellation_5s,560782,207528,0.0025120440227603957,0.0009847083051731653
validation,buy,5,60,M3_market_cancel_replenish,0.007252298701977744,6.486097637754676,0.09386904390190728,0.5317902502150346,-0.10329183123226944,replenishment_5s,560782,258098,0.008245099352303109,-0.000992800650325365
test,buy,5,60,M3_market_cancel_replenish,0.003235368041127118,9.381455135448888,0.08983332254331838,0.5306609228634208,-0.10329183123226944,replenishment_5s,560782,207528,0.0025120440227603957,0.0007233240183667222
validation,buy,5,60,M4_full_proxy,0.008179867091816284,6.4837570153773,0.09807973680523167,0.532569024169114,0.013721932390602279,p3_depth_norm_5s,560782,258098,0.008245099352303109,-6.523226048682496e-05
test,buy,5,60,M4_full_proxy,0.0024137934954947537,9.381853097050303,0.08888109890398185,0.5301019621448672,0.013721932390602279,p3_depth_norm_5s,560782,207528,0.0025120440227603957,-9.825052726564198e-05
validation,buy,5,300,M0_controls,-0.002496139553833876,14.979926394492654,0.0287511463435812,0.5065253883315338,0.21773392465133695,recent_volatility_5s,551422,253778,-0.002496139553833876,0.0
test,buy,5,300,M0_controls,0.0002963088045432327,21.320823546857437,0.03177542679623272,0.5068504570240477,0.21773392465133695,recent_volatility_5s,551422,203928,0.0002963088045432327,0.0
validation,buy,5,300,M1_market,-0.002452106688180189,14.979740167927808,0.028983014568430485,0.506363829804002,0.021055359962986034,market_pressure_5s,551422,253778,-0.002496139553833876,4.4032865653687026e-05
test,buy,5,300,M1_market,0.0002897475495784452,21.320838764558566,0.03184025318077967,0.5068455533325488,0.021055359962986034,market_pressure_5s,551422,203928,0.0002963088045432327,-6.561254964787544e-06
validation,buy,5,300,M2_market_cancel,-0.0025062116326768358,14.980469994815076,0.029074614349318757,0.5058121665392588,0.13131453199177978,cancellation_5s,551422,253778,-0.002496139553833876,-1.0072078842959797e-05
test,buy,5,300,M2_market_cancel,0.0003960158309300743,21.319931632025263,0.03159990344510924,0.5063698952571496,0.13131453199177978,cancellation_5s,551422,203928,0.0002963088045432327,9.970702638684159e-05
validation,buy,5,300,M3_market_cancel_replenish,-0.0023672029736889755,14.97940597668094,0.029335061053101522,0.5065726737542261,-0.34241190420100054,replenishment_5s,551422,253778,-0.002496139553833876,0.0001289365801449005
test,buy,5,300,M3_market_cancel_replenish,0.0007373852092470434,21.318745008214677,0.03177917722220542,0.5067131536620768,-0.34241190420100054,replenishment_5s,551422,203928,0.0002963088045432327,0.0004410764047038107
validation,buy,5,300,M4_full_proxy,-0.0023931445755847047,14.97935077698513,0.028845387105725328,0.5060210104894829,0.11371282886917639,p3_depth_norm_5s,551422,253778,-0.002496139553833876,0.00010299497824917125
test,buy,5,300,M4_full_proxy,0.0005652014706937214,21.31957100052985,0.030636756298506686,0.5068602644070456,0.11371282886917639,p3_depth_norm_5s,551422,203928,0.0002963088045432327,0.0002688926661504887
validation,buy,10,1,M0_controls,0.051797217048528243,0.46710408683010735,0.2562630733180945,0.2965581108195709,0.010804136575283176,recent_volatility_10s,563083,259160,0.051797217048528243,0.0
test,buy,10,1,M0_controls,0.023347527574774984,0.649269896838011,0.23455905933483484,0.31989367265957497,0.010804136575283176,recent_volatility_10s,563083,208413,0.023347527574774984,0.0
validation,buy,10,1,M1_market,0.0521447127089012,0.46708242860749183,0.25601369538659646,0.2963343108504399,-0.010742890689602833,market_pressure_10s,563083,259160,0.051797217048528243,0.000347495660372954
test,buy,10,1,M1_market,0.0239812709013294,0.6493441776109422,0.23414802082569233,0.31933708549850537,-0.010742890689602833,market_pressure_10s,563083,208413,0.023347527574774984,0.0006337433265544146
validation,buy,10,1,M2_market_cancel,0.05212208731173318,0.4671021523182183,0.2562588968069797,0.29640762463343107,0.00481894279262597,cancellation_10s,563083,259160,0.051797217048528243,0.00032487026320493495
test,buy,10,1,M2_market_cancel,0.02392194038057638,0.6493533228387113,0.23458585783896918,0.3196777552264014,0.00481894279262597,cancellation_10s,563083,208413,0.023347527574774984,0.0005744128058013942
validation,buy,10,1,M3_market_cancel_replenish,0.052045904528534526,0.4670349490629686,0.2560161116708205,0.2964230591140608,-0.011162937080455385,replenishment_10s,563083,259160,0.051797217048528243,0.00024868748000628216
test,buy,10,1,M3_market_cancel_replenish,0.023724060262229396,0.6494168532732806,0.2334856523260373,0.31933228733332375,-0.011162937080455385,replenishment_10s,563083,208413,0.023347527574774984,0.0003765326874544117
validation,buy,10,1,M4_full_proxy,0.052094129472309736,0.4671433818421505,0.25692948014582195,0.2967741935483871,-0.009050285664971614,p3_depth_norm_10s,563083,259160,0.051797217048528243,0.0002969124237814924
test,buy,10,1,M4_full_proxy,0.023785135898447884,0.6490131950992489,0.23626530452249336,0.3200232231194791,-0.009050285664971614,p3_depth_norm_10s,563083,208413,0.023347527574774984,0.00043760832367290003
validation,buy,10,5,M0_controls,0.044116982560847506,1.4306120296062184,0.266162335587088,0.4656757549558451,0.03618663852145209,recent_volatility_10s,562927,259088,0.044116982560847506,0.0
test,buy,10,5,M0_controls,0.020031536459660493,1.9827079385621182,0.23031393869645064,0.46183160309666765,0.03618663852145209,recent_volatility_10s,562927,208353,0.020031536459660493,0.0
validation,buy,10,5,M1_market,0.04499203939773888,1.430199829604321,0.2664819322669414,0.46566803557092573,-0.03670341206118434,market_pressure_10s,562927,259088,0.044116982560847506,0.0008750568368913747
test,buy,10,5,M1_market,0.02142039006229124,1.9822056148430391,0.23114250677725462,0.46185080128435874,-0.03670341206118434,market_pressure_10s,562927,208353,0.020031536459660493,0.0013888536026307463
validation,buy,10,5,M2_market_cancel,0.044918133271292016,1.4301317732278356,0.2672646840661019,0.4660501451244365,0.03406853250908867,cancellation_10s,562927,259088,0.044116982560847506,0.0008011507104445093
test,buy,10,5,M2_market_cancel,0.021520380418995844,1.982016353646341,0.23298250843795565,0.4621147763651111,0.03406853250908867,cancellation_10s,562927,208353,0.020031536459660493,0.0014888439593353509
validation,buy,10,5,M3_market_cancel_replenish,0.04476306875100644,1.4302662733475204,0.26686783077056486,0.46585716050145126,-0.03577012423446674,replenishment_10s,562927,259088,0.044116982560847506,0.0006460861901589343
test,buy,10,5,M3_market_cancel_replenish,0.0212610701274073,1.9823340001877927,0.23173445754258243,0.46202838452050127,-0.03577012423446674,replenishment_10s,562927,208353,0.020031536459660493,0.0012295336677468072
validation,buy,10,5,M4_full_proxy,0.04442720076852569,1.4304154568589469,0.2670231194259422,0.4663859383684308,-0.01762580518623987,p3_depth_norm_10s,562927,259088,0.044116982560847506,0.0003102182076781812
test,buy,10,5,M4_full_proxy,0.020374509308781374,1.9821889592417745,0.2315654363307515,0.4618556008312815,-0.01762580518623987,p3_depth_norm_10s,562927,208353,0.020031536459660493,0.00034297284912088166
validation,buy,10,10,M0_controls,0.035903256753125556,2.251134693779429,0.23607755423478125,0.5294249376443061,0.04242103477751247,recent_volatility_10s,562732,258998,0.035903256753125556,0.0
test,buy,10,10,M0_controls,0.01692749924304171,3.123938290464925,0.21236226301241953,0.5239583633413034,0.04242103477751247,recent_volatility_10s,562732,208278,0.01692749924304171,0.0
validation,buy,10,10,M1_market,0.036786440872005666,2.250362884550355,0.23656970277772832,0.5295677958903158,-0.05588572016129354,market_pressure_10s,562732,258998,0.035903256753125556,0.0008831841188801093
test,buy,10,10,M1_market,0.01908976014768249,3.1226199722497583,0.21358562256424887,0.5242704462305188,-0.05588572016129354,market_pressure_10s,562732,208278,0.01692749924304171,0.002162260904640778
validation,buy,10,10,M2_market_cancel,0.036517492758809444,2.250109764366339,0.23664448857821907,0.5294789921157692,0.06293428576747331,cancellation_10s,562732,258998,0.035903256753125556,0.000614236005683888
test,buy,10,10,M2_market_cancel,0.019276755147785374,3.1221987358206773,0.21551254604951528,0.5243616704596741,0.06293428576747331,cancellation_10s,562732,208278,0.01692749924304171,0.0023492559047436634
validation,buy,10,10,M3_market_cancel_replenish,0.036315104985867985,2.250663360823318,0.23605771252810653,0.5290581394450923,-0.05964096618863532,replenishment_10s,562732,258998,0.035903256753125556,0.0004118482327424289
test,buy,10,10,M3_market_cancel_replenish,0.018973173334374205,3.1227111025247045,0.21420386616288226,0.5242416385792067,-0.05964096618863532,replenishment_10s,562732,208278,0.01692749924304171,0.0020456740913324944
validation,buy,10,10,M4_full_proxy,0.03622507543058562,2.2507063821764004,0.23702952020557616,0.5300079537293725,-0.023091102818831966,p3_depth_norm_10s,562732,258998,0.035903256753125556,0.00032181867746006176
test,buy,10,10,M4_full_proxy,0.017278373272931358,3.1234538803615797,0.2135883357589431,0.5239775684421782,-0.023091102818831966,p3_depth_norm_10s,562732,208278,0.01692749924304171,0.00035087402988964733
validation,buy,10,30,M0_controls,0.014815488510458219,4.396977937467401,0.13815768903598227,0.5435628175287467,0.04679660301948814,recent_volatility_10s,561952,258638,0.014815488510458219,0.0
test,buy,10,30,M0_controls,0.008279638393648758,6.243207050092435,0.13246456712291776,0.5424179480521978,0.04679660301948814,recent_volatility_10s,561952,207978,0.008279638393648758,0.0
validation,buy,10,30,M1_market,0.015550894381040514,4.3962199693903345,0.13869425751157471,0.5438643973430045,-0.06715690830757268,market_pressure_10s,561952,258638,0.014815488510458219,0.0007354058705822952
test,buy,10,30,M1_market,0.011090578923660721,6.241115317695031,0.13428353871341686,0.5428603025319986,-0.06715690830757268,market_pressure_10s,561952,207978,0.008279638393648758,0.0028109405300119628
validation,buy,10,30,M2_market_cancel,0.014742433850487346,4.396571236836994,0.13632472737377102,0.5437290730673761,0.16214740500413385,cancellation_10s,561952,258638,0.014815488510458219,-7.305465997087257e-05
test,buy,10,30,M2_market_cancel,0.011730759536187296,6.241053998933931,0.13531283550843606,0.5435671080595063,0.16214740500413385,cancellation_10s,561952,207978,0.008279638393648758,0.003451121142538538
validation,buy,10,30,M3_market_cancel_replenish,0.01448255454011993,4.397521195432394,0.1355037889881218,0.543149111886111,-0.1135980372776894,replenishment_10s,561952,258638,0.014815488510458219,-0.0003329339703382894
test,buy,10,30,M3_market_cancel_replenish,0.011279205950784021,6.2416662298541254,0.13436486380218382,0.5432593832039927,-0.1135980372776894,replenishment_10s,561952,207978,0.008279638393648758,0.002999567557135263
validation,buy,10,30,M4_full_proxy,0.014964591849991882,4.39662454655159,0.13869962709436245,0.5438605309351294,-0.017449761208095858,p3_depth_norm_10s,561952,258638,0.014815488510458219,0.00014910333953366273
test,buy,10,30,M4_full_proxy,0.008505784722261933,6.242867223434493,0.1331061116340002,0.5424948792660762,-0.017449761208095858,p3_depth_norm_10s,561952,207978,0.008279638393648758,0.00022614632861317485
validation,buy,10,60,M0_controls,0.008321143696791156,6.483023270359848,0.09900895783582611,0.5327317530550411,0.08405246694043877,recent_volatility_10s,560782,258098,0.008321143696791156,0.0
test,buy,10,60,M0_controls,0.002416844512186489,9.381732978927978,0.0893285874531655,0.5308199375505955,0.08405246694043877,recent_volatility_10s,560782,207528,0.002416844512186489,0.0
validation,buy,10,60,M1_market,0.00833593494670648,6.483089711110881,0.09892724899025775,0.5327937450115847,0.014979619896585339,market_pressure_10s,560782,258098,0.008321143696791156,1.4791249915324656e-05
test,buy,10,60,M1_market,0.0019513308344965008,9.38224068258252,0.08877687565494095,0.5305934620870437,0.014979619896585339,market_pressure_10s,560782,207528,0.002416844512186489,-0.0004655136776899882
validation,buy,10,60,M2_market_cancel,0.0072701459245589906,6.485997802225996,0.09421604493441514,0.5324644127424467,0.24364818377479347,cancellation_10s,560782,258098,0.008321143696791156,-0.001050997772232165
test,buy,10,60,M2_market_cancel,0.0026135144574160885,9.382199572896802,0.08860144985797597,0.5299429474576924,0.24364818377479347,cancellation_10s,560782,207528,0.002416844512186489,0.00019666994522959946
validation,buy,10,60,M3_market_cancel_replenish,0.006931209048972264,6.486901763844886,0.0927981233856502,0.5311819541414502,-0.1858824746452105,replenishment_10s,560782,258098,0.008321143696791156,-0.0013899346478188912
test,buy,10,60,M3_market_cancel_replenish,0.002095144084880096,9.382875509877149,0.08755480388556496,0.5293454377240662,-0.1858824746452105,replenishment_10s,560782,207528,0.002416844512186489,-0.0003217004273063928
validation,buy,10,60,M4_full_proxy,0.008101500903811343,6.4837675658300435,0.09778779515825593,0.5323249308402235,0.046653653817149435,p3_depth_norm_10s,560782,258098,0.008321143696791156,-0.00021964279297981282
test,buy,10,60,M4_full_proxy,0.0019777829217608733,9.38286285008368,0.0876444812378183,0.5301356925330558,0.046653653817149435,p3_depth_norm_10s,560782,207528,0.002416844512186489,-0.00043906159042561566
validation,buy,10,300,M0_controls,-0.0027264503229986747,14.980944018692933,0.027933571337664435,0.5047088400097723,0.25180849507438,recent_volatility_10s,551422,253778,-0.0027264503229986747,0.0
test,buy,10,300,M0_controls,0.00045715801812307166,21.320447168017395,0.03211038703917362,0.5069975677690165,0.25180849507438,recent_volatility_10s,551422,203928,0.00045715801812307166,0.0
validation,buy,10,300,M1_market,-0.002583330251420435,14.980284984210556,0.028575822912301072,0.5047285422692275,0.05029259240195397,market_pressure_10s,551422,253778,-0.0027264503229986747,0.00014312007157823992
test,buy,10,300,M1_market,0.00044888618415350745,21.320360511722793,0.03225150085954843,0.5068651680985445,0.05029259240195397,market_pressure_10s,551422,203928,0.00045715801812307166,-8.271833969564213e-06
validation,buy,10,300,M2_market_cancel,-0.002643615961093859,14.981055939577534,0.028662851681775483,0.5042596284941957,0.1254001549789959,cancellation_10s,551422,253778,-0.0027264503229986747,8.283436190481552e-05
test,buy,10,300,M2_market_cancel,0.000544385114805257,21.31944367899963,0.03182767984574463,0.5065807539916048,0.1254001549789959,cancellation_10s,551422,203928,0.00045715801812307166,8.722709668218531e-05
validation,buy,10,300,M3_market_cancel_replenish,-0.0024081848373311843,14.979320624183774,0.029658698198497785,0.5052368605631694,-0.4610308961340666,replenishment_10s,551422,253778,-0.0027264503229986747,0.00031826548566749047
test,buy,10,300,M3_market_cancel_replenish,0.0010889119904829991,21.317499358843246,0.032562387582282984,0.506315954650661,-0.4610308961340666,replenishment_10s,551422,203928,0.00045715801812307166,0.0006317539723599275
validation,buy,10,300,M4_full_proxy,-0.0025310268364564514,14.97956935976818,0.028529905567373035,0.5053787168312462,0.16616799979820543,p3_depth_norm_10s,551422,253778,-0.0027264503229986747,0.0001954234865422233
test,buy,10,300,M4_full_proxy,0.0009217232479235005,21.318540915123183,0.03023609225303464,0.5068504570240477,0.16616799979820543,p3_depth_norm_10s,551422,203928,0.00045715801812307166,0.0004645652298004288
validation,buy,30,1,M0_controls,0.052263428040528304,0.46784574530190554,0.2571395962630018,0.2968513659515357,0.004172470845713972,recent_volatility_30s,563083,259160,0.052263428040528304,0.0
test,buy,30,1,M0_controls,0.023141446468462612,0.6492770851991733,0.2371776221326267,0.32038788367328336,0.004172470845713972,recent_volatility_30s,563083,208413,0.023141446468462612,0.0
validation,buy,30,1,M1_market,0.052338062413551434,0.46779121982181837,0.25721295407682354,0.29685522457169317,-0.002323550039079821,market_pressure_30s,563083,259160,0.052263428040528304,7.463437302313025e-05
test,buy,30,1,M1_market,0.023409454931236917,0.6492281482723407,0.23720747398635642,0.320483846976916,-0.002323550039079821,market_pressure_30s,563083,208413,0.023141446468462612,0.0002680084627743051
validation,buy,30,1,M2_market_cancel,0.05233050013826457,0.4677854399635876,0.25725330297499766,0.29679348664917427,0.0007666620059297528,cancellation_30s,563083,259160,0.052263428040528304,6.707209773626488e-05
test,buy,30,1,M2_market_cancel,0.02340130884048286,0.6492264284908713,0.23726891680822368,0.320483846976916,0.0007666620059297528,cancellation_30s,563083,208413,0.023141446468462612,0.00025986237202024753
validation,buy,30,1,M3_market_cancel_replenish,0.052406114249428426,0.46795298567446975,0.25661990016811953,0.2968243556104337,-0.04174031593479757,replenishment_30s,563083,259160,0.052263428040528304,0.0001426862089001224
test,buy,30,1,M3_market_cancel_replenish,0.022635236313769513,0.649945403805773,0.23231664934151688,0.3197737185300341,-0.04174031593479757,replenishment_30s,563083,208413,0.023141446468462612,-0.0005062101546930986
validation,buy,30,1,M4_full_proxy,0.052246368878644645,0.46785133553169916,0.25709126089772,0.2968475073313783,0.0009013801309192595,p3_depth_norm_30s,563083,259160,0.052263428040528304,-1.705916188365908e-05
test,buy,30,1,M4_full_proxy,0.023092483961985044,0.649313028943464,0.2370163602228044,0.3204022781688282,0.0009013801309192595,p3_depth_norm_30s,563083,208413,0.023141446468462612,-4.8962506477567835e-05
validation,buy,30,5,M0_controls,0.045280615952331016,1.4307294900136025,0.2692911782364594,0.466540326066819,0.01774946504574517,recent_volatility_30s,562927,259088,0.045280615952331016,0.0
test,buy,30,5,M0_controls,0.020287008659303774,1.9820918750737655,0.23452961165578712,0.46252753740046937,0.01774946504574517,recent_volatility_30s,562927,208353,0.020287008659303774,0.0
validation,buy,30,5,M1_market,0.04561793975727613,1.4304112753019185,0.2696791062090941,0.46681822392391775,-0.013296571903826679,market_pressure_30s,562927,259088,0.045280615952331016,0.00033732380494511105
test,buy,30,5,M1_market,0.02145473903096895,1.9816445722552822,0.23520295137448913,0.4624459451027823,-0.013296571903826679,market_pressure_30s,562927,208353,0.020287008659303774,0.0011677303716651766
validation,buy,30,5,M2_market_cancel,0.04547557660402024,1.4302839399360803,0.270139050166409,0.46689155808065214,0.02465136788279694,cancellation_30s,562927,259088,0.045280615952331016,0.00019496065168922438
test,buy,30,5,M2_market_cancel,0.02151090314616999,1.981482067141588,0.23624160345300407,0.4626859224489208,0.02465136788279694,cancellation_30s,562927,208353,0.020287008659303774,0.0012238944868662172
validation,buy,30,5,M3_market_cancel_replenish,0.04528130172695366,1.4310234205165764,0.26887750499039503,0.46616207620576794,-0.11673205974279731,replenishment_30s,562927,259088,0.045280615952331016,6.857746226440753e-07
test,buy,30,5,M3_market_cancel_replenish,0.020401537099031475,1.9830891243334225,0.23136815424825763,0.46206678089588343,-0.11673205974279731,replenishment_30s,562927,208353,0.020287008659303774,0.00011452843972770133
validation,buy,30,5,M4_full_proxy,0.04514397135859949,1.4308707784267836,0.26890185423547447,0.4663473414438338,0.009871544853517768,p3_depth_norm_30s,562927,259088,0.045280615952331016,-0.00013664459373152749
test,buy,30,5,M4_full_proxy,0.01996721376160815,1.9824380564008024,0.23371202942449487,0.4624123482743229,0.009871544853517768,p3_depth_norm_30s,562927,208353,0.020287008659303774,-0.0003197948976956244
validation,buy,30,10,M0_controls,0.03678672915462544,2.250421700147447,0.23878512522224124,0.5300620082008355,0.020736656669851125,recent_volatility_30s,562732,258998,0.03678672915462544,0.0
test,buy,30,10,M0_controls,0.017229259320218127,3.122897535805829,0.21602710242178036,0.5251442783203218,0.020736656669851125,recent_volatility_30s,562732,208278,0.017229259320218127,0.0
validation,buy,30,10,M1_market,0.03717653184589875,2.2498672853047608,0.23923586648893294,0.5300195368304003,-0.02207451905572118,market_pressure_30s,562732,258998,0.03678672915462544,0.000389802691273311
test,buy,30,10,M1_market,0.018901572762211938,3.121975810339797,0.2170895447001316,0.5251922910725089,-0.02207451905572118,market_pressure_30s,562732,208278,0.017229259320218127,0.0016723134419938113
validation,buy,30,10,M2_market_cancel,0.03687731824024687,2.249602689962775,0.23922492662320496,0.5299384551232056,0.05260378976196452,cancellation_30s,562732,258998,0.03678672915462544,9.058908562142864e-05
test,buy,30,10,M2_market_cancel,0.019040590072888608,3.1217042130308967,0.21817990787885555,0.5250482528159479,0.05260378976196452,cancellation_30s,562732,208278,0.017229259320218127,0.0018113307526704814
validation,buy,30,10,M3_market_cancel_replenish,0.0365209279059443,2.250900889265479,0.23773178492379424,0.528892114997027,-0.1649700353394766,replenishment_30s,562732,258998,0.03678672915462544,-0.0002658012486811412
test,buy,30,10,M3_market_cancel_replenish,0.017912267413851213,3.123210649091871,0.21426284828989656,0.5243280615331432,-0.1649700353394766,replenishment_30s,562732,208278,0.017229259320218127,0.0006830080936330862
validation,buy,30,10,M4_full_proxy,0.036596578757612575,2.2507117171543736,0.23826483644909885,0.5299037058201221,0.016077930266892415,p3_depth_norm_30s,562732,258998,0.03678672915462544,-0.00019015039701286707
test,buy,30,10,M4_full_proxy,0.01680993136587905,3.1232672890782203,0.21510079889259082,0.5250242464398545,0.016077930266892415,p3_depth_norm_30s,562732,208278,0.017229259320218127,-0.0004193279543390771
validation,buy,30,30,M0_controls,0.015238411779351368,4.396500189038847,0.1397138970990861,0.5443592975510173,0.037584195852162376,recent_volatility_30s,561952,258638,0.015238411779351368,0.0
test,buy,30,30,M0_controls,0.008332292711920042,6.242606184613221,0.13386570043592316,0.5427545221129157,0.037584195852162376,recent_volatility_30s,561952,207978,0.008332292711920042,0.0
validation,buy,30,30,M1_market,0.01526155047404143,4.396388241945601,0.13960196205992537,0.5443940952218932,-0.012836358249114116,market_pressure_30s,561952,258638,0.015238411779351368,2.3138694690061357e-05
test,buy,30,30,M1_market,0.009013137721725184,6.24213927254614,0.134637125376799,0.5427545221129157,-0.012836358249114116,market_pressure_30s,561952,207978,0.008332292711920042,0.0006808450098051422
validation,buy,30,30,M2_market_cancel,0.01461703644103618,4.395772679202582,0.13802830114803988,0.5434816229633697,0.14092738393676055,cancellation_30s,561952,258638,0.015238411779351368,-0.0006213753383151888
test,buy,30,30,M2_market_cancel,0.009518140069152636,6.2424244409480165,0.1347044709402531,0.542336208637452,0.14092738393676055,cancellation_30s,561952,207978,0.008332292711920042,0.0011858473572325945
validation,buy,30,30,M3_market_cancel_replenish,0.013752686198814534,4.398786284490237,0.13530107948658165,0.5421013153519592,-0.2784766891428497,replenishment_30s,561952,258638,0.015238411779351368,-0.0014857255805368341
test,buy,30,30,M3_market_cancel_replenish,0.008218376017232187,6.244792467321531,0.13150597367688469,0.54136014386137,-0.2784766891428497,replenishment_30s,561952,207978,0.008332292711920042,-0.00011391669468785448
validation,buy,30,30,M4_full_proxy,0.014750544172817404,4.397695082163799,0.13804802764709537,0.5435937487917475,0.06276187431018185,p3_depth_norm_30s,561952,258638,0.015238411779351368,-0.0004878676065339649
test,buy,30,30,M4_full_proxy,0.007102601259774688,6.244580288744706,0.13097868121199777,0.5419804017732645,0.06276187431018185,p3_depth_norm_30s,561952,207978,0.008332292711920042,-0.001229691452145354
validation,buy,30,60,M0_controls,0.008661101353159895,6.481883590705073,0.10122598116160007,0.5330494618323273,0.08418187201390283,recent_volatility_30s,560782,258098,0.008661101353159895,0.0
