split,side,formation_window,horizon,model,r2,mae,rank_correlation,directional_accuracy,coefficient_last_feature,last_feature,train_count,eval_count,m0_r2,incremental_r2_vs_m0
test,buy,30,60,M0_controls,0.0024801074177985827,9.380608159397907,0.09151333429880076,0.530901854207625,0.08418187201390283,recent_volatility_30s,560782,207528,0.0024801074177985827,0.0
validation,buy,30,60,M1_market,0.009179382444033157,6.481999649411659,0.10149075032053158,0.5327240040604732,0.12467533337986492,market_pressure_30s,560782,258098,0.008661101353159895,0.0005182810908732627
test,buy,30,60,M1_market,-0.002846500121457707,9.385700101926293,0.08903063877878566,0.5302561582051578,0.12467533337986492,market_pressure_30s,560782,207528,0.0024801074177985827,-0.0053266075392562895
validation,buy,30,60,M2_market_cancel,0.008069704746131445,6.48488847300505,0.0967383973286468,0.5327356275523251,0.2416817826615823,cancellation_30s,560782,258098,0.008661101353159895,-0.0005913966070284493
test,buy,30,60,M2_market_cancel,-0.002256021005501374,9.386185272633318,0.08726094163273303,0.529282795574573,0.2416817826615823,cancellation_30s,560782,207528,0.0024801074177985827,-0.004736128423299957
validation,buy,30,60,M3_market_cancel_replenish,0.007524918421526028,6.486392629793118,0.09491175949569974,0.5311703306495982,-0.3818916686114046,replenishment_30s,560782,258098,0.008661101353159895,-0.0011361829316338667
test,buy,30,60,M3_market_cancel_replenish,-0.003218955098957421,9.387588219243128,0.08570109948722986,0.5293454377240662,-0.3818916686114046,replenishment_30s,560782,207528,0.0024801074177985827,-0.005699062516756004
validation,buy,30,60,M4_full_proxy,0.00828744703169726,6.483271098588064,0.09903192363045697,0.5322784368728157,0.13662100951594866,p3_depth_norm_30s,560782,258098,0.008661101353159895,-0.00037365432146263533
test,buy,30,60,M4_full_proxy,0.0007529990359471661,9.384254705645787,0.08698091840571286,0.5302802513395782,0.13662100951594866,p3_depth_norm_30s,560782,207528,0.0024801074177985827,-0.0017271083818514166
validation,buy,30,300,M0_controls,-0.0031536040568593826,14.982580555416327,0.027194035616789274,0.5043857229547084,0.3075161789253066,recent_volatility_30s,551422,253778,-0.0031536040568593826,0.0
test,buy,30,300,M0_controls,0.0010634480528305401,21.31954207471618,0.03342826510805745,0.5062669177356715,0.3075161789253066,recent_volatility_30s,551422,203928,0.0010634480528305401,0.0
validation,buy,30,300,M1_market,-0.002618296270981091,14.979706782261271,0.02942299591853049,0.5043896634065995,0.1039045125343768,market_pressure_30s,551422,253778,-0.0031536040568593826,0.0005353077858782918
test,buy,30,300,M1_market,0.0011948231501081041,21.318314935976222,0.03363823029031242,0.5062669177356715,0.1039045125343768,market_pressure_30s,551422,203928,0.0010634480528305401,0.00013137509727756402
validation,buy,30,300,M2_market_cancel,-0.0026281541179546952,14.980061574247271,0.029562434243071662,0.5042044621677214,0.05498170918312828,cancellation_30s,551422,253778,-0.0031536040568593826,0.0005254499389046874
test,buy,30,300,M2_market_cancel,0.0012274802533035478,21.31789434971783,0.03326466670893314,0.5061443254481974,0.05498170918312828,cancellation_30s,551422,203928,0.0010634480528305401,0.0001640322004730077
validation,buy,30,300,M3_market_cancel_replenish,-0.002164944419975612,14.976386636266046,0.032597945682913104,0.5056151439447076,-0.7175572292470818,replenishment_30s,551422,253778,-0.0031536040568593826,0.0009886596368837708
test,buy,30,300,M3_market_cancel_replenish,0.0024458646670133533,21.312915360096426,0.036495526768486185,0.5074585147699188,-0.7175572292470818,replenishment_30s,551422,203928,0.0010634480528305401,0.0013824166141828131
validation,buy,30,300,M4_full_proxy,-0.0025881230005904143,14.97786424778208,0.030020101005034248,0.5060485936527201,0.3069292881772545,p3_depth_norm_30s,551422,253778,-0.0031536040568593826,0.0005654810562689683
test,buy,30,300,M4_full_proxy,0.0022769609910699984,21.31442844799556,0.03086858996768404,0.5075075516849084,0.3069292881772545,p3_depth_norm_30s,551422,203928,0.0010634480528305401,0.0012135129382394583
validation,buy,60,1,M0_controls,0.051779564784201315,0.4677278901428461,0.2562638151287424,0.2964577866954777,0.001140218183192257,recent_volatility_60s,563083,259160,0.051779564784201315,0.0
test,buy,60,1,M0_controls,0.022887323131194237,0.6488566753913155,0.23804584064574977,0.32083411303517534,0.001140218183192257,recent_volatility_60s,563083,208413,0.022887323131194237,0.0
validation,buy,60,1,M1_market,0.05172340976643319,0.46787751995380056,0.25603238232262987,0.29650023151720944,0.00447296649879939,market_pressure_60s,563083,259160,0.051779564784201315,-5.6155017768122484e-05
test,buy,60,1,M1_market,0.022322064246237283,0.6490427964518766,0.23744013102067196,0.3208053240440855,0.00447296649879939,market_pressure_60s,563083,208413,0.022887323131194237,-0.000565258884956954
validation,buy,60,1,M2_market_cancel,0.051730144131397204,0.46788428645110386,0.2559944284441912,0.2964577866954777,-0.0007324061863464722,cancellation_60s,563083,259160,0.051779564784201315,-4.942065280411079e-05
test,buy,60,1,M2_market_cancel,0.02232984411232497,0.6490406803455288,0.23739343871741697,0.3207957277137223,-0.0007324061863464722,cancellation_60s,563083,208413,0.022887323131194237,-0.0005574790188692669
validation,buy,60,1,M3_market_cancel_replenish,0.0519448669389827,0.4682537178562515,0.2555126009364457,0.2967201728661831,-0.05375316492661557,replenishment_60s,563083,259160,0.051779564784201315,0.0001653021547813882
test,buy,60,1,M3_market_cancel_replenish,0.021391436569627054,0.6501526188620818,0.231597997933841,0.31933708549850537,-0.05375316492661557,replenishment_60s,563083,208413,0.022887323131194237,-0.0014958865615671835
validation,buy,60,1,M4_full_proxy,0.0516952442210632,0.46780147319093934,0.25591771827962295,0.29629572464886555,0.006815056705409908,p3_depth_norm_60s,563083,259160,0.051779564784201315,-8.432056313811831e-05
test,buy,60,1,M4_full_proxy,0.02251741037074828,0.6491547433577755,0.2367844961978312,0.32052703046355074,0.006815056705409908,p3_depth_norm_60s,563083,208413,0.022887323131194237,-0.0003699127604459562
validation,buy,60,5,M0_controls,0.04544053164435846,1.4309332275527755,0.269628605874234,0.4665712036064966,0.009082925029597346,recent_volatility_60s,562927,259088,0.04544053164435846,0.0
test,buy,60,5,M0_controls,0.020692868209250093,1.9813007336504982,0.2367389936578324,0.4634874467850235,0.009082925029597346,recent_volatility_60s,562927,208353,0.020692868209250093,0.0
validation,buy,60,5,M1_market,0.0453388626393163,1.4312418800368178,0.2692252189695859,0.4664824306799234,0.013778200341354768,market_pressure_60s,562927,259088,0.04544053164435846,-0.00010166900504215981
test,buy,60,5,M1_market,0.019317238293923844,1.9820805172335156,0.23523756587847125,0.4631802757819662,0.013778200341354768,market_pressure_60s,562927,208353,0.020692868209250093,-0.0013756299153262486
validation,buy,60,5,M2_market_cancel,0.04524696372989545,1.4311335065616373,0.26954360274955513,0.46665225714815045,0.015927131394526704,cancellation_60s,562927,259088,0.04544053164435846,-0.00019356791446301091
test,buy,60,5,M2_market_cancel,0.019346546447856383,1.9820650328610765,0.23569133143517654,0.46323307079811665,0.015927131394526704,cancellation_60s,562927,208353,0.020692868209250093,-0.0013463217613937095
validation,buy,60,5,M3_market_cancel_replenish,0.04503105814739583,1.4323480775605488,0.2678681862292081,0.4665094485271414,-0.1558697915163942,replenishment_60s,562927,259088,0.04544053164435846,-0.00040947349696263124
test,buy,60,5,M3_market_cancel_replenish,0.01792466798381409,1.9843401614780267,0.23035716209017917,0.46203318406742405,-0.1558697915163942,replenishment_60s,562927,208353,0.020692868209250093,-0.0027682002254360016
validation,buy,60,5,M4_full_proxy,0.04514919637374759,1.431443348794081,0.2685433348280233,0.4663859383684308,0.03104561524872466,p3_depth_norm_60s,562927,259088,0.04544053164435846,-0.0002913352706108707
test,buy,60,5,M4_full_proxy,0.019584077321874505,1.9825470427515433,0.23389349629705247,0.46240274918047736,0.03104561524872466,p3_depth_norm_60s,562927,208353,0.020692868209250093,-0.001108790887375588
validation,buy,60,10,M0_controls,0.03705272736995113,2.250353536031806,0.23943019239721164,0.5303322805581511,0.012468188940413629,recent_volatility_60s,562732,258998,0.03705272736995113,0.0
test,buy,60,10,M0_controls,0.017704675245188928,3.121864992432233,0.217943059592252,0.5260277129605623,0.012468188940413629,recent_volatility_60s,562732,208278,0.017704675245188928,0.0
validation,buy,60,10,M1_market,0.03697249540785008,2.2508767874360576,0.23881415315404672,0.5302473378172804,0.02699183621122925,market_pressure_60s,562732,258998,0.03705272736995113,-8.023196210105166e-05
test,buy,60,10,M1_market,0.015264384936656494,3.1234583907382105,0.21532918891840344,0.5253315280538511,0.02699183621122925,market_pressure_60s,562732,208278,0.017704675245188928,-0.0024402903085324334
validation,buy,60,10,M2_market_cancel,0.03673007876814671,2.2506350808557487,0.23885057705777793,0.5302975312550676,0.04080080509470159,cancellation_60s,562732,258998,0.03705272736995113,-0.00032264860180442057
test,buy,60,10,M2_market_cancel,0.01538525981080019,3.1234005080039102,0.21585480718677222,0.5253603357051633,0.04080080509470159,cancellation_60s,562732,208278,0.017704675245188928,-0.0023194154343887385
validation,buy,60,10,M3_market_cancel_replenish,0.03625086508616593,2.252350934390875,0.23676000311044013,0.5298805396180666,-0.2294027555984681,replenishment_60s,562732,258998,0.03705272736995113,-0.0008018622837852041
test,buy,60,10,M3_market_cancel_replenish,0.01378913498320855,3.125887564405236,0.21151424747919637,0.5244480934136106,-0.2294027555984681,replenishment_60s,562732,208278,0.017704675245188928,-0.003915540261980377
validation,buy,60,10,M4_full_proxy,0.03661583555761194,2.2513226119009335,0.23787019427986233,0.5298380682476312,0.05303886211374044,p3_depth_norm_60s,562732,258998,0.03705272736995113,-0.0004368918123391907
test,buy,60,10,M4_full_proxy,0.01607124820611905,3.1236812696095533,0.2143301528543175,0.524649746972796,0.05303886211374044,p3_depth_norm_60s,562732,208278,0.017704675245188928,-0.001633427039069879
validation,buy,60,30,M0_controls,0.015527767214761012,4.395888691182896,0.14108018297686492,0.5443360991037667,0.03436326991397628,recent_volatility_60s,561952,258638,0.015527767214761012,0.0
test,buy,60,30,M0_controls,0.008831730564732743,6.240818769146534,0.13580523135686115,0.543913298521959,0.03436326991397628,recent_volatility_60s,561952,207978,0.008831730564732743,0.0
validation,buy,60,30,M1_market,0.015870854670678725,4.396319561429348,0.1408753115042975,0.5446260796943991,0.09958908286796941,market_pressure_60s,561952,258638,0.015527767214761012,0.00034308745591771217
test,buy,60,30,M1_market,0.0020491002754469134,6.245949698924273,0.13214130812043254,0.5431680273875121,0.09958908286796941,market_pressure_60s,561952,207978,0.008831730564732743,-0.006782630289285829
validation,buy,60,30,M2_market_cancel,0.015193592104673637,4.396250234165032,0.13946487876752015,0.5444946218266458,0.1277007058501145,cancellation_60s,561952,258638,0.015527767214761012,-0.00033417511008737577
test,buy,60,30,M2_market_cancel,0.0025199661242480964,6.246170791244075,0.13208321087888128,0.5428506861302638,0.1277007058501145,cancellation_60s,561952,207978,0.008831730564732743,-0.006311764440484646
validation,buy,60,30,M3_market_cancel_replenish,0.014536120380372441,4.398770915694454,0.13733008759803944,0.5428513984797284,-0.38157802915787986,replenishment_60s,561952,258638,0.015527767214761012,-0.000991646834388571
test,buy,60,30,M3_market_cancel_replenish,0.0011934743095042277,6.2489971792888594,0.12894651390827847,0.5416294031099443,-0.38157802915787986,replenishment_60s,561952,207978,0.008831730564732743,-0.007638256255228515
validation,buy,60,30,M4_full_proxy,0.015051496832044098,4.397421937489793,0.13908644462535966,0.5437329394752511,0.12283925315616719,p3_depth_norm_60s,561952,258638,0.015527767214761012,-0.0004762703827169146
test,buy,60,30,M4_full_proxy,0.006266587936477053,6.245166016721284,0.13070848136280927,0.542648741693833,0.12283925315616719,p3_depth_norm_60s,561952,207978,0.008831730564732743,-0.00256514262825569
validation,buy,60,60,M0_controls,0.008884043662698127,6.48083956245382,0.10292835320965944,0.5336500089113437,0.09628607101804607,recent_volatility_60s,560782,258098,0.008884043662698127,0.0
test,buy,60,60,M0_controls,0.0028834812054506775,9.378539567726142,0.09512303516301554,0.5316680158821943,0.09628607101804607,recent_volatility_60s,560782,207528,0.0028834812054506775,0.0
validation,buy,60,60,M1_market,0.010494624178695733,6.479657764141892,0.10616266922386369,0.5344171593735713,0.1974787990763982,market_pressure_60s,560782,258098,0.008884043662698127,0.001610580515997606
test,buy,60,60,M1_market,-0.0061856112650762185,9.387179141555809,0.09208537012906771,0.5308343934312478,0.1974787990763982,market_pressure_60s,560782,207528,0.0028834812054506775,-0.009069092470526896
validation,buy,60,60,M2_market_cancel,0.009714209340545898,6.48192211712753,0.10312875199305775,0.5340917016017172,0.19015948802407223,cancellation_60s,560782,258098,0.008884043662698127,0.0008301656778477717
test,buy,60,60,M2_market_cancel,-0.005692443471274844,9.38746423411142,0.09101266221447148,0.5305741875795074,0.19015948802407223,cancellation_60s,560782,207528,0.0028834812054506775,-0.008575924676725522
validation,buy,60,60,M3_market_cancel_replenish,0.009704929532744488,6.4827255867288684,0.1016522390606589,0.5326658866012135,-0.5252091024733868,replenishment_60s,560782,258098,0.008884043662698127,0.0008208858700463617
test,buy,60,60,M3_market_cancel_replenish,-0.006515722625020759,9.387213468931641,0.09075698666236993,0.5308488493119001,-0.5252091024733868,replenishment_60s,560782,207528,0.0028834812054506775,-0.009399203830471436
validation,buy,60,60,M4_full_proxy,0.009136616486644766,6.481677432718247,0.10171076150653742,0.5325922711528179,0.21131908456464635,p3_depth_norm_60s,560782,258098,0.008884043662698127,0.0002525728239466396
test,buy,60,60,M4_full_proxy,0.00018917414137464839,9.383622559961296,0.08893687198836218,0.5310126826259589,0.21131908456464635,p3_depth_norm_60s,560782,207528,0.0028834812054506775,-0.002694307064076029
validation,buy,60,300,M0_controls,-0.0035461091097976905,14.98387218006662,0.02631146269714083,0.5020372136276589,0.34843496036089777,recent_volatility_60s,551422,253778,-0.0035461091097976905,0.0
test,buy,60,300,M0_controls,0.0019076196703844417,21.317936133674177,0.035509815478474746,0.5070073751520144,0.34843496036089777,recent_volatility_60s,551422,203928,0.0019076196703844417,0.0
validation,buy,60,300,M1_market,-0.002291806442797917,14.976644796380421,0.03134208290339503,0.502754375871825,0.17398275732972773,market_pressure_60s,551422,253778,-0.0035461091097976905,0.0012543026669997737
test,buy,60,300,M1_market,0.002699426219082257,21.312552112796624,0.036133098136355735,0.5075271664509042,0.17398275732972773,market_pressure_60s,551422,203928,0.0019076196703844417,0.0007918065486978154
validation,buy,60,300,M2_market_cancel,-0.002299361378721221,14.976290766504865,0.03112472442654482,0.5030420288598696,-0.03603564422265027,cancellation_60s,551422,253778,-0.0035461091097976905,0.0012467477310764696
test,buy,60,300,M2_market_cancel,0.0026832688323801257,21.31291959125275,0.03644015585534285,0.5077086030363658,-0.03603564422265027,cancellation_60s,551422,203928,0.0019076196703844417,0.000775649161995684
validation,buy,60,300,M3_market_cancel_replenish,-0.0015275464091388802,14.970498355406988,0.035412216415499985,0.506194390372688,-0.9230124822049397,replenishment_60s,551422,253778,-0.0035461091097976905,0.0020185627006588103
test,buy,60,300,M3_market_cancel_replenish,0.00466656489552042,21.30568577201021,0.04192724612878592,0.5101996783178376,-0.9230124822049397,replenishment_60s,551422,203928,0.0019076196703844417,0.002758945225135978
validation,buy,60,300,M4_full_proxy,-0.0024066286810084936,14.973799846371959,0.03182417767179674,0.5057412384052203,0.43035175647274504,p3_depth_norm_60s,551422,253778,-0.0035461091097976905,0.0011394804287891969
test,buy,60,300,M4_full_proxy,0.0042337844673415725,21.30742493660356,0.033071877715458865,0.5086108822721745,0.43035175647274504,p3_depth_norm_60s,551422,203928,0.0019076196703844417,0.002326164796957131
validation,sell,1,1,M0_controls,0.04770249901811996,0.465643779336445,0.24843665893300676,0.29491819725266244,-0.01418354123504594,recent_volatility_1s,563083,259160,0.04770249901811996,0.0
test,sell,1,1,M0_controls,0.02041140485441184,0.6488340496844747,0.22758687972422847,0.31747059924284954,-0.01418354123504594,recent_volatility_1s,563083,208413,0.02041140485441184,0.0
validation,sell,1,1,M1_market,0.047927359264080316,0.46571478951832374,0.24848981235027495,0.2951574317024232,-0.01624922619828119,market_pressure_1s,563083,259160,0.04770249901811996,0.00022486024596035659
test,sell,1,1,M1_market,0.020605509061856764,0.6486564187019345,0.22751390967120616,0.31756656254648225,-0.01624922619828119,market_pressure_1s,563083,208413,0.02041140485441184,0.00019410420744492285
validation,sell,1,1,M2_market_cancel,0.048206956300438586,0.4661027140188223,0.24845987631744054,0.29482173174872667,0.013800137492472256,cancellation_1s,563083,259160,0.04770249901811996,0.0005044572823186266
test,sell,1,1,M2_market_cancel,0.020746182136339053,0.6485290394493417,0.2275543333713914,0.3179072322743783,0.013800137492472256,cancellation_1s,563083,208413,0.02041140485441184,0.0003347772819272121
validation,sell,1,1,M3_market_cancel_replenish,0.054321862410367294,0.46618698855966145,0.25770393062923524,0.29650023151720944,0.0912885673306566,replenishment_1s,563083,259160,0.04770249901811996,0.006619363392247335
test,sell,1,1,M3_market_cancel_replenish,0.02095314765794809,0.6474128521624948,0.2335298188160488,0.3179360212654681,0.0912885673306566,replenishment_1s,563083,208413,0.02041140485441184,0.0005417428035362493
validation,sell,1,1,M4_full_proxy,0.05038589396102333,0.4657617887776307,0.2555842695963792,0.2965658280598858,-0.034427931710454975,p3_depth_norm_1s,563083,259160,0.04770249901811996,0.002683394942903372
test,sell,1,1,M4_full_proxy,0.02010565822374699,0.6482933740544603,0.23301694930713923,0.3185741772346255,-0.034427931710454975,p3_depth_norm_1s,563083,208413,0.02041140485441184,-0.0003057466306648493
validation,sell,1,5,M0_controls,0.04209637686990342,1.4304044910096545,0.26292537713956254,0.4649346940035818,-0.048926060345985026,recent_volatility_1s,562927,259088,0.04209637686990342,0.0
test,sell,1,5,M0_controls,0.019089293598318124,1.9825349908357244,0.2287455476116131,0.46026215125292175,-0.048926060345985026,recent_volatility_1s,562927,208353,0.019089293598318124,0.0
validation,sell,1,5,M1_market,0.04242118948320206,1.430408131451981,0.2633858439417254,0.46514311739640585,-0.056797326590705174,market_pressure_1s,562927,259088,0.04209637686990342,0.00032481261329864175
test,sell,1,5,M1_market,0.01940952720019573,1.9820127131462122,0.22917762147885015,0.46079490096134923,-0.056797326590705174,market_pressure_1s,562927,208353,0.019089293598318124,0.0003202336018776064
validation,sell,1,5,M2_market_cancel,0.04275858693004664,1.4304357518597715,0.2646066807384695,0.46523960970789846,0.04677293770071104,cancellation_1s,562927,259088,0.04209637686990342,0.0006622100601432201
test,sell,1,5,M2_market_cancel,0.01957874925257852,1.9809232877336693,0.23093148438913716,0.46158682620360636,0.04677293770071104,cancellation_1s,562927,208353,0.019089293598318124,0.0004894556542603956
validation,sell,1,5,M3_market_cancel_replenish,0.044171919975288354,1.4293879788255284,0.266467195787756,0.46665225714815045,0.11165842242710998,replenishment_1s,562927,259088,0.04209637686990342,0.002075543105384936
test,sell,1,5,M3_market_cancel_replenish,0.01986498555180416,1.979508102992361,0.23197432139499014,0.46237395189894076,0.11165842242710998,replenishment_1s,562927,208353,0.019089293598318124,0.0007756919534860351
validation,sell,1,5,M4_full_proxy,0.042988036050939926,1.4302128404147951,0.2651560835480507,0.4662354103625023,-0.05550389912304854,p3_depth_norm_1s,562927,259088,0.04209637686990342,0.0008916591810365082
test,sell,1,5,M4_full_proxy,0.019140267619021878,1.9820435832755636,0.23007934402380645,0.46134204931054507,-0.05550389912304854,p3_depth_norm_1s,562927,208353,0.019089293598318124,5.097402070375345e-05
validation,sell,1,10,M0_controls,0.034977124434562246,2.251251265609219,0.23407364996090804,0.5286720360774987,-0.06145830464995577,recent_volatility_1s,562732,258998,0.034977124434562246,0.0
test,sell,1,10,M0_controls,0.01645734834984558,3.1237319590990067,0.2111250377940384,0.522820461114472,-0.06145830464995577,recent_volatility_1s,562732,208278,0.01645734834984558,0.0
validation,sell,1,10,M1_market,0.035356601660077036,2.2513846031177263,0.234722385467321,0.5285137336967853,-0.10790973962162954,market_pressure_1s,562732,258998,0.034977124434562246,0.00037947722551479046
test,sell,1,10,M1_market,0.01687218022836312,3.123010539200333,0.2118061895288665,0.5236414791768694,-0.10790973962162954,market_pressure_1s,562732,208278,0.01645734834984558,0.0004148318785175409
validation,sell,1,10,M2_market_cancel,0.03583119138648583,2.250859717557666,0.2364676819087041,0.5285639271345725,0.0807998921082055,cancellation_1s,562732,258998,0.034977124434562246,0.0008540669519235822
test,sell,1,10,M2_market_cancel,0.01699680683523508,3.1212166936581873,0.21423151128236184,0.5242320360287692,0.0807998921082055,cancellation_1s,562732,208278,0.01645734834984558,0.000539458485389499
validation,sell,1,10,M3_market_cancel_replenish,0.03682105373748812,2.2494611832312326,0.2375995595822545,0.5299886485609927,0.11316391854874518,replenishment_1s,562732,258998,0.034977124434562246,0.001843929302925873
test,sell,1,10,M3_market_cancel_replenish,0.01724621456794495,3.120178981903971,0.21464989461506925,0.5250434515407292,0.11316391854874518,replenishment_1s,562732,208278,0.01645734834984558,0.0007888662180993711
validation,sell,1,10,M4_full_proxy,0.03567402734209857,2.250725730174766,0.23561567835551087,0.5297685696414645,-0.06824449448966406,p3_depth_norm_1s,562732,258998,0.034977124434562246,0.0006969029075363231
test,sell,1,10,M4_full_proxy,0.01650337929131862,3.1235781966762013,0.21183445425662126,0.5240831964969896,-0.06824449448966406,p3_depth_norm_1s,562732,208278,0.01645734834984558,4.6030941473040876e-05
validation,sell,1,30,M0_controls,0.014689443682768033,4.397483621082828,0.1374924565314851,0.5438218668563785,-0.060424364708897796,recent_volatility_1s,561952,258638,0.014689443682768033,0.0
test,sell,1,30,M0_controls,0.008276775260809166,6.243694249845278,0.13198775547575617,0.5422015790131649,-0.060424364708897796,recent_volatility_1s,561952,207978,0.008276775260809166,0.0
validation,sell,1,30,M1_market,0.014690723087476543,4.398733500983432,0.138024505398456,0.5433346994641158,-0.24016864880149819,market_pressure_1s,561952,258638,0.014689443682768033,1.2794047085096238e-06
test,sell,1,30,M1_market,0.008773087217083475,6.242577507465179,0.13370957913058515,0.542817028724192,-0.24016864880149819,market_pressure_1s,561952,207978,0.008276775260809166,0.000496311956274309
validation,sell,1,30,M2_market_cancel,0.015134134898534546,4.397441283608728,0.13961507066887374,0.5440693169603847,0.15273283948614433,cancellation_1s,561952,258638,0.014689443682768033,0.0004446912157665128
test,sell,1,30,M2_market_cancel,0.00848670814872543,6.239439151222095,0.13630148520184532,0.5446729942590082,0.15273283948614433,cancellation_1s,561952,207978,0.008276775260809166,0.0002099328879162643
validation,sell,1,30,M3_market_cancel_replenish,0.015442820371410648,4.396818270882988,0.14002760183240304,0.5442123740517635,0.09122847195858083,replenishment_1s,561952,258638,0.014689443682768033,0.0007533766886426152
test,sell,1,30,M3_market_cancel_replenish,0.0084675576580161,6.239227233501315,0.13607981733610866,0.5448220484858975,0.09122847195858083,replenishment_1s,561952,207978,0.008276775260809166,0.00019078239720693446
validation,sell,1,30,M4_full_proxy,0.014958585075250608,4.3973081089242,0.13823948845102377,0.544312900656516,-0.08267335077206123,p3_depth_norm_1s,561952,258638,0.014689443682768033,0.00026914139248257474
test,sell,1,30,M4_full_proxy,0.008149992518647675,6.2442082167331305,0.13134660501890602,0.5428939599380703,-0.08267335077206123,p3_depth_norm_1s,561952,207978,0.008276775260809166,-0.00012678274216149088
validation,sell,1,60,M0_controls,0.007790964651212429,6.485790432439503,0.09576555124352178,0.5336693813977637,-0.07965810336413984,recent_volatility_1s,560782,258098,0.007790964651212429,0.0
test,sell,1,60,M0_controls,0.0027379676278391774,9.383276861856771,0.08677031653249391,0.5304489032805212,-0.07965810336413984,recent_volatility_1s,560782,207528,0.0027379676278391774,0.0
validation,sell,1,60,M1_market,0.007869992888416055,6.484852245474082,0.09736902704272327,0.5327937450115847,-0.32189499321466275,market_pressure_1s,560782,258098,0.007790964651212429,7.902823720362662e-05
test,sell,1,60,M1_market,0.003197975216936655,9.381832560104352,0.08942819141360689,0.530723565012914,-0.32189499321466275,market_pressure_1s,560782,207528,0.0027379676278391774,0.0004600075890974775
validation,sell,1,60,M2_market_cancel,0.008454390531298261,6.483071289014668,0.09949584831885633,0.5331928182318344,0.17805630689844335,cancellation_1s,560782,258098,0.007790964651212429,0.0006634258800858328
test,sell,1,60,M2_market_cancel,0.003019902606145264,9.379131951929708,0.0921668575203844,0.5318511237037894,0.17805630689844335,cancellation_1s,560782,207528,0.0027379676278391774,0.0002819349783060865
validation,sell,1,60,M3_market_cancel_replenish,0.008696721817509023,6.482479941460735,0.10040561437585131,0.5335415229873924,0.11868346611848309,replenishment_1s,560782,258098,0.007790964651212429,0.0009057571662965946
test,sell,1,60,M3_market_cancel_replenish,0.003007947411552525,9.378860178419865,0.09247134611300614,0.5319619521221233,0.11868346611848309,replenishment_1s,560782,207528,0.0027379676278391774,0.00026997978371334774
validation,sell,1,60,M4_full_proxy,0.007975198441106834,6.485326699451063,0.09659269719005473,0.5339948391696178,-0.0905544249573897,p3_depth_norm_1s,560782,258098,0.007790964651212429,0.00018423378989440575
test,sell,1,60,M4_full_proxy,0.002603709001780863,9.383817131217064,0.08633024987084037,0.5308633051925523,-0.0905544249573897,p3_depth_norm_1s,560782,207528,0.0027379676278391774,-0.0001342586260583145
validation,sell,1,300,M0_controls,-0.002783853381265855,14.98049750329804,0.027717654088994906,0.5066633041477197,-0.1581322349366323,recent_volatility_1s,551422,253778,-0.002783853381265855,0.0
test,sell,1,300,M0_controls,5.820649104049114e-05,21.3261318307162,0.02782531494442912,0.5072231375779687,-0.1581322349366323,recent_volatility_1s,551422,203928,5.820649104049114e-05,0.0
validation,sell,1,300,M1_market,-0.00366289617841975,14.986382025579253,0.028091662319445224,0.5059855464224637,-0.7068052313144776,market_pressure_1s,551422,253778,-0.002783853381265855,-0.000879042797153895
test,sell,1,300,M1_market,0.00012362369601470746,21.330268121997204,0.029400895264715173,0.505452904946844,-0.7068052313144776,market_pressure_1s,551422,203928,5.820649104049114e-05,6.541720497421633e-05
validation,sell,1,300,M2_market_cancel,-0.003501525344603129,14.98415874318857,0.029920802141458352,0.5073922877475588,0.1865741044715624,cancellation_1s,551422,253778,-0.002783853381265855,-0.0007176719633372741
test,sell,1,300,M2_market_cancel,0.00010117652932928323,21.330749795510386,0.030827738785948598,0.5055853046173159,0.1865741044715624,cancellation_1s,551422,203928,5.820649104049114e-05,4.297003828879209e-05
validation,sell,1,300,M3_market_cancel_replenish,-0.0034434289932392392,14.983559435341308,0.030521418103960724,0.5069351953282002,0.20845048016771733,replenishment_1s,551422,253778,-0.002783853381265855,-0.0006595756119733842
test,sell,1,300,M3_market_cancel_replenish,0.0003101566261798361,21.33031733075576,0.030547325517399235,0.5059285630222431,0.20845048016771733,replenishment_1s,551422,203928,5.820649104049114e-05,0.00025195013513934494
validation,sell,1,300,M4_full_proxy,-0.0027336903001038415,14.979819637422084,0.027911617740874164,0.506722410926085,-0.08860496664838023,p3_depth_norm_1s,551422,253778,-0.002783853381265855,5.016308116201351e-05
test,sell,1,300,M4_full_proxy,0.00017804336215143657,21.32600617332416,0.02699517571872961,0.5069779530030206,-0.08860496664838023,p3_depth_norm_1s,551422,203928,5.820649104049114e-05,0.00011983687111094543
validation,sell,2,1,M0_controls,0.04859774786160609,0.4660717716948629,0.2503526570334273,0.29508797653958946,-0.014087356998859622,recent_volatility_2s,563083,259160,0.04859774786160609,0.0
test,sell,2,1,M0_controls,0.020873134542203853,0.649726562325035,0.2287562728403726,0.3176577276849333,-0.014087356998859622,recent_volatility_2s,563083,208413,0.020873134542203853,0.0
validation,sell,2,1,M1_market,0.04873125535051437,0.4660700251747536,0.25041612269726926,0.29524232134588674,-0.013264875801747195,market_pressure_2s,563083,259160,0.04859774786160609,0.0001335074889082799
test,sell,2,1,M1_market,0.02098287022376899,0.6495440573356392,0.22869763636210086,0.3176865166760231,-0.013264875801747195,market_pressure_2s,563083,208413,0.020873134542203853,0.00010973568156513736
