side,absorption_state,episode_count,effective_nonoverlap_count_60s,fraction_2021_04_18,penetration_classes,mean,median,trimmed_mean,winsorized_mean,top_1pct_share,block_bootstrap_ci_low_vs_other,block_bootstrap_ci_high_vs_other
buy,weak_absorption,722,595,0.5775623268698061,5,-1.2676537088408386,-0.5022277715032704,-0.6675319382871469,-1.214923484129579,0.1747540392053726,-2.8370170328971245,0.4504617292842149
buy,strong_absorption,899,752,0.5294771968854283,5,0.5245199485644909,0.43293328975774803,0.2811934587753086,0.49374011243476357,0.1143705652834135,0.08918236065037734,3.3168062098653146
sell,weak_absorption,848,710,0.5660377358490566,3,-0.16288753080519722,-0.018395553299108584,0.018143355150558132,-0.21151148456945895,0.12988114074146737,-2.697483809294494,1.6507335745120961
sell,strong_absorption,674,575,0.4807121661721068,3,0.27399614014580814,0.140248771737818,0.06801699757341206,0.11533906359718499,0.11689133731858514,-1.3757840318430377,2.090171790973406
