split,side,formation_window,horizon,pressure_quantile,mean_markout_bps,ci_low,ci_high,adverse_frequency,observation_count
validation,buy,5,5,1,0.13590355791143102,0.1057095815956767,0.16609753422718534,0.38833540401790945,42659
validation,buy,5,5,2,0.03125465811093259,0.0036696704362026156,0.05883964578566256,0.3896012485846314,32677
validation,buy,5,5,3,-0.021720912041173376,-0.04874905204479961,0.005307227962452858,0.3831878103064544,29205
validation,buy,5,5,4,-0.00919463142127753,-0.036223157434811755,0.01783389459225669,0.36541432716584393,26537
validation,buy,5,5,5,-0.03978530040082688,-0.06647701198034227,-0.013093588821311494,0.35423122765196663,25170
validation,buy,5,5,6,-0.0623345372097862,-0.08963015403819766,-0.03503892038137474,0.3484631102995522,23001
validation,buy,5,5,7,-0.06727741793353587,-0.09429740690430824,-0.04025742896276349,0.33622805361525393,21188
validation,buy,5,5,8,-0.042947234747813264,-0.06967368841112723,-0.016220781084499307,0.31991784439336884,20449
validation,buy,5,5,9,-0.05301057392390731,-0.08110556148929815,-0.024915586358516466,0.298024948024948,19240
validation,buy,5,5,10,-0.10170876322352569,-0.13530628353950783,-0.06811124290754356,0.3072460710895475,18962
test,buy,5,5,1,0.16364834591934466,0.11855858475900882,0.2087381070796805,0.4173391229803015,53659
test,buy,5,5,2,-0.06570320922789867,-0.10455114289930631,-0.02685527555649104,0.4100573844759891,33110
test,buy,5,5,3,-0.06218602536578459,-0.101856540992014,-0.022515509739555184,0.39257695830512523,25111
test,buy,5,5,4,-0.09288770925663702,-0.13702327603273512,-0.0487521424805389,0.3781111489942039,20531
test,buy,5,5,5,-0.09430754660842909,-0.1381964891065019,-0.050418604110356285,0.36738371438225026,17758
test,buy,5,5,6,-0.06609989309754931,-0.11081966449287159,-0.02138012170222703,0.34502614335826326,15109
test,buy,5,5,7,-0.09856558945251441,-0.1469627369973621,-0.05016844190766673,0.33375414233864603,12674
test,buy,5,5,8,-0.025731903972547966,-0.07328921384513272,0.021825405900036787,0.3119402985074627,11390
test,buy,5,5,9,-0.06585395599606224,-0.11991930209051616,-0.011788609901608314,0.2755304382312116,10086
test,buy,5,5,10,-0.23710034682735992,-0.34238704131542563,-0.1318136523392942,0.30857142857142855,8925
validation,buy,5,10,1,0.22871763973980905,0.18579312238692655,0.27164215709269157,0.43588180112570357,42640
validation,buy,5,10,2,0.043537025552996295,0.0035787575993517576,0.08349529350664084,0.4380205781479667,32656
validation,buy,5,10,3,-0.03494905337198215,-0.07426951862173385,0.004371411877769557,0.43759419098506647,29196
validation,buy,5,10,4,-0.017411094432912312,-0.056603433198145134,0.02178124433232051,0.4250499415777769,26531
validation,buy,5,10,5,-0.08466750896260357,-0.12378872866129428,-0.045546289263912854,0.4255454437070302,25163
validation,buy,5,10,6,-0.09516495950308779,-0.13617482232799466,-0.0541550966781809,0.42478260869565215,23000
validation,buy,5,10,7,-0.10088396215443854,-0.14246281309606593,-0.05930511121281115,0.41888128392730706,21185
validation,buy,5,10,8,-0.09134329887257756,-0.13166506182525212,-0.05102153591990299,0.40326762216895756,20443
validation,buy,5,10,9,-0.09613478374582282,-0.13766884040025767,-0.05460072709138796,0.3834555191597775,19233
validation,buy,5,10,10,-0.1616187036085404,-0.2116410590772228,-0.11159634813985797,0.4024062054772835,18951
test,buy,5,10,1,0.18975024164400386,0.12386080869966709,0.25563967458834064,0.4580404586557285,53635
test,buy,5,10,2,-0.07504954834351385,-0.1322187324811061,-0.017880364205921602,0.461810381291921,33098
test,buy,5,10,3,-0.09710539082692489,-0.15577926951822635,-0.03843151213562344,0.4544694072657744,25104
test,buy,5,10,4,-0.10295669054680538,-0.1672243965867961,-0.03868898450681467,0.44233299225259465,20523
test,buy,5,10,5,-0.17270360700556575,-0.23724879230307547,-0.10815842170805604,0.43974987324657766,17751
test,buy,5,10,6,-0.0992915362301856,-0.17072357893685852,-0.02785949352351269,0.4197114111728885,15108
test,buy,5,10,7,-0.09325861158577975,-0.17084676720375092,-0.015670455967808583,0.40697490926305824,12674
test,buy,5,10,8,-0.04921956481918001,-0.12551358373390945,0.027074454095549427,0.3922894528848687,11387
test,buy,5,10,9,-0.0983883997810798,-0.18149200790768322,-0.015284791654476382,0.36040860854904294,10083
test,buy,5,10,10,-0.3953767396199562,-0.5675414950160276,-0.22321198422388477,0.39439147504206395,8915
validation,buy,5,30,1,0.3923782431698074,0.318521666575841,0.4662348197637738,0.4610685588083267,42562
validation,buy,5,30,2,0.0052234089020091875,-0.06780703006253541,0.07825384786655379,0.48072972558638666,32615
validation,buy,5,30,3,-0.10905719473699245,-0.1818783069215682,-0.0362360825524167,0.4834305317324185,29150
validation,buy,5,30,4,-0.09514981683846732,-0.16915417096424967,-0.021145462712684984,0.48675571654969435,26502
validation,buy,5,30,5,-0.09689307523348396,-0.17047691122090797,-0.023309239246059946,0.47756027691573166,25134
validation,buy,5,30,6,-0.16177112407672714,-0.23671644582588255,-0.08682580232757173,0.48244201731865455,22981
validation,buy,5,30,7,-0.1773970650823044,-0.25437798815273055,-0.10041614201187826,0.4767870650529501,21152
validation,buy,5,30,8,-0.23244353043819013,-0.3055157194607146,-0.15937134141566567,0.47729388135012,20413
validation,buy,5,30,9,-0.06219535174639913,-0.13655487273433414,0.012164169241535863,0.4513172966781214,19206
validation,buy,5,30,10,-0.3230986829838881,-0.4081676813183171,-0.23802968464945912,0.4751889235322095,18923
test,buy,5,30,1,0.2561634821093503,0.13471349419007267,0.37761347002862794,0.4807423034557437,53563
test,buy,5,30,2,-0.12450071858975731,-0.23411423830317668,-0.014887198876337923,0.4958855206631573,33054
test,buy,5,30,3,-0.12246259154902728,-0.2376435359858506,-0.007281647112203943,0.49748663528285325,25066
test,buy,5,30,4,-0.22535746918267788,-0.34487172621119255,-0.10584321215416323,0.5009520089830591,20483
test,buy,5,30,5,-0.3680019141768009,-0.48998667223883147,-0.24601715611477032,0.49370944992947813,17725
test,buy,5,30,6,-0.11423848841326767,-0.2551527025246506,0.0266757256981153,0.4831356437611822,15091
test,buy,5,30,7,-0.10688881351373165,-0.26887266565649215,0.055095038629028856,0.47673959402890764,12661
test,buy,5,30,8,-0.20333985393247467,-0.3506354499053924,-0.05604425795955695,0.47387862796833774,11370
test,buy,5,30,9,-0.2702746021069899,-0.4433619659476863,-0.0971872382662935,0.44125533816665014,10069
test,buy,5,30,10,-1.1702510359456875,-1.5592608432790873,-0.7812412286122876,0.4621178057553957,8896
validation,buy,5,60,1,0.4458552847617777,0.3409118842006761,0.5507986853228793,0.46806906786648134,42451
validation,buy,5,60,2,-0.08467574273176068,-0.19191057973575193,0.02255909427223056,0.4916989485334809,32526
validation,buy,5,60,3,-0.11845898526059868,-0.22638655254598156,-0.010531417975215826,0.4932283789357899,29092
validation,buy,5,60,4,-0.16371960394140758,-0.2721242671676474,-0.055314940715167724,0.48982294188861986,26432
validation,buy,5,60,5,-0.05458266282417238,-0.16266133113339806,0.05349600548505331,0.4842453733248245,25072
validation,buy,5,60,6,-0.1754008541800271,-0.28361286907816824,-0.06718883928188595,0.4918261476088757,22939
validation,buy,5,60,7,-0.20514792053768577,-0.3172534391408516,-0.09304240193451996,0.4922581561626971,21119
validation,buy,5,60,8,-0.3111268270910261,-0.41907742390557334,-0.2031762302764789,0.49683311238768596,20367
validation,buy,5,60,9,-0.32848392024961387,-0.43767635533743665,-0.2192914851617911,0.4904853761534852,19181
validation,buy,5,60,10,-0.5406033147273378,-0.65956136625499,-0.42164526319968565,0.49902214704794123,18919
test,buy,5,60,1,0.3882279998603663,0.19808247800162881,0.5783735217191038,0.4835136045510685,53438
test,buy,5,60,2,-0.33891959187658544,-0.5074476604129305,-0.17039152334024033,0.5043059009036327,32978
test,buy,5,60,3,-0.2989464538769023,-0.48090774360445965,-0.1169851641493449,0.5066186762647471,25005
test,buy,5,60,4,-0.3559400113466103,-0.5298992868848306,-0.18198073580839,0.5087341586338504,20437
test,buy,5,60,5,-0.5934436663219655,-0.7816156349857357,-0.40527169765819543,0.5183112919633774,17694
test,buy,5,60,6,-0.4182064909230186,-0.6283063856848774,-0.2081065961611598,0.5099548712503318,15068
test,buy,5,60,7,-0.2229907504643443,-0.49244117400870907,0.04645967308002047,0.5072784810126583,12640
test,buy,5,60,8,-0.28961109085751663,-0.5171874386905342,-0.06203474302449913,0.5018505463517801,11348
test,buy,5,60,9,-0.48148521485999296,-0.7370028192486358,-0.2259676104713501,0.4898406374501992,10040
test,buy,5,60,10,-1.8431899096563866,-2.4842964465678397,-1.2020833727449336,0.4882882882882883,8880
validation,buy,5,300,1,-0.5066248286615571,-0.7305267554999519,-0.28272290182316234,0.4988955582232893,41650
validation,buy,5,300,2,-0.7910606801599349,-1.034452707611579,-0.5476686527082907,0.5141239403134482,31967
validation,buy,5,300,3,-0.6724460705972336,-0.9176675352832855,-0.4272246059111817,0.5141126208152402,28556
validation,buy,5,300,4,-0.43072453047047854,-0.6810418309625372,-0.18040722997841985,0.5077656466246347,26012
validation,buy,5,300,5,0.0017777918496341791,-0.2486375254827004,0.25219310918196874,0.5019234662887224,24695
validation,buy,5,300,6,-0.23582365775112163,-0.49176446049043465,0.020117144988191393,0.5092818218067432,22571
validation,buy,5,300,7,-0.28678926861746795,-0.5510608322387489,-0.022517704996186994,0.5076819342098926,20763
validation,buy,5,300,8,-0.3842230318482837,-0.6332291181148327,-0.13521694558173467,0.5134582793340644,20062
validation,buy,5,300,9,-0.27950115082650306,-0.5348125431311261,-0.02418975852187999,0.5058056306664546,18861
validation,buy,5,300,10,-0.2569778240462505,-0.5206507562029697,0.006695108110468695,0.5101657636392898,18641
test,buy,5,300,1,-0.8366545850886727,-1.3107632505274223,-0.36254591964992317,0.5000285219904547,52591
test,buy,5,300,2,-1.5592545171995278,-1.9566332702217049,-1.1618757641773507,0.5260625501202887,32422
test,buy,5,300,3,-1.3829461032354544,-1.8037290338570737,-0.962163172613835,0.5275033540675692,24597
test,buy,5,300,4,-1.0725705106879397,-1.4919327388676498,-0.6532082825082297,0.5254582484725051,20131
test,buy,5,300,5,-1.9854844640925393,-2.4534139833025574,-1.5175549448825214,0.53392313437123,17407
test,buy,5,300,6,-1.9188156241504966,-2.4156691008491116,-1.4219621474518813,0.5268013468013468,14850
test,buy,5,300,7,-1.265499396920133,-1.830438747589024,-0.7005600462512417,0.5252386345251577,12362
test,buy,5,300,8,-1.3777666900733279,-1.9664996013059048,-0.7890337788407508,0.5327558202490525,11082
test,buy,5,300,9,-3.1216250078026198,-3.9986190148138716,-2.244631000791368,0.5408548403549933,9803
test,buy,5,300,10,-1.4580352600601842,-2.684451453674285,-0.23161906644608332,0.534607854428193,8683
validation,buy,10,1,1,0.051174695001128985,0.0390622264776245,0.06328716352463347,0.27542182732005027,44568
validation,buy,10,1,2,0.006404345359048627,-0.0043641211189182514,0.017172811837015505,0.25593651921596494,33774
validation,buy,10,1,3,-0.0009236798250009658,-0.011234891463413785,0.009387531813411855,0.24090051226745754,29672
validation,buy,10,1,4,-0.013581679905113208,-0.02413218136942813,-0.0030311784407982857,0.22760299625468164,26700
validation,buy,10,1,5,-0.01096874474010191,-0.0212013196022569,-0.0007361698779469183,0.2077585519496053,25082
validation,buy,10,1,6,-0.00925282844034235,-0.019625316551079658,0.0011196596703949568,0.18975864032590126,22829
validation,buy,10,1,7,-0.012445347577028481,-0.02263828331103626,-0.0022524118430206994,0.17561663143058492,21285
validation,buy,10,1,8,-0.013410743158562886,-0.023622878044199217,-0.003198608272926555,0.15942606616181745,20072
validation,buy,10,1,9,-0.02862737015798371,-0.03997530227555787,-0.01727943804040954,0.1485680511525442,18611
validation,buy,10,1,10,-0.054330680257413284,-0.06768894065807371,-0.04097241985675285,0.14565099293776784,16567
test,buy,10,1,1,0.04639004118847983,0.02933785567016056,0.0634422267067991,0.3157486295489069,60564
test,buy,10,1,2,-0.013406660394854922,-0.027834472559357393,0.0010211517696475502,0.27837837837837837,33670
test,buy,10,1,3,-0.016803213318805292,-0.03380912248099448,0.00020269584338388977,0.25075975359342917,24350
test,buy,10,1,4,-0.026010591985713125,-0.04383060998568074,-0.008190573985745509,0.2319422150882825,19936
test,buy,10,1,5,-0.025638587545252535,-0.04143406582892388,-0.009843109261581193,0.21333577354807223,16392
test,buy,10,1,6,-0.026226312295981425,-0.04248079961153615,-0.009971824980426702,0.1916025594938529,13909
test,buy,10,1,7,-0.02025435156045293,-0.04012716248015907,-0.0003815406407467886,0.18396694214876033,12100
test,buy,10,1,8,-0.013624956043807052,-0.032915686607527195,0.00566577451991309,0.1649812734082397,10680
test,buy,10,1,9,-0.018459340376113586,-0.03966889654461479,0.002750215792387621,0.1477581152969276,9211
test,buy,10,1,10,-0.1131275409634259,-0.15933439739931118,-0.0669206845275406,0.16708327851598473,7601
validation,buy,10,5,1,0.11966740219425229,0.08977262565706144,0.14956217873144312,0.39016069665140496,44556
validation,buy,10,5,2,0.031121063776346915,0.0038808548910344923,0.05836127266165934,0.3863474757051434,33752
validation,buy,10,5,3,-0.016450930912252932,-0.042246500000519355,0.00934463817601349,0.3788930834569233,29668
validation,buy,10,5,4,-0.03289184028446307,-0.05946580578032527,-0.006317874788600866,0.36740962727102455,26695
validation,buy,10,5,5,-0.04392320411544923,-0.07072032245101688,-0.017126085779881575,0.3574875373878365,25075
validation,buy,10,5,6,-0.03132894855866765,-0.058648085423900764,-0.004009811693434534,0.3384891771098063,22822
validation,buy,10,5,7,-0.038078279108045766,-0.06398767778482159,-0.012168880431269943,0.33167316637692057,21283
validation,buy,10,5,8,-0.035095927315036336,-0.061642738434320776,-0.008549116195751893,0.31140678726267007,20067
validation,buy,10,5,9,-0.05271399050162454,-0.08054567057399907,-0.02488231042925002,0.30112323319180956,18607
validation,buy,10,5,10,-0.1479925546444243,-0.1849556578059232,-0.11102945148292537,0.31811869830344747,16563
test,buy,10,5,1,0.08375148584213851,0.04268070557593773,0.1248222661083393,0.41976511785401627,60541
test,buy,10,5,2,-0.03794269842590292,-0.07424382238853491,-0.0016415744632709353,0.4050207961972668,33660
test,buy,10,5,3,-0.0334931631932806,-0.07345977857492642,0.006473452188365224,0.38673896968203103,24342
test,buy,10,5,4,-0.042745075372694195,-0.08665096640466463,0.0011608156592762403,0.3722598444946075,19935
test,buy,10,5,5,-0.09959882954816958,-0.14440545965829357,-0.05479219943804559,0.35877722862895844,16389
test,buy,10,5,6,-0.04184774285894707,-0.08722145548895603,0.003525969771061885,0.3346278317152104,13905
test,buy,10,5,7,-0.04376291490087837,-0.09163568747245175,0.004109857670695008,0.3241858158373285,12098
test,buy,10,5,8,0.0002846854967748925,-0.05068641959366883,0.051255790587218616,0.30171364359958797,10679
test,buy,10,5,9,-0.022817799256898058,-0.08353841481768715,0.03790281630389103,0.29125475285171104,9205
test,buy,10,5,10,-0.3992734271402229,-0.5288303443396415,-0.2697165099408043,0.3166206079747335,7599
validation,buy,10,10,1,0.1996710197254608,0.15688236538686748,0.24245967406405414,0.43773440833651495,44527
validation,buy,10,10,2,0.04754007197497967,0.008130258502985953,0.08694988544697338,0.43800942529417,33739
validation,buy,10,10,3,-0.029691294236165514,-0.06790204483967219,0.008519456367341156,0.43849239793682365,29663
validation,buy,10,10,4,-0.06168873957975109,-0.10092648768376208,-0.02245099147574009,0.4360386690647482,26688
validation,buy,10,10,5,-0.07078658422936779,-0.11007069673736214,-0.03150247172137343,0.4287993617869964,25070
validation,buy,10,10,6,-0.08493865307752843,-0.12575824580039502,-0.04411906035466183,0.4168383223035456,22817
validation,buy,10,10,7,-0.07185911895334825,-0.11203170875488111,-0.03168652915181538,0.4097081904045862,21281
validation,buy,10,10,8,-0.06509182176723066,-0.10504086187346334,-0.02514278166099798,0.39553317712747393,20059
validation,buy,10,10,9,-0.07062906845479998,-0.11120712434118268,-0.030051012568417274,0.38086021505376344,18600
validation,buy,10,10,10,-0.22049205483005405,-0.27263290976530763,-0.1683511998948005,0.4004470218678265,16554
test,buy,10,10,1,0.10361983637393908,0.04314269825714642,0.16409697449073174,0.46405142356693163,60517
test,buy,10,10,2,-0.021997967860382855,-0.07409836221725966,0.03010242649649395,0.45667746633772255,33643
test,buy,10,10,3,-0.054285357096418976,-0.11420591860059208,0.005635204407754127,0.45113832497739786,24334
test,buy,10,10,4,-0.07304354773281999,-0.13730822879598525,-0.00877886666965473,0.4420413488558812,19928
test,buy,10,10,5,-0.12722901837267309,-0.19776933571139096,-0.05668870103395521,0.4349099786389991,16385
test,buy,10,10,6,-0.1014937178685182,-0.17303183095231178,-0.02995560478472463,0.41218354430379744,13904
test,buy,10,10,7,-0.062229258356297695,-0.13950357882716696,0.015045062114571572,0.4008927095387667,12098
test,buy,10,10,8,0.010754605380540518,-0.06866234672962226,0.0901715574907033,0.37503511564753256,10679
test,buy,10,10,9,-0.09144028649283371,-0.18309089448602633,0.00021032150035889263,0.3663549369290996,9196
test,buy,10,10,10,-0.7192329156539141,-0.9220345120847725,-0.5164313192230557,0.38793784566763234,7594
validation,buy,10,30,1,0.36567628545667336,0.29180106123408034,0.4395515096792664,0.46150211502115024,44444
validation,buy,10,30,2,-0.026684144526658363,-0.09941181282654504,0.04604352377322832,0.4844032885169026,33693
validation,buy,10,30,3,-0.13411647943448393,-0.20480909038566023,-0.06342386848330764,0.49135835808803674,29624
validation,buy,10,30,4,-0.1467630124416711,-0.220811752816167,-0.07271427206717518,0.4863517060367454,26670
validation,buy,10,30,5,-0.10840818856542811,-0.18178130075198212,-0.03503507637887411,0.4788771761699409,25044
validation,buy,10,30,6,-0.09002435761898905,-0.16270655505608334,-0.017342160181894772,0.4718637520849794,22782
validation,buy,10,30,7,-0.12216919306697276,-0.195235120489406,-0.0491032656445395,0.47506117071334464,21252
validation,buy,10,30,8,-0.09117473519415488,-0.16354928697806287,-0.018800183410246876,0.4680882940471434,20024
validation,buy,10,30,9,-0.11457817509406366,-0.18743179176571584,-0.04172455842241149,0.45749380454692384,18562
validation,buy,10,30,10,-0.4194921433931277,-0.5106624179914625,-0.3283218687947928,0.4721030042918455,16543
test,buy,10,30,1,0.19632447932138394,0.08464623821507367,0.3080027204276942,0.4836857606141831,60438
test,buy,10,30,2,-0.017389514413828105,-0.11779860885798837,0.08301958003033216,0.4892407512128337,33599
test,buy,10,30,3,-0.09406620813300474,-0.20898525080885302,0.020852834542843535,0.49713932908005765,24295
test,buy,10,30,4,-0.1610113779551596,-0.2806466543912235,-0.04137610151909572,0.4971339501206758,19888
test,buy,10,30,5,-0.2935265331384949,-0.4338017158401922,-0.1532513504367976,0.49529282308350653,16358
test,buy,10,30,6,-0.22492167138401783,-0.3557570078516601,-0.09408633491637558,0.4846674344946732,13892
test,buy,10,30,7,-0.3284598559752239,-0.4860891183742545,-0.17083059357619335,0.4832575444398512,12095
test,buy,10,30,8,-0.14088348945531154,-0.30176996720726085,0.02000298829663777,0.4605065666041276,10660
test,buy,10,30,9,-0.11612703158721419,-0.3055419910721039,0.07328792789767555,0.44767505172601546,9183
test,buy,10,30,10,-1.9089375786594398,-2.3737445744787626,-1.4441305828401172,0.4697490092470277,7570
validation,buy,10,60,1,0.37716107753987177,0.27151854713158474,0.4828036079481588,0.47116578264304254,44305
validation,buy,10,60,2,-0.043253951212723726,-0.14995510084943842,0.06344719842399096,0.48837901377853166,33603
validation,buy,10,60,3,-0.14655549234947077,-0.24966920351339172,-0.043441781185549797,0.4968553459119497,29574
validation,buy,10,60,4,-0.11793695800283592,-0.22809438613398486,-0.007779529871686994,0.4872421179211604,26611
validation,buy,10,60,5,-0.08644097066017356,-0.19298013407326114,0.02009819275291401,0.49115646258503404,24990
validation,buy,10,60,6,-0.13684059505188265,-0.24478586404663083,-0.028895326057134477,0.4848698099929627,22736
validation,buy,10,60,7,-0.1753832568237267,-0.28118495923313996,-0.06958155441431345,0.48750824926935044,21214
validation,buy,10,60,8,-0.2198835167917688,-0.3244102684237299,-0.1153567651598077,0.49389755902360943,19992
validation,buy,10,60,9,-0.38403817662199774,-0.48954644647564055,-0.27852990676835493,0.495899870522227,18536
validation,buy,10,60,10,-0.6934753196088451,-0.8215091746009866,-0.5654414646167036,0.5015419967345951,16537
test,buy,10,60,1,0.3011601013234557,0.12561450131818377,0.4767057013287277,0.4851877653927813,60288
test,buy,10,60,2,-0.16245349790998156,-0.3201950999968362,-0.0047118958231269215,0.49944830465511586,33533
test,buy,10,60,3,-0.17298162112315313,-0.34579252431569496,-0.00017071793061126939,0.5074281941234731,24232
test,buy,10,60,4,-0.3199826197576803,-0.49200970787320075,-0.14795553164215983,0.5165566251701024,19841
test,buy,10,60,5,-0.49653478771827275,-0.7029488571511895,-0.290120718285356,0.511421397513626,16329
test,buy,10,60,6,-0.45517423633513265,-0.6446633265455401,-0.26568514612472516,0.5101348914376398,13863
test,buy,10,60,7,-0.5796790942402986,-0.8171666508014078,-0.3421915376791894,0.5129117695745737,12082
test,buy,10,60,8,-0.4406619616073557,-0.6890824879636415,-0.19224143525107001,0.5009396729937982,10642
test,buy,10,60,9,-0.3585511290790946,-0.6676056336107268,-0.04949662454746234,0.4966171977302488,9164
test,buy,10,60,10,-2.920346064080519,-3.704209513299544,-2.136482614861494,0.4903362456976436,7554
validation,buy,10,300,1,-0.6320693349271599,-0.8548448122960646,-0.4092938575582552,0.5040173124294955,43437
validation,buy,10,300,2,-1.003598189843538,-1.2447456501323793,-0.7624507295546967,0.5160107849374413,33009
validation,buy,10,300,3,-0.5372933553420595,-0.7802383833609976,-0.29434832732312133,0.5099927763062846,29071
validation,buy,10,300,4,-0.19433236662443956,-0.4437247932154545,0.05506005996657537,0.5039883973894126,26201
validation,buy,10,300,5,-0.06276115055185577,-0.31206904886175435,0.1865467477580428,0.5020096626202752,24631
validation,buy,10,300,6,0.004375758016233416,-0.2527618873678418,0.2615134034003086,0.5001787949222242,22372
validation,buy,10,300,7,-0.3752424629475573,-0.628941481700523,-0.12154344419459168,0.5118476592478894,20848
validation,buy,10,300,8,-0.1557104219547084,-0.4096655557492438,0.09824471183982697,0.5111449606499111,19695
validation,buy,10,300,9,-0.18915063225316936,-0.4328073702132325,0.05450610570689379,0.5094277389918092,18191
validation,buy,10,300,10,-0.5345819638792277,-0.8078367806445712,-0.2613271471138843,0.5126508607486369,16323
test,buy,10,300,1,-1.122716205387486,-1.5594773999379719,-0.6859550108370001,0.5023523261892315,59303
test,buy,10,300,2,-1.3490853687282685,-1.736041603390294,-0.9621291340662431,0.5215587718767032,33026
test,buy,10,300,3,-1.117904094380744,-1.5242455078642578,-0.7115626808972301,0.5247914832977074,23859
test,buy,10,300,4,-1.275504059765693,-1.6884774463355958,-0.8625306731957902,0.5295985251945924,19528
test,buy,10,300,5,-1.5226561780617802,-1.9887485902152726,-1.0565637659082878,0.5310572549996885,16051
test,buy,10,300,6,-1.6758758659133375,-2.1894492687033473,-1.1623024631233276,0.5196596244131455,13632
test,buy,10,300,7,-2.0601353388345385,-2.6478019048655828,-1.4724687728034942,0.541108662485167,11798
test,buy,10,300,8,-1.6498004879138974,-2.2651501232437123,-1.0344508525840828,0.5354875937680323,10398
test,buy,10,300,9,-1.9369062376718253,-2.699455512581753,-1.1743569627618977,0.5367458458793354,8967
test,buy,10,300,10,-2.5201023027201948,-4.077943576449256,-0.962261028991134,0.5582405647569916,7366
validation,buy,30,1,1,0.027908681956066227,0.01625924238489059,0.03955812152724186,0.27821274851403976,48790
validation,buy,30,1,2,0.0031896526507032455,-0.007507622941662347,0.01388692824306884,0.2515502214602086,34995
validation,buy,30,1,3,-0.004421959450837047,-0.014501131969518279,0.0056572130678441855,0.2270339906847686,30273
validation,buy,30,1,4,-0.011814300400005076,-0.021929500265337708,-0.001699100534672442,0.22124968739952128,27991
validation,buy,30,1,5,-0.009532848523396177,-0.020092533633674668,0.0010268365868823133,0.2074762658227848,25280
validation,buy,30,1,6,-0.0028006201637135663,-0.013219613790992749,0.007618373463565615,0.18911022576361222,22590
validation,buy,30,1,7,-0.006235512780234691,-0.016567202398351834,0.0040961768378824535,0.17731047545043951,20591
validation,buy,30,1,8,-0.013825847269177691,-0.02381999334547104,-0.0038317011928843455,0.16267818125065028,19222
validation,buy,30,1,9,-0.004608242451272778,-0.015050526588609297,0.00583404168606374,0.13867440854901475,16189
validation,buy,30,1,10,-0.043961500499298846,-0.056572283305911276,-0.031350717692686415,0.1374726187778533,13239
test,buy,30,1,1,0.023343126687756472,0.008285871247239007,0.03840038212827394,0.31001221168754545,72881
test,buy,30,1,2,-0.009451841642298994,-0.022813352772065414,0.003909669487467425,0.25683156654888106,33960
test,buy,30,1,3,-0.01219925300083186,-0.026302843937467978,0.0019043379358042543,0.23656047270773936,24201
test,buy,30,1,4,-0.016778687541635137,-0.03488735029615786,0.0013299752128875866,0.2292113807715591,18171
test,buy,30,1,5,-0.017125546970512457,-0.03446915262851473,0.00021805868748981522,0.20814041876857162,14471
test,buy,30,1,6,-0.010918488437612634,-0.028543543438232094,0.006706566563006826,0.19877750611246944,12270
test,buy,30,1,7,-0.02412014533409358,-0.04141609266761113,-0.006824198000576029,0.1833805292451909,10241
test,buy,30,1,8,-0.02144264832620031,-0.04477469857624455,0.0018894019238439239,0.15964815832875207,9095
test,buy,30,1,9,-0.012564331268192749,-0.03357423598903364,0.00844557345264814,0.14399180117858057,7806
test,buy,30,1,10,-0.11911875719620808,-0.1876391808174035,-0.05059833357501266,0.1685160804965206,5317
validation,buy,30,5,1,0.08591822387639021,0.05659603397315045,0.11524041377962997,0.3915815803501866,48774
validation,buy,30,5,2,-0.003008180437758873,-0.029990156156939667,0.02397379528142192,0.39016580903373355,34980
validation,buy,30,5,3,-0.0313501477626271,-0.05705142694729956,-0.005648868577954647,0.37394263811789585,30264
validation,buy,30,5,4,-0.044633429640271303,-0.07015265851920992,-0.01911420076133269,0.36986350318016153,27986
validation,buy,30,5,5,-0.024298947312552045,-0.04999214399812385,0.0013942493730197646,0.3538394587965344,25277
validation,buy,30,5,6,-0.018443622567132355,-0.04502662849886711,0.0081393833646024,0.34003364916319845,22586
validation,buy,30,5,7,-0.004253595415407933,-0.03115444922966888,0.022647258398853013,0.3243794627677661,20587
validation,buy,30,5,8,-0.001904262468614978,-0.0273551534108069,0.023546628473576945,0.3084530501769727,19212
validation,buy,30,5,9,-0.008606457005702391,-0.035599880203205765,0.018386966191800982,0.2914169189890626,16183
validation,buy,30,5,10,-0.17676348960685273,-0.21144362956034848,-0.14208334965335698,0.30085353878691745,13239
test,buy,30,5,1,0.06797596268220318,0.031419798594286744,0.10453212677011962,0.41744787734877914,72857
test,buy,30,5,2,-0.030772143282024243,-0.06528720740901686,0.0037429208449683803,0.39027192646495595,33943
test,buy,30,5,3,-0.07705227674622492,-0.11437835090068009,-0.039726202591769746,0.38633545507150535,24194
test,buy,30,5,4,-0.01574839249482084,-0.05899020971330912,0.027493424723667437,0.367563700401739,18171
test,buy,30,5,5,-0.024872214026898296,-0.06786186746249483,0.01811743940869823,0.3463478681500933,14471
test,buy,30,5,6,-0.03277418368653769,-0.08039110723365499,0.014842739860579601,0.34335778321108396,12270
test,buy,30,5,7,-0.09521192845751139,-0.14385547852036903,-0.046568378394653755,0.3233082706766917,10241
test,buy,30,5,8,-0.09637992309464674,-0.15182193474407213,-0.04093791144522136,0.2945770542294577,9091
test,buy,30,5,9,-0.058162389826639196,-0.11417274018141355,-0.0021520394718648403,0.2762112278902845,7802
test,buy,30,5,10,-0.47985323679330355,-0.6602126811701045,-0.29949379241650265,0.29907773386034253,5313
validation,buy,30,10,1,0.13846656568953405,0.09606498653931192,0.1808681448397562,0.4414039262343843,48749
validation,buy,30,10,2,0.0010734755405116647,-0.03812302619837744,0.04026997727940077,0.4472916547503289,34966
validation,buy,30,10,3,-0.06407463716160232,-0.10131030982837795,-0.026838964494826686,0.44236235045277283,30258
