sequence,side,strong_minus_weak_markout,quote_survival_difference,dynamic_vs_static_improvement,count
stratified_null_47,combined,1.5268047270138712,0.011781617340389738,1.4970927464513426,4868
stratified_null_48,buy,0.11128875705473967,-0.02662083755727357,1.8331671213654612,2358
stratified_null_48,sell,2.620620220938143,0.03846019259839878,1.5396567308313902,2510
stratified_null_48,combined,1.3065777802320604,0.00540490198857313,1.5838703017115991,4868
stratified_null_49,buy,1.5189485553902355,3.235358462305715e-05,2.5939370471007877,2358
stratified_null_49,sell,-2.3308525263474302,-0.020428587425116163,-0.9494453853201543,2510
stratified_null_49,combined,-0.41491776955269527,-0.008596903964593616,0.8179990198549776,4868
stratified_null_50,buy,-0.2981435277629478,-0.023054240014297234,-1.7305693023714255,2358
stratified_null_50,sell,-0.1722449185347122,0.02632481384021046,0.9490130911617294,2510
stratified_null_50,combined,-0.3380270035080031,0.00032515255445192404,-0.4542831069449517,4868
stratified_null_51,buy,0.284193469846379,-0.009684506330518095,1.7448228559100218,2358
stratified_null_51,sell,-0.19046207002396265,0.02689519063882201,-0.45779939348246446,2510
stratified_null_51,combined,-0.03834991031391764,0.009224128506120421,0.5316847240247596,4868
stratified_null_52,buy,-0.6518248844476316,-0.0024650350189037162,2.6256915925648294,2358
stratified_null_52,sell,0.004623699008968949,0.01354207491181908,-0.3097351622832697,2510
stratified_null_52,combined,-0.3683444442546069,0.007319374314162963,1.0579180082928044,4868
stratified_null_53,buy,0.06435068788763931,-0.0027808676307007896,0.7594127447433526,2358
stratified_null_53,sell,1.0584994754054589,-0.0032717932926487614,2.372862392362732,2510
stratified_null_53,combined,0.45244773815044836,-0.0028595608213442536,1.4666977126355079,4868
stratified_null_54,buy,-0.4281741009493728,-0.018037893750828093,0.9072135018848216,2358
stratified_null_54,sell,0.3410496953188604,0.037851324113991336,1.1670600938956295,2510
stratified_null_54,combined,-0.17151227061008847,0.00923020233964067,0.9013421119600116,4868
stratified_null_55,buy,1.4402343911705162,0.023872323511195837,3.1095500668409652,2358
stratified_null_55,sell,-0.8804568630293228,0.01951528469850511,-0.20036661278166035,2510
stratified_null_55,combined,0.17601516917163992,0.021953263875672646,1.3354836543264426,4868
stratified_null_56,buy,1.7086910296840307,0.014428158095020904,4.295868108646102,2358
stratified_null_56,sell,0.9433006143546501,0.021037455909523495,1.4715823436443276,2510
stratified_null_56,combined,1.1919805403100732,0.016858937241102878,2.718002110508755,4868
stratified_null_57,buy,1.2370447678227492,0.003326256628633173,4.01966698120864,2358
stratified_null_57,sell,-0.24170356214542763,0.024879626000783805,0.7010398751119411,2510
stratified_null_57,combined,0.3857861056091205,0.013042140256963597,2.2201340421813383,4868
stratified_null_58,buy,0.033311332087057166,-0.0033046875722178015,1.3773650082940767,2358
stratified_null_58,sell,0.3122799189708,0.027427075751637664,1.3582005789847802,2510
stratified_null_58,combined,0.1541835650440773,0.013687586299051313,1.3445793622686473,4868
stratified_null_59,buy,-1.390833780442198,-0.0260970176157565,-2.8060076284831554,2358
stratified_null_59,sell,-0.7193083134329283,0.013580566597614918,0.5769545653635417,2510
stratified_null_59,combined,-1.1570625606136982,-0.006673928272075358,-1.174760806116269,4868
stratified_null_60,buy,0.2934160393594376,-0.013337380099156027,2.8302236734024877,2358
stratified_null_60,sell,-1.0586572449687035,-0.017233777504059133,-1.663147603398559,2510
stratified_null_60,combined,-0.4648091287170028,-0.014302663173537511,0.4529722299447347,4868
stratified_null_61,buy,1.4246698734116596,0.01556207420371658,4.836682042241826,2358
stratified_null_61,sell,0.394442053402398,-0.00806575779631602,-0.6316854762148132,2510
stratified_null_61,combined,0.8749633606026386,0.006050348030660735,1.9995565062083864,4868
stratified_null_62,buy,0.8808951644250755,-0.015562074203716636,4.122434012621383,2358
stratified_null_62,sell,-1.481423667544153,0.0008748110408152154,-2.3435490403134325,2510
stratified_null_62,combined,-0.39026656936611953,-0.007946598855689768,0.7362420540614762,4868
stratified_null_63,buy,-0.06560503930748818,-0.009706075386933521,1.256885042912562,2358
stratified_null_63,sell,-0.3548929118791899,-0.0009133027266110538,-0.030559526683930305,2510
stratified_null_63,combined,-0.2780102180789416,-0.00477038884682196,0.5300294925739162,4868
stratified_null_64,buy,-0.545330984562991,-0.017743630195446447,1.303686854263328,2358
stratified_null_64,sell,0.15396585582980893,0.027427075751637664,0.6074855311080233,2510
stratified_null_64,combined,-0.2811596943352376,0.006053992330772862,0.8486178178985265,4868
stratified_null_65,buy,2.526052722174008,0.006074770674710905,2.2690441842104834,2358
stratified_null_65,sell,0.29844587147492513,0.04378604221488164,0.5781366094614597,2510
stratified_null_65,combined,1.3800183227479121,0.02323443782621548,1.3996248120194283,4868
stratified_null_66,buy,-0.7902163546987537,-0.022149880291736923,2.086942833442321,2358
stratified_null_66,sell,-0.5616221456843359,0.006505094899501684,-0.24086248187976117,2510
stratified_null_66,combined,-0.7324830734442325,-0.006693364539340219,0.8271067499977427,4868
stratified_null_67,buy,-0.9590530056488735,-0.037220488138559604,1.0737196249115974,2358
stratified_null_67,sell,0.06880349079349965,0.01586207379206095,1.0793282861391125,2510
stratified_null_67,combined,-0.4767423587257016,-0.010473718522357789,1.0291633177507264,4868
stratified_null_68,buy,-1.2232318626598406,-0.03384030886888789,-1.94964725669069,2358
stratified_null_68,sell,0.32779933712158105,0.02689519063882201,0.13671927562177086,2510
stratified_null_68,combined,-0.5113891587102695,-0.0034989330299116106,-0.9618925025043816,4868
stratified_null_69,buy,1.1756296534876922,0.029204502386461995,2.062897088882892,2358
stratified_null_69,sell,-1.5479273267637836,-0.02107594759531939,-0.34490415620390547,2510
stratified_null_69,combined,-0.21864056734608736,0.007946598855689713,0.8313675036268002,4868
stratified_null_70,buy,0.7009844165883787,-0.005256687177812247,1.8860273824626035,2358
stratified_null_70,sell,0.773073551262127,0.05375188959184812,2.9424597976403275,2510
stratified_null_70,combined,0.6984405230990581,0.025145265851693188,2.3908144199927857,4868
