side,formation_window,horizon,component,subgroup_type,subgroup,low_mean_markout_bps,high_mean_markout_bps,high_minus_low_markout_bps,rank_correlation,observation_count,low_count,high_count
buy,1,60,P2_market_cancel_raw,all,all,-0.6976749460639388,0.5004601989278059,1.1981351449917446,0.049140738340113246,207528,51083,25039
buy,1,60,P3_full_raw,all,all,0.8526992746816185,-1.1243543845963793,-1.9770536592779977,-0.052241601760896504,207528,46947,28178
buy,1,60,P3_depth_normalized,all,all,0.18590304070980265,-0.8698566124996387,-1.0557596532094413,-0.022838502684993427,207528,74595,22349
buy,1,60,inverse_depth_denominator,all,all,1.0816232951715232,-1.0073278334199571,-2.0889511285914804,-0.0649139798127771,207528,15654,51510
buy,1,300,market_flow,all,all,-0.9434020000160609,,,0.003016593242153461,203928,150164,0
buy,1,300,cancellation,all,all,-2.392811281175829,-1.5989010084121693,0.7939102727636596,0.01653692828437284,203928,70285,9481
buy,1,300,negative_replenishment,all,all,-0.16025199433712609,-1.9437691333871303,-1.7835171390500042,-0.01873907948111618,203928,33737,31597
buy,1,300,P2_market_cancel_raw,all,all,-1.6233436574979667,-1.1511936912449043,0.4721499662530624,0.016654027324881773,203928,50156,24610
buy,1,300,P3_full_raw,all,all,-0.5794745880324098,-1.3752289120064785,-0.7957543239740686,-0.015854042182335427,203928,46203,27612
buy,1,300,P3_depth_normalized,all,all,-0.7869057052122445,-1.9859737713601266,-1.1990680661478823,-0.013185616547073798,203928,73382,21879
buy,1,300,inverse_depth_denominator,all,all,-1.3641632427101622,-1.5477561768001988,-0.18359293409003663,-0.009909859085831942,203928,15428,50558
buy,2,1,market_flow,all,all,0.004581627485514663,,,-0.008048596573240575,208413,116007,0
buy,2,1,cancellation,all,all,-0.15130048031806953,0.15948460407860335,0.31078508439667285,0.09148637389161056,208413,49454,23237
buy,2,1,negative_replenishment,all,all,0.2978820427041599,-0.17820866153828488,-0.4760907042424448,-0.13846615954917754,208413,33036,32245
buy,2,1,P2_market_cancel_raw,all,all,-0.12892231082162897,0.14499840692480018,0.2739207177464291,0.08516269706495375,208413,48802,23430
buy,2,1,P3_full_raw,all,all,0.27558359856622283,-0.1428494541381925,-0.41843305270441533,-0.1282569572695674,208413,48219,27307
buy,2,1,P3_depth_normalized,all,all,0.08194977700248256,-0.06822682637964438,-0.15017660338212693,-0.05548852390572422,208413,79137,21016
buy,2,1,inverse_depth_denominator,all,all,0.2657922580281721,-0.18749214940857295,-0.45328440743674503,-0.1309359357487834,208413,14890,51928
buy,2,5,market_flow,all,all,-0.0005002396685383968,,,-0.013337433265741643,208353,115966,0
buy,2,5,cancellation,all,all,-0.4312814890483918,0.4272472446080889,0.8585287336564806,0.11744346484102988,208353,49435,23234
buy,2,5,negative_replenishment,all,all,0.6792766282714618,-0.525104374768425,-1.2043810030398867,-0.14809993625013687,208353,33033,32235
buy,2,5,P2_market_cancel_raw,all,all,-0.3666230397993763,0.37338795465463204,0.7400109944540083,0.1106050732847379,208353,48781,23427
buy,2,5,P3_full_raw,all,all,0.5570771676327253,-0.3796865374479389,-0.9367637050806642,-0.11789323892912909,208353,48205,27304
buy,2,5,P3_depth_normalized,all,all,0.13918430593935455,-0.13208521958395297,-0.2712695255233075,-0.024441781011674,208353,79111,21013
