policy,selected_n,fill_rate,avg_markout_per_fill,avg_spread_capture_ticks,expected_value_per_opportunity,expected_value_per_fill,fraction_adverse_fills
post_every_eligible,1862,0.45703544575725025,-2.0169999940902517,0.715359828141783,-0.5391305023483715,-1.1796251414484926,0.3269476372924649
top_predicted_fill_probability,186,0.7741935483870968,-5.684234877152739,1.0994623655913978,-3.482418399516098,-4.498123766041627,0.9513888888888888
top_predicted_posting_value,186,0.46774193548387094,-0.3205548344291553,1.0241935483870968,0.29441790002507257,0.629445165570845,0.5632183908045977
reject_predicted_toxic,159,0.41509433962264153,-0.27092144800923107,1.0,0.2724477008263569,0.6563512792634962,0.3787878787878788
