regime,n,mean_trade_depletion_share,mean_time_to_fill,adverse_fill_rate,mean_signed_markout,mean_pred_fill_prob,mean_pred_value
cancel_driven,16,0.4650862068965517,25.6875,0.0,0.2702777000176866,0.5970658467841842,0.6966426259051313
trade_driven,835,0.8648948540956954,48.31736526946108,0.33376792698826596,-2.0647137399908084,0.708359611171305,-1.6001550252473868
