queue_ahead_fraction,orders,fill_rate,mean_signed_markout_cond_fill,adverse_fill_rate_cond_fill
0.1,9304,0.5848022355975925,-1.6029897394206505,0.26933830382106244
0.2,9304,0.548688736027515,-1.8357517472801288,0.27099463966646814
0.45,9304,0.5327815993121238,-1.9491029916685016,0.26426672121088157
