step,best_bid,best_ask,mid_price,spread,bid_depth,ask_depth,imbalance,last_trade_price
72,9999,10000,9999.5,1,208,182,0.06666666666666667,9999
73,9999,10000,9999.5,1,208,192,0.04,9999
74,9999,10000,9999.5,1,216,192,0.058823529411764705,9999
75,9999,10000,9999.5,1,216,198,0.043478260869565216,9999
76,9999,10000,9999.5,1,208,198,0.024630541871921183,9999
77,9999,10000,9999.5,1,208,206,0.004830917874396135,9999
78,9999,10000,9999.5,1,210,206,0.009615384615384616,9999
79,9999,10000,9999.5,1,213,206,0.016706443914081145,9999
80,9999,10000,9999.5,1,219,206,0.03058823529411765,9999
81,9999,10000,9999.5,1,219,213,0.013888888888888888,9999
82,9999,10000,9999.5,1,219,217,0.0045871559633027525,9999
83,9999,10000,9999.5,1,219,225,-0.013513513513513514,9999
84,9999,10000,9999.5,1,219,232,-0.028824833702882482,9999
85,9999,10000,9999.5,1,222,232,-0.022026431718061675,9999
86,9999,10000,9999.5,1,230,232,-0.004329004329004329,9999
87,9999,10000,9999.5,1,239,232,0.014861995753715499,9999
88,9999,10000,9999.5,1,243,232,0.023157894736842106,9999
89,9999,10000,9999.5,1,243,222,0.04516129032258064,10000
90,9999,10000,9999.5,1,234,222,0.02631578947368421,9999
91,9999,10000,9999.5,1,234,224,0.021834061135371178,9999
92,9999,10000,9999.5,1,234,232,0.004291845493562232,9999
93,9999,10000,9999.5,1,234,234,0.0,9999
94,9999,10000,9999.5,1,234,236,-0.00425531914893617,9999
95,9999,10000,9999.5,1,235,236,-0.0021231422505307855,9999
96,9999,10000,9999.5,1,242,236,0.012552301255230125,9999
97,9999,10000,9999.5,1,242,245,-0.006160164271047228,9999
98,9999,10000,9999.5,1,242,251,-0.018255578093306288,9999
99,9999,10000,9999.5,1,249,251,-0.004,9999
100,9999,10000,9999.5,1,256,251,0.009861932938856016,9999
101,9999,10000,9999.5,1,256,255,0.0019569471624266144,9999
102,9999,10000,9999.5,1,256,263,-0.01348747591522158,9999
103,9999,10000,9999.5,1,256,265,-0.01727447216890595,9999
104,9999,10000,9999.5,1,256,269,-0.024761904761904763,9999
105,9999,10000,9999.5,1,256,272,-0.030303030303030304,9999
106,9999,10000,9999.5,1,256,265,-0.01727447216890595,10000
107,9999,10000,9999.5,1,260,265,-0.009523809523809525,10000
108,9999,10000,9999.5,1,260,269,-0.017013232514177693,10000
109,9999,10000,9999.5,1,276,269,0.012844036697247707,10000
110,9999,10000,9999.5,1,283,269,0.025362318840579712,10000
111,9999,10000,9999.5,1,283,277,0.010714285714285714,10000
112,9999,10000,9999.5,1,285,277,0.014234875444839857,10000
113,9999,10000,9999.5,1,291,277,0.02464788732394366,10000
114,9999,10000,9999.5,1,291,280,0.01926444833625219,10000
115,9999,10000,9999.5,1,291,284,0.01217391304347826,10000
116,9999,10000,9999.5,1,291,288,0.0051813471502590676,10000
117,9999,10000,9999.5,1,297,288,0.015384615384615385,10000
118,9999,10000,9999.5,1,301,288,0.022071307300509338,10000
119,9999,10000,9999.5,1,308,288,0.03355704697986577,10000
120,9999,10000,9999.5,1,315,288,0.04477611940298507,10000
121,9999,10000,9999.5,1,315,278,0.06239460370994941,10000
122,9999,10000,9999.5,1,323,278,0.07487520798668885,10000
123,9999,10000,9999.5,1,315,278,0.06239460370994941,9999
124,9999,10000,9999.5,1,319,278,0.06867671691792294,9999
125,9999,10000,9999.5,1,326,278,0.07947019867549669,9999
126,9999,10000,9999.5,1,329,278,0.08401976935749589,9999
127,9999,10000,9999.5,1,329,280,0.08045977011494253,9999
128,9999,10000,9999.5,1,329,281,0.07868852459016394,9999
129,9999,10000,9999.5,1,329,293,0.05787781350482315,9999
130,9999,10000,9999.5,1,329,298,0.049441786283891544,9999
131,9999,10000,9999.5,1,329,300,0.046104928457869634,9999
132,9999,10000,9999.5,1,329,306,0.03622047244094488,9999
133,9999,10000,9999.5,1,329,322,0.010752688172043012,9999
134,9999,10000,9999.5,1,329,318,0.017001545595054096,10000
135,9999,10000,9999.5,1,329,311,0.028125,10000
136,9999,10000,9999.5,1,337,311,0.040123456790123455,10000
137,9999,10000,9999.5,1,340,311,0.0445468509984639,10000
138,9999,10000,9999.5,1,345,311,0.051829268292682924,10000
139,9999,10000,9999.5,1,345,303,0.06481481481481481,10000
140,9999,10000,9999.5,1,349,303,0.0705521472392638,10000
141,9999,10000,9999.5,1,344,303,0.0633693972179289,9999
142,9999,10000,9999.5,1,332,303,0.04566929133858268,9999
143,9999,10000,9999.5,1,332,304,0.0440251572327044,9999
144,9999,10000,9999.5,1,338,304,0.0529595015576324,9999
145,9999,10000,9999.5,1,338,311,0.04160246533127889,9999
146,9999,10000,9999.5,1,338,325,0.0196078431372549,9999
147,9999,10000,9999.5,1,338,333,0.007451564828614009,9999
148,9999,10000,9999.5,1,338,337,0.0014814814814814814,9999
149,9999,10000,9999.5,1,327,337,-0.015060240963855422,9999
150,9999,10000,9999.5,1,327,338,-0.016541353383458645,9999
151,9999,10000,9999.5,1,331,338,-0.01046337817638266,9999
152,9999,10000,9999.5,1,331,343,-0.017804154302670624,9999
153,9999,10000,9999.5,1,331,345,-0.020710059171597635,9999
154,9999,10000,9999.5,1,343,345,-0.0029069767441860465,9999
155,9999,10000,9999.5,1,351,345,0.008620689655172414,9999
156,9999,10000,9999.5,1,355,345,0.014285714285714285,9999
157,9999,10000,9999.5,1,355,353,0.002824858757062147,9999
158,9999,10000,9999.5,1,355,359,-0.0056022408963585435,9999
159,9999,10000,9999.5,1,355,363,-0.011142061281337047,9999
160,9999,10000,9999.5,1,355,354,0.0014104372355430183,10000
161,9999,10000,9999.5,1,359,354,0.0070126227208976155,10000
162,9999,10000,9999.5,1,359,358,0.001394700139470014,10000
163,9999,10000,9999.5,1,359,361,-0.002777777777777778,10000
164,9999,10000,9999.5,1,343,361,-0.02556818181818182,10000
165,9999,10000,9999.5,1,351,361,-0.014044943820224719,10000
166,9999,10000,9999.5,1,351,353,-0.002840909090909091,10000
167,9999,10000,9999.5,1,356,353,0.004231311706629055,10000
168,9999,10000,9999.5,1,363,353,0.013966480446927373,10000
169,9999,10000,9999.5,1,366,353,0.01808066759388039,10000
170,9999,10000,9999.5,1,366,368,-0.0027247956403269754,10000
171,9999,10000,9999.5,1,366,372,-0.008130081300813009,10000
172,9999,10000,9999.5,1,366,377,-0.014804845222072678,10000
173,9999,10000,9999.5,1,366,379,-0.0174496644295302,10000
174,9999,10000,9999.5,1,366,384,-0.024,10000
175,9999,10000,9999.5,1,366,387,-0.027888446215139442,10000
176,9999,10000,9999.5,1,366,394,-0.03684210526315789,10000
177,9999,10000,9999.5,1,366,395,-0.03810775295663601,10000
178,9999,10000,9999.5,1,376,395,-0.02464332036316472,10000
179,9999,10000,9999.5,1,378,395,-0.02199223803363519,10000
180,9999,10000,9999.5,1,382,395,-0.01673101673101673,10000
181,9999,10000,9999.5,1,385,395,-0.01282051282051282,10000
182,9999,10000,9999.5,1,390,395,-0.006369426751592357,10000
183,9999,10000,9999.5,1,390,397,-0.008894536213468869,10000
184,9999,10000,9999.5,1,390,405,-0.018867924528301886,10000
185,9999,10000,9999.5,1,390,412,-0.02743142144638404,10000
186,9999,10000,9999.5,1,390,413,-0.028642590286425903,10000
187,9999,10000,9999.5,1,390,406,-0.020100502512562814,10000
188,9999,10000,9999.5,1,398,406,-0.009950248756218905,10000
189,9999,10000,9999.5,1,398,413,-0.018495684340320593,10000
190,9999,10000,9999.5,1,404,413,-0.011015911872705019,10000
191,9999,10000,9999.5,1,407,413,-0.007317073170731708,10000
192,9999,10000,9999.5,1,407,421,-0.016908212560386472,10000
193,9999,10000,9999.5,1,394,421,-0.033128834355828224,9999
194,9999,10000,9999.5,1,401,421,-0.024330900243309004,9999
195,9999,10000,9999.5,1,401,403,-0.0024875621890547263,10000
196,9999,10000,9999.5,1,401,407,-0.007425742574257425,10000
197,9999,10000,9999.5,1,401,409,-0.009876543209876543,10000
198,9999,10000,9999.5,1,401,395,0.007537688442211055,10000
199,9999,10000,9999.5,1,388,395,-0.008939974457215836,9999
200,9999,10000,9999.5,1,388,375,0.01703800786369594,10000
201,9999,10000,9999.5,1,388,382,0.007792207792207792,10000
202,9999,10000,9999.5,1,391,382,0.01164294954721863,10000
203,9999,10000,9999.5,1,393,382,0.014193548387096775,10000
204,9999,10000,9999.5,1,393,383,0.01288659793814433,10000
205,9999,10000,9999.5,1,393,391,0.002551020408163265,10000
206,9999,10000,9999.5,1,393,399,-0.007575757575757576,10000
207,9999,10000,9999.5,1,397,399,-0.002512562814070352,10000
208,9999,10000,9999.5,1,397,406,-0.0112079701120797,10000
209,9999,10000,9999.5,1,398,406,-0.009950248756218905,10000
210,9999,10000,9999.5,1,398,381,0.021822849807445442,10000
211,9999,10000,9999.5,1,398,357,0.054304635761589407,10000
212,9999,10000,9999.5,1,405,357,0.06299212598425197,10000
213,9999,10000,9999.5,1,410,357,0.06910039113428944,10000
214,9999,10000,9999.5,1,417,357,0.07751937984496124,10000
215,9999,10000,9999.5,1,417,359,0.07474226804123711,10000
216,9999,10000,9999.5,1,417,375,0.05303030303030303,10000
217,9999,10000,9999.5,1,424,375,0.06132665832290363,10000
218,9999,10000,9999.5,1,424,353,0.09137709137709138,10000
219,9999,10000,9999.5,1,425,353,0.09254498714652956,10000
220,9999,10000,9999.5,1,432,353,0.10063694267515924,10000
221,9999,10000,9999.5,1,432,362,0.08816120906801007,10000
222,9999,10000,9999.5,1,435,362,0.09159347553324969,10000
223,9999,10000,9999.5,1,435,336,0.12840466926070038,10000
224,9999,10000,9999.5,1,435,349,0.1096938775510204,10000
225,9999,10000,9999.5,1,435,354,0.10266159695817491,10000
226,9999,10000,9999.5,1,435,362,0.09159347553324969,10000
227,9999,10000,9999.5,1,435,368,0.08343711083437111,10000
228,9999,10000,9999.5,1,435,373,0.07673267326732673,10000
229,9999,10000,9999.5,1,443,373,0.0857843137254902,10000
230,9999,10000,9999.5,1,443,353,0.11306532663316583,10000
231,9999,10000,9999.5,1,443,360,0.10336239103362391,10000
232,9999,10000,9999.5,1,443,344,0.12579415501905972,10000
233,9999,10000,9999.5,1,443,350,0.11727616645649433,10000
234,9999,10000,9999.5,1,443,366,0.09517923362175525,10000
235,9999,10000,9999.5,1,443,381,0.07524271844660194,10000
236,9999,10000,9999.5,1,443,397,0.05476190476190476,10000
237,9999,10000,9999.5,1,444,397,0.0558858501783591,10000
238,9999,10000,9999.5,1,447,397,0.05924170616113744,10000
239,9999,10000,9999.5,1,447,380,0.08101571946795647,10000
240,9999,10000,9999.5,1,453,380,0.08763505402160865,10000
241,9999,10000,9999.5,1,453,385,0.081145584725537,10000
242,9999,10000,9999.5,1,453,387,0.07857142857142857,10000
243,9999,10000,9999.5,1,460,387,0.08618654073199528,10000
244,9999,10000,9999.5,1,460,392,0.07981220657276995,10000
245,9999,10000,9999.5,1,460,397,0.073512252042007,10000
246,9999,10000,9999.5,1,460,401,0.06852497096399536,10000
247,9999,10000,9999.5,1,460,405,0.06358381502890173,10000
248,9999,10000,9999.5,1,460,410,0.05747126436781609,10000
249,9999,10000,9999.5,1,461,410,0.05855338691159587,10000
250,9999,10000,9999.5,1,464,410,0.06178489702517163,10000
251,9999,10000,9999.5,1,464,417,0.053348467650397274,10000
252,9999,10000,9999.5,1,464,424,0.04504504504504504,10000
253,9999,10000,9999.5,1,445,424,0.024165707710011506,10000
254,9999,10000,9999.5,1,445,437,0.009070294784580499,10000
255,9999,10000,9999.5,1,445,443,0.0022522522522522522,10000
256,9999,10000,9999.5,1,445,450,-0.00558659217877095,10000
257,9999,10000,9999.5,1,445,452,-0.007803790412486065,10000
258,9999,10000,9999.5,1,445,453,-0.008908685968819599,10000
259,9999,10000,9999.5,1,445,455,-0.011111111111111112,10000
260,9999,10000,9999.5,1,451,455,-0.004415011037527594,10000
261,9999,10000,9999.5,1,456,455,0.0010976948408342481,10000
262,9999,10000,9999.5,1,456,463,-0.007616974972796518,10000
263,9999,10000,9999.5,1,456,465,-0.009771986970684038,10000
264,9999,10000,9999.5,1,462,465,-0.003236245954692557,10000
265,9999,10000,9999.5,1,477,465,0.012738853503184714,10000
266,9999,10000,9999.5,1,477,446,0.03358613217768147,10000
267,9999,10000,9999.5,1,477,436,0.044906900328587074,10000
268,9999,10000,9999.5,1,483,436,0.051142546245919476,10000
269,9999,10000,9999.5,1,483,437,0.05,10000
270,9999,10000,9999.5,1,483,438,0.048859934853420196,10000
271,9999,10000,9999.5,1,473,438,0.038419319429198684,9999
272,9999,10000,9999.5,1,462,438,0.02666666666666667,9999
273,9999,10000,9999.5,1,456,438,0.020134228187919462,9999
274,9999,10000,9999.5,1,456,443,0.014460511679644048,9999
275,9999,10000,9999.5,1,456,445,0.01220865704772475,9999
276,9999,10000,9999.5,1,464,445,0.020902090209020903,9999
277,9999,10000,9999.5,1,464,457,0.00760043431053203,9999
278,9999,10000,9999.5,1,471,457,0.015086206896551725,9999
279,9999,10000,9999.5,1,473,457,0.017204301075268817,9999
280,9999,10000,9999.5,1,473,452,0.022702702702702703,10000
281,9999,10000,9999.5,1,479,452,0.02900107411385607,10000
282,9999,10000,9999.5,1,486,452,0.03624733475479744,10000
283,9999,10000,9999.5,1,491,452,0.041357370095440084,10000
284,9999,10000,9999.5,1,494,452,0.04439746300211417,10000
285,9999,10000,9999.5,1,500,452,0.05042016806722689,10000
286,9999,10000,9999.5,1,493,452,0.04338624338624339,9999
287,9999,10000,9999.5,1,494,452,0.04439746300211417,9999
288,9999,10000,9999.5,1,494,462,0.03347280334728033,9999
289,9999,10000,9999.5,1,494,463,0.03239289446185998,9999
290,9999,10000,9999.5,1,494,471,0.02383419689119171,9999
291,9999,10000,9999.5,1,495,471,0.024844720496894408,9999
292,9999,10000,9999.5,1,495,461,0.03556485355648536,10000
293,9999,10000,9999.5,1,497,461,0.037578288100208766,10000
294,9999,10000,9999.5,1,497,455,0.04411764705882353,10000
295,9999,10000,9999.5,1,504,455,0.051094890510948905,10000
296,9999,10000,9999.5,1,504,459,0.04672897196261682,10000
297,9999,10000,9999.5,1,504,461,0.04455958549222798,10000
298,9999,10000,9999.5,1,504,465,0.04024767801857585,10000
299,9999,10000,9999.5,1,508,465,0.044193216855087356,10000
300,9999,10000,9999.5,1,508,471,0.03779366700715015,10000
301,9999,10000,9999.5,1,508,460,0.049586776859504134,10000
302,9999,10000,9999.5,1,496,460,0.03765690376569038,9999
303,9999,10000,9999.5,1,496,467,0.030114226375908618,9999
304,9999,10000,9999.5,1,496,475,0.021627188465499485,9999
305,9999,10000,9999.5,1,486,475,0.011446409989594173,9999
306,9999,10000,9999.5,1,486,482,0.004132231404958678,9999
307,9999,10000,9999.5,1,480,482,-0.002079002079002079,9999
308,9999,10000,9999.5,1,480,489,-0.009287925696594427,9999
309,9999,10000,9999.5,1,480,479,0.0010427528675703858,10000
310,9999,10000,9999.5,1,486,479,0.007253886010362694,10000
311,9999,10000,9999.5,1,486,490,-0.004098360655737705,10000
312,9999,10000,9999.5,1,486,494,-0.00816326530612245,10000
313,9999,10000,9999.5,1,486,498,-0.012195121951219513,10000
314,9999,10000,9999.5,1,486,490,-0.004098360655737705,10000
315,9999,10000,9999.5,1,489,490,-0.0010214504596527069,10000
316,9999,10000,9999.5,1,489,496,-0.007106598984771574,10000
317,9999,10000,9999.5,1,489,498,-0.00911854103343465,10000
318,9999,10000,9999.5,1,489,499,-0.010121457489878543,10000
319,9999,10000,9999.5,1,489,507,-0.018072289156626505,10000
320,9999,10000,9999.5,1,489,498,-0.00911854103343465,10000
321,9999,10000,9999.5,1,497,498,-0.0010050251256281408,10000
322,9999,10000,9999.5,1,501,498,0.003003003003003003,10000
323,9999,10000,9999.5,1,503,498,0.004995004995004995,10000
324,9999,10000,9999.5,1,504,498,0.005988023952095809,10000
325,9999,10000,9999.5,1,504,511,-0.006896551724137931,10000
326,9999,10000,9999.5,1,510,511,-0.0009794319294809011,10000
327,9999,10000,9999.5,1,512,511,0.0009775171065493646,10000
328,9999,10000,9999.5,1,512,514,-0.001949317738791423,10000
329,9999,10000,9999.5,1,512,521,-0.008712487899322363,10000
330,9999,10000,9999.5,1,512,513,-0.000975609756097561,10000
331,9999,10000,9999.5,1,519,513,0.005813953488372093,10000
332,9999,10000,9999.5,1,519,516,0.002898550724637681,10000
333,9999,10000,9999.5,1,519,527,-0.0076481835564053535,10000
334,9999,10000,9999.5,1,522,527,-0.004766444232602479,10000
335,9999,10000,9999.5,1,517,527,-0.009578544061302681,9999
336,9999,10000,9999.5,1,520,527,-0.0066857688634192934,9999
337,9999,10000,9999.5,1,523,527,-0.0038095238095238095,9999
338,9999,10000,9999.5,1,523,531,-0.007590132827324478,9999
339,9999,10000,9999.5,1,523,535,-0.011342155009451797,9999
340,9999,10000,9999.5,1,531,535,-0.00375234521575985,9999
341,9999,10000,9999.5,1,531,538,-0.006548175865294668,9999
342,9999,10000,9999.5,1,546,538,0.007380073800738007,9999
343,9999,10000,9999.5,1,542,538,0.003703703703703704,9999
344,9999,10000,9999.5,1,547,538,0.008294930875576038,9999
345,9999,10000,9999.5,1,547,530,0.015784586815227482,10000
346,9999,10000,9999.5,1,549,530,0.017608897126969416,10000
347,9999,10000,9999.5,1,549,543,0.005494505494505495,10000
348,9999,10000,9999.5,1,549,550,-0.0009099181073703367,10000
349,9999,10000,9999.5,1,549,556,-0.006334841628959276,10000
350,9999,10000,9999.5,1,555,556,-0.0009000900090009,10000
351,9999,10000,9999.5,1,555,559,-0.003590664272890485,10000
352,9999,10000,9999.5,1,544,559,-0.013599274705349048,9999
353,9999,10000,9999.5,1,544,561,-0.015384615384615385,9999
354,9999,10000,9999.5,1,537,561,-0.02185792349726776,9999
355,9999,10000,9999.5,1,537,566,-0.02629193109700816,9999
356,9999,10000,9999.5,1,547,566,-0.017070979335130278,9999
357,9999,10000,9999.5,1,547,559,-0.0108499095840868,10000
358,9999,10000,9999.5,1,548,559,-0.00993676603432701,10000
359,9999,10000,9999.5,1,553,559,-0.00539568345323741,10000
360,9999,10000,9999.5,1,557,559,-0.0017921146953405018,10000
361,9999,10000,9999.5,1,559,559,0.0,10000
362,9999,10000,9999.5,1,567,559,0.007104795737122558,10000
363,9999,10000,9999.5,1,558,559,-0.0008952551477170994,9999
364,9999,10000,9999.5,1,553,559,-0.00539568345323741,9999
365,9999,10000,9999.5,1,556,559,-0.0026905829596412557,9999
366,9999,10000,9999.5,1,544,559,-0.013599274705349048,9999
367,9999,10000,9999.5,1,544,567,-0.020702070207020702,9999
368,9999,10000,9999.5,1,544,569,-0.022461814914645103,9999
369,9999,10000,9999.5,1,544,574,-0.026833631484794274,9999
370,9999,10000,9999.5,1,550,574,-0.021352313167259787,9999
371,9999,10000,9999.5,1,556,574,-0.01592920353982301,9999
372,9999,10000,9999.5,1,556,575,-0.016799292661361626,9999
373,9999,10000,9999.5,1,556,576,-0.0176678445229682,9999
374,9999,10000,9999.5,1,556,582,-0.022847100175746926,9999
375,9999,10000,9999.5,1,556,588,-0.027972027972027972,9999
376,9999,10000,9999.5,1,569,588,-0.016421780466724288,9999
377,9999,10000,9999.5,1,569,595,-0.022336769759450172,9999
378,9999,10000,9999.5,1,563,595,-0.027633851468048358,9999
379,9999,10000,9999.5,1,563,600,-0.03181427343078246,9999
380,9999,10000,9999.5,1,563,608,-0.03842869342442357,9999
381,9999,10000,9999.5,1,563,613,-0.04251700680272109,9999
382,9999,10000,9999.5,1,570,613,-0.03634826711749789,9999
383,9999,10000,9999.5,1,573,613,-0.03372681281618887,9999
384,9999,10000,9999.5,1,573,616,-0.03616484440706476,9999
385,9999,10000,9999.5,1,573,607,-0.0288135593220339,10000
386,9999,10000,9999.5,1,581,607,-0.021885521885521887,10000
387,9999,10000,9999.5,1,587,607,-0.01675041876046901,10000
388,9999,10000,9999.5,1,591,607,-0.01335559265442404,10000
389,9999,10000,9999.5,1,591,601,-0.008389261744966443,10000
390,9999,10000,9999.5,1,596,601,-0.004177109440267335,10000
391,9999,10000,9999.5,1,596,605,-0.00749375520399667,10000
392,9999,10000,9999.5,1,596,600,-0.0033444816053511705,10000
393,9999,10000,9999.5,1,602,600,0.0016638935108153079,10000
394,9999,10000,9999.5,1,607,600,0.00579950289975145,10000
395,9999,10000,9999.5,1,607,616,-0.007358953393295176,10000
396,9999,10000,9999.5,1,618,616,0.0016207455429497568,10000
397,9999,10000,9999.5,1,621,616,0.004042037186742118,10000
398,9999,10000,9999.5,1,621,629,-0.0064,10000
399,9999,10000,9999.5,1,609,629,-0.01615508885298869,9999
400,9999,10000,9999.5,1,611,629,-0.014516129032258065,9999
401,9999,10000,9999.5,1,611,636,-0.020048115477145148,9999
402,9999,10000,9999.5,1,611,638,-0.021617293835068056,9999
403,9999,10000,9999.5,1,611,641,-0.023961661341853034,9999
404,9999,10000,9999.5,1,611,643,-0.025518341307814992,9999
405,9999,10000,9999.5,1,611,646,-0.02784407319013524,9999
406,9999,10000,9999.5,1,611,648,-0.02938840349483717,9999
407,9999,10000,9999.5,1,620,648,-0.022082018927444796,9999
408,9999,10000,9999.5,1,620,653,-0.025923016496465043,9999
409,9999,10000,9999.5,1,623,653,-0.023510971786833857,9999
410,9999,10000,9999.5,1,623,654,-0.02427564604541895,9999
411,9999,10000,9999.5,1,623,646,-0.018124507486209612,10000
412,9999,10000,9999.5,1,628,646,-0.0141287284144427,10000
413,9999,10000,9999.5,1,628,653,-0.0195160031225605,10000
414,9999,10000,9999.5,1,635,653,-0.013975155279503106,10000
415,9999,10000,9999.5,1,635,659,-0.01854714064914992,10000
416,9999,10000,9999.5,1,635,666,-0.02382782475019216,10000
417,9999,10000,9999.5,1,623,666,-0.03335919317300233,9999
418,9999,10000,9999.5,1,623,670,-0.03634957463263728,9999
419,9999,10000,9999.5,1,630,670,-0.03076923076923077,9999
420,9999,10000,9999.5,1,620,670,-0.03875968992248062,9999
421,9999,10000,9999.5,1,628,670,-0.032357473035439135,9999
422,9999,10000,9999.5,1,636,670,-0.026033690658499236,9999
423,9999,10000,9999.5,1,636,671,-0.026778882938026015,9999
424,9999,10000,9999.5,1,624,671,-0.036293436293436294,9999
425,9999,10000,9999.5,1,633,671,-0.029141104294478526,9999
426,9999,10000,9999.5,1,641,671,-0.022865853658536585,9999
427,9999,10000,9999.5,1,641,672,-0.02361005331302361,9999
428,9999,10000,9999.5,1,635,672,-0.028309104820198928,9999
429,9999,10000,9999.5,1,636,672,-0.027522935779816515,9999
430,9999,10000,9999.5,1,636,674,-0.02900763358778626,9999
431,9999,10000,9999.5,1,636,677,-0.031226199543031227,9999
432,9999,10000,9999.5,1,627,677,-0.03834355828220859,9999
433,9999,10000,9999.5,1,634,677,-0.03279938977879481,9999
434,9999,10000,9999.5,1,637,677,-0.030441400304414,9999
435,9999,10000,9999.5,1,645,677,-0.024205748865355523,9999
436,9999,10000,9999.5,1,660,677,-0.012715033657442034,9999
437,9999,10000,9999.5,1,663,677,-0.010447761194029851,9999
438,9999,10000,9999.5,1,663,685,-0.016320474777448073,9999
439,9999,10000,9999.5,1,663,691,-0.0206794682422452,9999
440,9999,10000,9999.5,1,663,699,-0.02643171806167401,9999
441,9999,10000,9999.5,1,679,699,-0.01451378809869376,9999
442,9999,10000,9999.5,1,687,699,-0.008658008658008658,9999
443,9999,10000,9999.5,1,701,699,0.0014285714285714286,9999
