step,best_bid,best_ask,mid_price,spread,bid_depth,ask_depth,imbalance,last_trade_price
444,9999,10000,9999.5,1,701,703,-0.0014245014245014246,9999
445,9999,10000,9999.5,1,701,696,0.0035790980672870437,10000
446,9999,10000,9999.5,1,709,696,0.009252669039145907,10000
447,9999,10000,9999.5,1,715,696,0.013465627214741318,10000
448,9999,10000,9999.5,1,715,699,0.011315417256011316,10000
449,9999,10000,9999.5,1,715,704,0.007751937984496124,10000
450,9999,10000,9999.5,1,720,704,0.011235955056179775,10000
451,9999,10000,9999.5,1,720,714,0.0041841004184100415,10000
452,9999,10000,9999.5,1,720,722,-0.0013869625520110957,10000
453,9999,10000,9999.5,1,720,724,-0.002770083102493075,10000
454,9999,10000,9999.5,1,720,730,-0.006896551724137931,10000
455,9999,10000,9999.5,1,720,735,-0.010309278350515464,10000
456,9999,10000,9999.5,1,720,740,-0.0136986301369863,10000
457,9999,10000,9999.5,1,725,740,-0.010238907849829351,10000
458,9999,10000,9999.5,1,725,733,-0.0054869684499314125,10000
459,9999,10000,9999.5,1,726,733,-0.004797806716929404,10000
460,9999,10000,9999.5,1,726,742,-0.010899182561307902,10000
461,9999,10000,9999.5,1,733,742,-0.006101694915254237,10000
462,9999,10000,9999.5,1,733,746,-0.00878972278566599,10000
463,9999,10000,9999.5,1,733,747,-0.00945945945945946,10000
464,9999,10000,9999.5,1,733,748,-0.01012829169480081,10000
465,9999,10000,9999.5,1,745,748,-0.0020093770931011385,10000
466,9999,10000,9999.5,1,751,748,0.0020013342228152103,10000
467,9999,10000,9999.5,1,752,748,0.0026666666666666666,10000
468,9999,10000,9999.5,1,747,748,-0.0006688963210702341,9999
469,9999,10000,9999.5,1,747,756,-0.005988023952095809,9999
470,9999,10000,9999.5,1,747,764,-0.011250827266710787,9999
471,9999,10000,9999.5,1,747,765,-0.011904761904761904,9999
472,9999,10000,9999.5,1,747,769,-0.014511873350923483,9999
473,9999,10000,9999.5,1,762,769,-0.0045721750489875895,9999
474,9999,10000,9999.5,1,762,771,-0.005870841487279843,9999
475,9999,10000,9999.5,1,770,771,-0.0006489292667099286,9999
476,9999,10000,9999.5,1,774,771,0.001941747572815534,9999
477,9999,10000,9999.5,1,774,772,0.00129366106080207,9999
478,9999,10000,9999.5,1,774,788,-0.008962868117797696,9999
479,9999,10000,9999.5,1,782,788,-0.003821656050955414,9999
480,9999,10000,9999.5,1,782,793,-0.006984126984126984,9999
481,9999,10000,9999.5,1,790,793,-0.0018951358180669614,9999
482,9999,10000,9999.5,1,803,793,0.006265664160401002,9999
483,9999,10000,9999.5,1,803,801,0.0012468827930174563,9999
484,9999,10000,9999.5,1,805,801,0.0024906600249066002,9999
485,9999,10000,9999.5,1,805,803,0.0012437810945273632,9999
486,9999,10000,9999.5,1,805,791,0.008771929824561403,10000
487,9999,10000,9999.5,1,807,791,0.010012515644555695,10000
488,9999,10000,9999.5,1,810,791,0.011867582760774516,10000
489,9999,10000,9999.5,1,815,791,0.014943960149439602,10000
490,9999,10000,9999.5,1,816,791,0.015556938394523958,10000
491,9999,10000,9999.5,1,817,791,0.01616915422885572,10000
492,9999,10000,9999.5,1,818,791,0.01678060907395898,10000
493,9999,10000,9999.5,1,814,791,0.014330218068535825,9999
494,9999,10000,9999.5,1,814,799,0.009299442033477991,9999
495,9999,10000,9999.5,1,814,806,0.0049382716049382715,9999
496,9999,10000,9999.5,1,814,808,0.0036991368680641184,9999
497,9999,10000,9999.5,1,816,808,0.0049261083743842365,9999
498,9999,10000,9999.5,1,816,822,-0.003663003663003663,9999
499,9999,10000,9999.5,1,817,822,-0.003050640634533252,9999
500,9999,10000,9999.5,1,817,826,-0.005477784540474742,9999
