step,mid_price,microprice,microprice_deviation,spread_bps,queue_imbalance,signed_trade_volume,order_flow_imbalance
70,9999.5,9999.5368956743,0.03689567430046736,1.000050002500125,0.0737913486005089,0,0.0
71,9999.5,9999.539240506328,0.03924050632849685,1.000050002500125,0.07848101265822785,0,0.0
72,9999.5,9999.533333333333,0.03333333333284827,1.000050002500125,0.06666666666666667,-5,-1.0
73,9999.5,9999.52,0.020000000000436557,1.000050002500125,0.04,0,0.0
74,9999.5,9999.529411764706,0.02941176470631035,1.000050002500125,0.058823529411764705,0,0.0
75,9999.5,9999.521739130434,0.02173913043407083,1.000050002500125,0.043478260869565216,0,0.0
76,9999.5,9999.512315270937,0.01231527093659679,1.000050002500125,0.024630541871921183,-8,-1.0
77,9999.5,9999.502415458937,0.002415458937321091,1.000050002500125,0.004830917874396135,0,0.0
78,9999.5,9999.504807692309,0.004807692308531841,1.000050002500125,0.009615384615384616,0,0.0
79,9999.5,9999.508353221958,0.008353221957804635,1.000050002500125,0.016706443914081145,0,0.0
80,9999.5,9999.515294117647,0.015294117647499661,1.000050002500125,0.03058823529411765,0,0.0
81,9999.5,9999.506944444445,0.006944444445252884,1.000050002500125,0.013888888888888888,0,0.0
82,9999.5,9999.502293577982,0.002293577981618,1.000050002500125,0.0045871559633027525,0,0.0
83,9999.5,9999.493243243243,-0.006756756756658433,1.000050002500125,-0.013513513513513514,0,0.0
84,9999.5,9999.485587583149,-0.014412416850973386,1.000050002500125,-0.028824833702882482,0,0.0
85,9999.5,9999.488986784141,-0.011013215858838521,1.000050002500125,-0.022026431718061675,0,0.0
86,9999.5,9999.497835497836,-0.002164502164305304,1.000050002500125,-0.004329004329004329,0,0.0
87,9999.5,9999.507430997877,0.007430997877236223,1.000050002500125,0.014861995753715499,0,0.0
88,9999.5,9999.511578947368,0.011578947367524961,1.000050002500125,0.023157894736842106,0,0.0
89,9999.5,9999.522580645162,0.022580645161724533,1.000050002500125,0.04516129032258064,10,1.0
90,9999.5,9999.513157894737,0.013157894736650633,1.000050002500125,0.02631578947368421,-9,-1.0
91,9999.5,9999.510917030568,0.010917030567725305,1.000050002500125,0.021834061135371178,0,0.0
92,9999.5,9999.502145922746,0.002145922746422002,1.000050002500125,0.004291845493562232,0,0.0
93,9999.5,9999.5,0.0,1.000050002500125,0.0,0,0.0
94,9999.5,9999.497872340426,-0.0021276595743984217,1.000050002500125,-0.00425531914893617,0,0.0
95,9999.5,9999.498938428875,-0.0010615711253194604,1.000050002500125,-0.0021231422505307855,0,0.0
96,9999.5,9999.506276150627,0.006276150626945309,1.000050002500125,0.012552301255230125,0,0.0
97,9999.5,9999.496919917865,-0.0030800821350567276,1.000050002500125,-0.006160164271047228,0,0.0
98,9999.5,9999.490872210954,-0.009127789046033286,1.000050002500125,-0.018255578093306288,0,0.0
99,9999.5,9999.498,-0.0020000000004074536,1.000050002500125,-0.004,0,0.0
100,9999.5,9999.50493096647,0.004930966470055864,1.000050002500125,0.009861932938856016,0,0.0
101,9999.5,9999.500978473581,0.0009784735811990686,1.000050002500125,0.0019569471624266144,0,0.0
102,9999.5,9999.493256262042,-0.006743737958458951,1.000050002500125,-0.01348747591522158,0,0.0
103,9999.5,9999.491362763916,-0.00863723608381406,1.000050002500125,-0.01727447216890595,0,0.0
104,9999.5,9999.487619047619,-0.012380952381136012,1.000050002500125,-0.024761904761904763,0,0.0
105,9999.5,9999.484848484848,-0.015151515151956119,1.000050002500125,-0.030303030303030304,0,0.0
106,9999.5,9999.491362763916,-0.00863723608381406,1.000050002500125,-0.01727447216890595,7,1.0
107,9999.5,9999.495238095238,-0.004761904761835467,1.000050002500125,-0.009523809523809525,0,0.0
108,9999.5,9999.491493383743,-0.00850661625736393,1.000050002500125,-0.017013232514177693,0,0.0
109,9999.5,9999.506422018349,0.0064220183485304005,1.000050002500125,0.012844036697247707,0,0.0
110,9999.5,9999.51268115942,0.012681159420026233,1.000050002500125,0.025362318840579712,0,0.0
111,9999.5,9999.505357142858,0.005357142857974395,1.000050002500125,0.010714285714285714,0,0.0
112,9999.5,9999.507117437723,0.0071174377226270735,1.000050002500125,0.014234875444839857,0,0.0
113,9999.5,9999.512323943662,0.012323943661613157,1.000050002500125,0.02464788732394366,0,0.0
114,9999.5,9999.509632224168,0.009632224167944514,1.000050002500125,0.01926444833625219,0,0.0
115,9999.5,9999.506086956522,0.006086956522267428,1.000050002500125,0.01217391304347826,0,0.0
116,9999.5,9999.502590673575,0.002590673575468827,1.000050002500125,0.0051813471502590676,0,0.0
117,9999.5,9999.507692307692,0.0076923076921957545,1.000050002500125,0.015384615384615385,0,0.0
118,9999.5,9999.51103565365,0.011035653649742017,1.000050002500125,0.022071307300509338,0,0.0
119,9999.5,9999.51677852349,0.01677852348984743,1.000050002500125,0.03355704697986577,0,0.0
120,9999.5,9999.522388059702,0.02238805970227986,1.000050002500125,0.04477611940298507,0,0.0
121,9999.5,9999.531197301854,0.03119730185426306,1.000050002500125,0.06239460370994941,10,1.0
122,9999.5,9999.537437603993,0.03743760399265739,1.000050002500125,0.07487520798668885,0,0.0
123,9999.5,9999.531197301854,0.03119730185426306,1.000050002500125,0.06239460370994941,-8,-1.0
124,9999.5,9999.534338358459,0.03433835845862632,1.000050002500125,0.06867671691792294,0,0.0
125,9999.5,9999.539735099337,0.03973509933712194,1.000050002500125,0.07947019867549669,0,0.0
126,9999.5,9999.542009884679,0.04200988467891875,1.000050002500125,0.08401976935749589,0,0.0
127,9999.5,9999.540229885057,0.040229885056760395,1.000050002500125,0.08045977011494253,0,0.0
128,9999.5,9999.539344262295,0.03934426229534438,1.000050002500125,0.07868852459016394,0,0.0
129,9999.5,9999.528938906753,0.028938906752955518,1.000050002500125,0.05787781350482315,0,0.0
130,9999.5,9999.524720893141,0.024720893141420675,1.000050002500125,0.049441786283891544,0,0.0
131,9999.5,9999.523052464228,0.02305246422838536,1.000050002500125,0.046104928457869634,0,0.0
132,9999.5,9999.51811023622,0.01811023622030916,1.000050002500125,0.03622047244094488,0,0.0
133,9999.5,9999.505376344086,0.005376344086471363,1.000050002500125,0.010752688172043012,0,0.0
134,9999.5,9999.508500772798,0.008500772797560785,1.000050002500125,0.017001545595054096,4,1.0
135,9999.5,9999.5140625,0.014062500000363798,1.000050002500125,0.028125,7,1.0
136,9999.5,9999.520061728395,0.02006172839537612,1.000050002500125,0.040123456790123455,0,0.0
137,9999.5,9999.522273425498,0.02227342549849709,1.000050002500125,0.0445468509984639,0,0.0
138,9999.5,9999.525914634147,0.025914634146829485,1.000050002500125,0.051829268292682924,0,0.0
139,9999.5,9999.532407407407,0.03240740740693582,1.000050002500125,0.06481481481481481,8,1.0
140,9999.5,9999.53527607362,0.03527607362048002,1.000050002500125,0.0705521472392638,0,0.0
141,9999.5,9999.53168469861,0.03168469860975165,1.000050002500125,0.0633693972179289,-5,-1.0
142,9999.5,9999.52283464567,0.022834645669718157,1.000050002500125,0.04566929133858268,-12,-1.0
143,9999.5,9999.522012578616,0.02201257861634076,1.000050002500125,0.0440251572327044,0,0.0
144,9999.5,9999.526479750779,0.026479750778889866,1.000050002500125,0.0529595015576324,0,0.0
145,9999.5,9999.520801232666,0.020801232665689895,1.000050002500125,0.04160246533127889,0,0.0
146,9999.5,9999.509803921568,0.009803921568163787,1.000050002500125,0.0196078431372549,0,0.0
147,9999.5,9999.503725782415,0.003725782415131107,1.000050002500125,0.007451564828614009,0,0.0
148,9999.5,9999.500740740741,0.0007407407410937594,1.000050002500125,0.0014814814814814814,0,0.0
149,9999.5,9999.492469879518,-0.007530120481533231,1.000050002500125,-0.015060240963855422,-11,-1.0
150,9999.5,9999.491729323308,-0.008270676691608969,1.000050002500125,-0.016541353383458645,0,0.0
151,9999.5,9999.494768310911,-0.005231689088759595,1.000050002500125,-0.01046337817638266,0,0.0
152,9999.5,9999.491097922848,-0.008902077152015409,1.000050002500125,-0.017804154302670624,0,0.0
153,9999.5,9999.489644970414,-0.01035502958620782,1.000050002500125,-0.020710059171597635,0,0.0
154,9999.5,9999.498546511628,-0.0014534883721353253,1.000050002500125,-0.0029069767441860465,0,0.0
155,9999.5,9999.504310344828,0.004310344827899826,1.000050002500125,0.008620689655172414,0,0.0
156,9999.5,9999.507142857143,0.007142857142753201,1.000050002500125,0.014285714285714285,0,0.0
157,9999.5,9999.50141242938,0.0014124293793429388,1.000050002500125,0.002824858757062147,0,0.0
158,9999.5,9999.497198879551,-0.0028011204485665075,1.000050002500125,-0.0056022408963585435,0,0.0
159,9999.5,9999.49442896936,-0.005571030640567187,1.000050002500125,-0.011142061281337047,0,0.0
160,9999.5,9999.500705218617,0.0007052186174405506,1.000050002500125,0.0014104372355430183,9,1.0
161,9999.5,9999.503506311361,0.0035063113609794527,1.000050002500125,0.0070126227208976155,0,0.0
162,9999.5,9999.50069735007,0.00069735006945848,1.000050002500125,0.001394700139470014,0,0.0
163,9999.5,9999.49861111111,-0.0013888888897781726,1.000050002500125,-0.002777777777777778,0,0.0
164,9999.5,9999.48721590909,-0.012784090909917722,1.000050002500125,-0.02556818181818182,0,0.0
165,9999.5,9999.49297752809,-0.007022471909294836,1.000050002500125,-0.014044943820224719,0,0.0
166,9999.5,9999.498579545454,-0.0014204545459506335,1.000050002500125,-0.002840909090909091,8,1.0
167,9999.5,9999.502115655854,0.002115655854140641,1.000050002500125,0.004231311706629055,0,0.0
168,9999.5,9999.506983240224,0.006983240224144538,1.000050002500125,0.013966480446927373,0,0.0
169,9999.5,9999.509040333796,0.009040333796292543,1.000050002500125,0.01808066759388039,0,0.0
170,9999.5,9999.49863760218,-0.001362397819320904,1.000050002500125,-0.0027247956403269754,0,0.0
171,9999.5,9999.49593495935,-0.00406504064994806,1.000050002500125,-0.008130081300813009,0,0.0
172,9999.5,9999.49259757739,-0.007402422610539361,1.000050002500125,-0.014804845222072678,0,0.0
173,9999.5,9999.491275167786,-0.008724832214284106,1.000050002500125,-0.0174496644295302,0,0.0
174,9999.5,9999.488,-0.012000000000625732,1.000050002500125,-0.024,0,0.0
175,9999.5,9999.486055776892,-0.01394422310841037,1.000050002500125,-0.027888446215139442,0,0.0
176,9999.5,9999.481578947369,-0.018421052631310886,1.000050002500125,-0.03684210526315789,0,0.0
177,9999.5,9999.480946123522,-0.01905387647821044,1.000050002500125,-0.03810775295663601,0,0.0
178,9999.5,9999.487678339818,-0.01232166018235148,1.000050002500125,-0.02464332036316472,0,0.0
179,9999.5,9999.489003880983,-0.010996119017363526,1.000050002500125,-0.02199223803363519,0,0.0
180,9999.5,9999.491634491635,-0.008365508365386631,1.000050002500125,-0.01673101673101673,0,0.0
181,9999.5,9999.49358974359,-0.006410256410163129,1.000050002500125,-0.01282051282051282,0,0.0
182,9999.5,9999.496815286624,-0.0031847133759583812,1.000050002500125,-0.006369426751592357,0,0.0
183,9999.5,9999.495552731893,-0.0044472681074694265,1.000050002500125,-0.008894536213468869,0,0.0
184,9999.5,9999.490566037735,-0.009433962264665752,1.000050002500125,-0.018867924528301886,0,0.0
185,9999.5,9999.486284289276,-0.013715710723772645,1.000050002500125,-0.02743142144638404,0,0.0
186,9999.5,9999.485678704857,-0.014321295142508461,1.000050002500125,-0.028642590286425903,0,0.0
187,9999.5,9999.489949748744,-0.010050251255961484,1.000050002500125,-0.020100502512562814,7,1.0
188,9999.5,9999.495024875621,-0.0049751243786886334,1.000050002500125,-0.009950248756218905,0,0.0
189,9999.5,9999.49075215783,-0.00924784217022534,1.000050002500125,-0.018495684340320593,0,0.0
190,9999.5,9999.494492044063,-0.005507955936991493,1.000050002500125,-0.011015911872705019,0,0.0
191,9999.5,9999.496341463415,-0.0036585365851351526,1.000050002500125,-0.007317073170731708,0,0.0
192,9999.5,9999.49154589372,-0.008454106280623819,1.000050002500125,-0.016908212560386472,0,0.0
193,9999.5,9999.483435582822,-0.016564417177505675,1.000050002500125,-0.033128834355828224,-13,-1.0
194,9999.5,9999.487834549878,-0.012165450121756294,1.000050002500125,-0.024330900243309004,0,0.0
195,9999.5,9999.498756218905,-0.0012437810946721584,1.000050002500125,-0.0024875621890547263,18,1.0
196,9999.5,9999.496287128713,-0.0037128712865523994,1.000050002500125,-0.007425742574257425,0,0.0
197,9999.5,9999.495061728396,-0.0049382716042600805,1.000050002500125,-0.009876543209876543,0,0.0
198,9999.5,9999.50376884422,0.003768844220758183,1.000050002500125,0.007537688442211055,14,1.0
199,9999.5,9999.495530012771,-0.004469987228731043,1.000050002500125,-0.008939974457215836,-13,-1.0
200,9999.5,9999.508519003932,0.008519003931724,1.000050002500125,0.01703800786369594,20,1.0
201,9999.5,9999.503896103895,0.0038961038953857496,1.000050002500125,0.007792207792207792,0,0.0
202,9999.5,9999.505821474773,0.005821474773256341,1.000050002500125,0.01164294954721863,0,0.0
203,9999.5,9999.507096774194,0.00709677419399668,1.000050002500125,0.014193548387096775,0,0.0
204,9999.5,9999.50644329897,0.006443298969315947,1.000050002500125,0.01288659793814433,0,0.0
205,9999.5,9999.501275510203,0.0012755102034134325,1.000050002500125,0.002551020408163265,0,0.0
206,9999.5,9999.496212121212,-0.0037878787879890297,1.000050002500125,-0.007575757575757576,0,0.0
207,9999.5,9999.498743718594,-0.0012562814063130645,1.000050002500125,-0.002512562814070352,0,0.0
208,9999.5,9999.494396014945,-0.0056039850551314885,1.000050002500125,-0.0112079701120797,0,0.0
209,9999.5,9999.495024875621,-0.0049751243786886334,1.000050002500125,-0.009950248756218905,0,0.0
210,9999.5,9999.510911424904,0.010911424904406886,1.000050002500125,0.021822849807445442,25,1.0
211,9999.5,9999.527152317882,0.027152317881700583,1.000050002500125,0.054304635761589407,24,1.0
212,9999.5,9999.531496062993,0.03149606299302832,1.000050002500125,0.06299212598425197,0,0.0
213,9999.5,9999.534550195567,0.03455019556713523,1.000050002500125,0.06910039113428944,0,0.0
214,9999.5,9999.538759689922,0.038759689921789686,1.000050002500125,0.07751937984496124,0,0.0
215,9999.5,9999.53737113402,0.037371134019849706,1.000050002500125,0.07474226804123711,0,0.0
216,9999.5,9999.526515151516,0.026515151515923208,1.000050002500125,0.05303030303030303,0,0.0
217,9999.5,9999.530663329162,0.030663329162052833,1.000050002500125,0.06132665832290363,0,0.0
218,9999.5,9999.545688545688,0.04568854568788083,1.000050002500125,0.09137709137709138,22,1.0
219,9999.5,9999.546272493573,0.04627249357326946,1.000050002500125,0.09254498714652956,0,0.0
220,9999.5,9999.550318471338,0.050318471337959636,1.000050002500125,0.10063694267515924,0,0.0
221,9999.5,9999.544080604534,0.04408060453351936,1.000050002500125,0.08816120906801007,0,0.0
222,9999.5,9999.545796737766,0.04579673776606796,1.000050002500125,0.09159347553324969,0,0.0
223,9999.5,9999.56420233463,0.06420233462995384,1.000050002500125,0.12840466926070038,26,1.0
224,9999.5,9999.554846938776,0.054846938775881426,1.000050002500125,0.1096938775510204,0,0.0
225,9999.5,9999.551330798478,0.05133079847837507,1.000050002500125,0.10266159695817491,0,0.0
226,9999.5,9999.545796737766,0.04579673776606796,1.000050002500125,0.09159347553324969,0,0.0
227,9999.5,9999.541718555418,0.04171855541790137,1.000050002500125,0.08343711083437111,0,0.0
228,9999.5,9999.538366336634,0.038366336633771425,1.000050002500125,0.07673267326732673,0,0.0
229,9999.5,9999.542892156862,0.04289215686185344,1.000050002500125,0.0857843137254902,0,0.0
230,9999.5,9999.556532663317,0.05653266331682971,1.000050002500125,0.11306532663316583,20,1.0
231,9999.5,9999.551681195517,0.051681195516721345,1.000050002500125,0.10336239103362391,0,0.0
232,9999.5,9999.562897077509,0.06289707750875095,1.000050002500125,0.12579415501905972,0,0.0
233,9999.5,9999.558638083228,0.05863808322828845,1.000050002500125,0.11727616645649433,0,0.0
234,9999.5,9999.54758961681,0.047589616810000734,1.000050002500125,0.09517923362175525,0,0.0
235,9999.5,9999.537621359223,0.03762135922261223,1.000050002500125,0.07524271844660194,0,0.0
236,9999.5,9999.52738095238,0.027380952380553936,1.000050002500125,0.05476190476190476,0,0.0
237,9999.5,9999.52794292509,0.02794292508951912,1.000050002500125,0.0558858501783591,0,0.0
238,9999.5,9999.52962085308,0.02962085307990492,1.000050002500125,0.05924170616113744,0,0.0
239,9999.5,9999.540507859734,0.0405078597341344,1.000050002500125,0.08101571946795647,17,1.0
240,9999.5,9999.54381752701,0.04381752701010555,1.000050002500125,0.08763505402160865,0,0.0
241,9999.5,9999.540572792363,0.04057279236258182,1.000050002500125,0.081145584725537,0,0.0
242,9999.5,9999.539285714285,0.0392857142851426,1.000050002500125,0.07857142857142857,0,0.0
243,9999.5,9999.543093270366,0.04309327036571631,1.000050002500125,0.08618654073199528,0,0.0
244,9999.5,9999.539906103286,0.039906103285829886,1.000050002500125,0.07981220657276995,0,0.0
245,9999.5,9999.536756126021,0.0367561260209186,1.000050002500125,0.073512252042007,0,0.0
246,9999.5,9999.534262485482,0.03426248548203148,1.000050002500125,0.06852497096399536,0,0.0
247,9999.5,9999.531791907515,0.031791907515071216,1.000050002500125,0.06358381502890173,0,0.0
248,9999.5,9999.528735632184,0.02873563218417985,1.000050002500125,0.05747126436781609,0,0.0
249,9999.5,9999.529276693456,0.02927669345626782,1.000050002500125,0.05855338691159587,0,0.0
250,9999.5,9999.530892448513,0.0308924485125317,1.000050002500125,0.06178489702517163,0,0.0
251,9999.5,9999.526674233824,0.02667423382445122,1.000050002500125,0.053348467650397274,0,0.0
252,9999.5,9999.522522522522,0.022522522522194777,1.000050002500125,0.04504504504504504,0,0.0
253,9999.5,9999.512082853855,0.012082853854735731,1.000050002500125,0.024165707710011506,0,0.0
254,9999.5,9999.504535147393,0.004535147392743966,1.000050002500125,0.009070294784580499,0,0.0
255,9999.5,9999.501126126126,0.0011261261261097388,1.000050002500125,0.0022522522522522522,0,0.0
256,9999.5,9999.49720670391,-0.0027932960892940173,1.000050002500125,-0.00558659217877095,0,0.0
257,9999.5,9999.496098104793,-0.0039018952065816848,1.000050002500125,-0.007803790412486065,0,0.0
258,9999.5,9999.495545657015,-0.004454342984899995,1.000050002500125,-0.008908685968819599,0,0.0
259,9999.5,9999.494444444445,-0.005555555555474712,1.000050002500125,-0.011111111111111112,0,0.0
260,9999.5,9999.497792494481,-0.0022075055185268866,1.000050002500125,-0.004415011037527594,0,0.0
261,9999.5,9999.50054884742,0.0005488474198500626,1.000050002500125,0.0010976948408342481,0,0.0
262,9999.5,9999.496191512513,-0.003808487486821832,1.000050002500125,-0.007616974972796518,0,0.0
263,9999.5,9999.495114006515,-0.004885993485004292,1.000050002500125,-0.009771986970684038,0,0.0
264,9999.5,9999.498381877023,-0.001618122976651648,1.000050002500125,-0.003236245954692557,0,0.0
265,9999.5,9999.506369426752,0.0063694267519167624,1.000050002500125,0.012738853503184714,0,0.0
266,9999.5,9999.516793066088,0.016793066088212072,1.000050002500125,0.03358613217768147,0,0.0
267,9999.5,9999.522453450165,0.022453450164903188,1.000050002500125,0.044906900328587074,10,1.0
268,9999.5,9999.525571273123,0.025571273123205174,1.000050002500125,0.051142546245919476,0,0.0
269,9999.5,9999.525,0.024999999999636202,1.000050002500125,0.05,0,0.0
270,9999.5,9999.524429967427,0.02442996742684045,1.000050002500125,0.048859934853420196,0,0.0
271,9999.5,9999.519209659715,0.019209659714761074,1.000050002500125,0.038419319429198684,-10,-1.0
272,9999.5,9999.513333333334,0.013333333334230701,1.000050002500125,0.02666666666666667,-11,-1.0
273,9999.5,9999.510067114094,0.01006711409354466,1.000050002500125,0.020134228187919462,-6,-1.0
274,9999.5,9999.50723025584,0.0072302558401133865,1.000050002500125,0.014460511679644048,0,0.0
275,9999.5,9999.506104328524,0.006104328524088487,1.000050002500125,0.01220865704772475,0,0.0
276,9999.5,9999.510451045104,0.010451045103764045,1.000050002500125,0.020902090209020903,0,0.0
277,9999.5,9999.503800217155,0.003800217155003338,1.000050002500125,0.00760043431053203,0,0.0
278,9999.5,9999.507543103447,0.007543103447460453,1.000050002500125,0.015086206896551725,0,0.0
279,9999.5,9999.508602150538,0.008602150537626585,1.000050002500125,0.017204301075268817,0,0.0
280,9999.5,9999.511351351352,0.011351351351549965,1.000050002500125,0.022702702702702703,5,1.0
281,9999.5,9999.514500537058,0.014500537057756446,1.000050002500125,0.02900107411385607,0,0.0
282,9999.5,9999.518123667378,0.01812366737794946,1.000050002500125,0.03624733475479744,0,0.0
283,9999.5,9999.520678685049,0.020678685048551415,1.000050002500125,0.041357370095440084,0,0.0
284,9999.5,9999.522198731502,0.02219873150170315,1.000050002500125,0.04439746300211417,0,0.0
285,9999.5,9999.525210084033,0.02521008403346059,1.000050002500125,0.05042016806722689,0,0.0
286,9999.5,9999.521693121693,0.021693121692806017,1.000050002500125,0.04338624338624339,-7,-1.0
287,9999.5,9999.522198731502,0.02219873150170315,1.000050002500125,0.04439746300211417,0,0.0
288,9999.5,9999.516736401674,0.016736401674279477,1.000050002500125,0.03347280334728033,0,0.0
289,9999.5,9999.516196447232,0.01619644723177771,1.000050002500125,0.03239289446185998,0,0.0
290,9999.5,9999.511917098445,0.011917098445337615,1.000050002500125,0.02383419689119171,0,0.0
291,9999.5,9999.512422360249,0.012422360248820041,1.000050002500125,0.024844720496894408,0,0.0
292,9999.5,9999.517782426778,0.017782426777557703,1.000050002500125,0.03556485355648536,10,1.0
293,9999.5,9999.518789144051,0.018789144050970208,1.000050002500125,0.037578288100208766,0,0.0
